	Simplified Flow Sheet of Clinker and Cement Manufacture........................................ 2-2 2-2. Labor Costs per Metric Ton of Cement	Current Employment Statistics (National): Customizable Data Tables” Available at As obtained on	Consumer Price Index All Items – U.S. City Average Data: Customizable Data Tables.” Available at As obtained on	Cement Association.	Cement Association. 2008b. “Market Research: Producer Price Indices—Competitive Building Materials.” Available at	Cement Association (PCA).	Department of Commerce, Bureau of the Census.	DC: Government Printing Office. Available at As obtained on	the Census.	DC: Government Printing Office. Available at As obtained on	Optimal Tariffs and Market Power: The Evidence.” American Economic Review 98(5):2032-2065.	Estimating Particulate MatterMortality Dose-Response Curves and Threshold Levels: An Analysis of Daily TimeSeries for the 20 Largest	A Micro-Econometric Model of Capital Utilization and Retirement: The Case of the U.S.	D&B Million Dollar Directory.	Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between	Multimarket Contact and Pricing: Evidence from the U.S.	Historical Statistics for Mineral and Material Commodities in the United States: Cement End Use Statistics.” U.S. Geological Survey Data Series 140, Version 1.2. Available at	Historical Statistics for Mineral and Material Commodities in the United States: Cement Supply and	Reanalysis of the Harvard Six Cities Study and the American Cancer Society Study of Particulate Air Pollution and Mortality. Special Report to the Health Effects Institute.	Reduction in Fine Particulate Air Pollution and Mortality.”	Estimating the Public Health Benefits of Proposed Air Pollution Regulations.	Price and Seller Concentration in Cement: Effective Oligopoly or	Circular A-4: Regulatory Analysis.	Invited Commentary: Particulate Matter-Mortality Exposure-Response Relations and Thresholds.”	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	U.S. and Canadian Portland Cement Industry: Plant Information Summary.	U.S. and Canadian Labor-Energy Input Survey	Flash Report: Capacity Expansion Update.” Available at < http://www.cement.org/econ/pdf/NONMEMBERCapacity Expansion.pdf>. As obtained on	Association (PCA). 2008a. “Cement and Concrete Basics: History & Manufacture of Portland Cement.” Available at concretebasics_history.asp>.	Association (PCA). 2008b. “Market Research: Producer Price Indices— Competitive Building Materials.” Available at	Association (PCA).	Cement Plant Operating Cost Study.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. Environ. Sci.	Air Pollution and Cause-Specific Mortality in Milan, Italy, 1980–1989.” Arch Environ Health	The Cost of Environmental Regulation in a Concentrated Industry.” Available at	The Concentration-Response Relation between PM(2.5) and Daily Deaths.” Environ Health Perspectives	The Effect of Dose and Timing of Dose on the Association between Airborne Particles and Survival.” Environmental Health Perspectives	Using Meta-Smoothing to Estimate Dose-Response Trends Across Multiple Studies, with Application to Air Pollution and Daily Death.”	Threshold Dependence of Mortality Effects for Fine and Coarse Particles in Phoenix,	of the Census.	of the Census.	of the Census; generated by RTI International; using American FactFinder; “Sector 31: Annual Survey of Manufactures: General Statistics: Statistics for Industry Groups and Industries:	Department of Commerce, Bureau of Economic Analysis.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey. 2008b. Minerals Commodity Summaries, Cement	Current Employment Statistics (National): Customizable Data Tables.” Available at As obtained on	Statistics (BLS). 2007b. “State and Area Employment, Hours and Earnings	Consumer Price Index All Items – U.S. City Average Data: Customizable Data Tables.” Available at As obtained on	Regulatory Impact Analysis of Cement Kiln Dust Rulemaking. Appendix C,	Environmental Protection Agency (EPA).	Environmental Protection Agency (EPA).	Environmental Protection Agency.	Environmental Protection Agency.	Environmental Protection Agency, Office of Air Quality Planning and Standards.	Environmental Protection Agency Science Advisory	Environmental Protection Agency Science Advisory	Advisory on Plans for Health Effects Analysis for EPA’s Second Prospective Analysis— Benefits and Costs of the Clean Air Act,	Environmental Protection Agency Science Advisory	Environmental Protection Agency Science Advisory	International Trade Commission (USITC). 2006. Gray Portland Cement and Cement Clinker from Japan Investigation No. 731-TA-461 (Second Review). Publication 3856. Available at	Trade Commission.	Cement Manufacture and the Environment Part I: Chemistry and	Microeconomic Analysis. 3rd Ed.
The Clean Air Act Amendments (CAAA) Section 812 Prospective Study of Costs and Benefits 	0.8014184397163121	0.8526315789473684	0.8288288288288288	0.8409090909090909	0.7876106194690266	0.8295454545454546	0.7386363636363636	0.7727272727272727	0.8977272727272727	0.7727272727272727	0.9	0.7878787878787878	0.8409090909090909	0.875	0.7954545454545454	0.7840909090909091	0.7931034482758621	0.826530612244898	0.7732558139534884	0.7613636363636364	0.7954545454545454	0.7727272727272727	0.8409090909090909	0.8279569892473119	0.8061224489795918	0.8295454545454546	0.8295454545454546	0.8161764705882353	0.7841726618705036	0.7964601769911505	0.8977272727272727	0.7613636363636364	0.7786885245901639	0.8791208791208791	0.7272727272727273	0.7755102040816326	0.7196969696969697	0.7692307692307693	0.8068181818181818	0.8863636363636364	0.8863636363636364	0.7595628415300546	0.7727272727272727	0.7840909090909091	0.7840909090909091	0.7840909090909091	0.7840909090909091	0.7954545454545454	0.7954545454545454	0.7954545454545454	0.7954545454545454	0.7954545454545454	0.7954545454545454	0.7954545454545454	0.7954545454545454	0.7954545454545454	0.8526315789473684	0.8541666666666666	0.7727272727272727	0.8288288288288288	0.7954545454545454	0.7840909090909091	0.7840909090909091	0.7727272727272727	0.7727272727272727	0.7954545454545454	0.7727272727272727	0.7727272727272727	0.672	0.7727272727272727	0.7727272727272727	0.7976878612716763	0.875	0.7613636363636364	0.8409090909090909
2007 North American Cement Industry Annua Yearbook	0.8226950354609929	0.8	0.8198198198198198	0.8	0.7964601769911505	0.82	0.8	0.8135593220338984	0.82	0.8135593220338984	0.8333333333333334	0.8181818181818182	0.788235294117647	0.86	0.7764705882352941	0.8363636363636363	0.8390804597701149	0.8061224489795918	0.8255813953488372	0.7966101694915254	0.7631578947368421	0.765625	0.78	0.7956989247311828	0.8061224489795918	0.6428571428571429	0.76	0.8308823529411765	0.8057553956834532	0.7876106194690266	0.88	0.82	0.8114754098360656	0.8241758241758241	0.717948717948718	0.7959183673469388	0.8106060606060606	0.8153846153846154	0.8192771084337349	0.8	0.8	0.8306010928961749	0.8653846153846154	0.7857142857142857	0.7857142857142857	0.7857142857142857	0.7857142857142857	0.9019607843137255	0.9019607843137255	0.9019607843137255	0.9019607843137255	0.9019607843137255	0.9019607843137255	0.9019607843137255	0.9019607843137255	0.9019607843137255	0.8105263157894737	0.7916666666666666	0.7887323943661971	0.8198198198198198	0.7142857142857143	0.8	0.8	0.8	0.8	0.782051282051282	0.82	0.82	0.808	0.82	0.82	0.815028901734104	0.86	0.8	0.82
Cement and Concrete Basics: History & Manufacture of Portland Cement	0.7588652482269503	0.7368421052631579	0.7747747747747747	0.7941176470588235	0.7522123893805309	0.7647058823529411	0.7352941176470589	0.7941176470588235	0.9117647058823529	0.7941176470588235	0.8333333333333334	0.7954545454545454	0.8	0.8382352941176471	0.7764705882352941	0.7941176470588235	0.8045977011494253	0.7959183673469388	0.7906976744186046	0.7352941176470589	0.8157894736842105	0.7794117647058824	0.8235294117647058	0.7634408602150538	0.7448979591836735	0.8285714285714286	0.7647058823529411	0.8235294117647058	0.5107913669064749	0.8053097345132744	0.8676470588235294	0.7352941176470589	0.7786885245901639	0.7802197802197802	0.8076923076923077	0.7653061224489796	0.7575757575757576	0.7538461538461538	0.7710843373493976	0.9117647058823529	0.9117647058823529	0.7650273224043715	0.7941176470588235	0.7941176470588235	0.7941176470588235	0.7941176470588235	0.7941176470588235	0.7647058823529411	0.7647058823529411	0.7647058823529411	0.7647058823529411	0.7647058823529411	0.7647058823529411	0.7647058823529411	0.7647058823529411	0.7647058823529411	0.7263157894736842	0.7395833333333334	0.8309859154929577	0.7747747747747747	0.8571428571428571	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.7948717948717948	0.8088235294117647	0.8088235294117647	0.752	0.8088235294117647	0.8088235294117647	0.8265895953757225	0.8676470588235294	0.7205882352941176	0.8235294117647058
D&B Million Dollar Directory	0.9078014184397163	0.8526315789473684	0.8648648648648649	0.8571428571428571	0.8761061946902655	0.9285714285714286	0.8	0.8135593220338984	0.9285714285714286	0.8135593220338984	0.8888888888888888	0.8560606060606061	0.8352941176470589	0.034482758620689655	0.8941176470588236	0.8363636363636363	0.9022988505747126	0.8673469387755102	0.9069767441860465	0.7796610169491526	0.8289473684210527	0.796875	0.8529411764705882	0.8494623655913979	0.8367346938775511	0.8	0.7906976744186046	0.8897058823529411	0.8705035971223022	0.8849557522123894	0.8214285714285714	0.8285714285714286	0.8934426229508197	0.8351648351648352	0.8333333333333334	0.8367346938775511	0.8712121212121212	0.8538461538461538	0.8313253012048193	0.8571428571428571	0.8571428571428571	0.907103825136612	0.7884615384615384	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8526315789473684	0.8541666666666666	0.8732394366197183	0.8648648648648649	0.8428571428571429	0.868421052631579	0.868421052631579	0.84375	0.84375	0.8461538461538461	0.7708333333333334	0.7708333333333334	0.888	0.7708333333333334	0.7708333333333334	0.9075144508670521	0.8571428571428571	0.8166666666666667	0.9032258064516129
Expanded Expert Judgment Assessment of the Concentration-Response Relationship Between PM2.5 Exposure and Mortality	0.8156028368794326	0.7913043478260869	0.8347826086956521	0.8434782608695652	0.8608695652173913	0.8347826086956521	0.7739130434782608	0.7739130434782608	0.9130434782608695	0.7739130434782608	0.8173913043478261	0.7878787878787878	0.7739130434782608	0.8956521739130435	0.2608695652173913	0.8173913043478261	0.7873563218390804	0.8347826086956521	0.7674418604651163	0.7304347826086957	0.8	0.7217391304347827	0.8695652173913043	0.7304347826086957	0.808695652173913	0.8	0.8434782608695652	0.8235294117647058	0.7913669064748201	0.8608695652173913	0.8869565217391304	0.808695652173913	0.6475409836065574	0.8	0.7565217391304347	0.7478260869565218	0.7727272727272727	0.8153846153846154	0.7652173913043478	0.8869565217391304	0.8869565217391304	0.7759562841530054	0.7739130434782608	0.7565217391304347	0.7565217391304347	0.7565217391304347	0.7565217391304347	0.7565217391304347	0.7565217391304347	0.7565217391304347	0.7565217391304347	0.7565217391304347	0.7565217391304347	0.7565217391304347	0.7565217391304347	0.7565217391304347	0.8347826086956521	0.7913043478260869	0.7739130434782608	0.8347826086956521	0.7478260869565218	0.8260869565217391	0.8260869565217391	0.8260869565217391	0.8260869565217391	0.7652173913043478	0.782608695652174	0.782608695652174	0.816	0.782608695652174	0.782608695652174	0.7861271676300579	0.8869565217391304	0.7565217391304347	0.8608695652173913
Flash Report: Capacity Expansion Update	0.8723404255319149	0.8315789473684211	0.8558558558558559	0.7692307692307693	0.8495575221238938	0.7435897435897436	0.8444444444444444	0.8305084745762712	0.8461538461538461	0.8305084745762712	0.8333333333333334	0.8484848484848485	0.8117647058823529	0.8974358974358975	0.788235294117647	0.7818181818181819	0.867816091954023	0.826530612244898	0.8662790697674418	0.7796610169491526	0.8026315789473685	0.796875	0.8717948717948718	0.7634408602150538	0.8061224489795918	0.7714285714285715	0.8604651162790697	0.7132352941176471	0.8489208633093526	0.8495575221238938	0.7692307692307693	0.8461538461538461	0.8360655737704918	0.7912087912087912	0.8205128205128205	0.7959183673469388	0.8484848484848485	0.823076923076923	0.7590361445783133	0.8461538461538461	0.8461538461538461	0.8688524590163934	0.8076923076923077	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8315789473684211	0.8333333333333334	0.8028169014084507	0.8558558558558559	0.8	0.8974358974358975	0.8974358974358975	0.8717948717948718	0.8717948717948718	0.8076923076923077	0.8541666666666666	0.8541666666666666	0.832	0.8541666666666666	0.8541666666666666	0.861271676300578	0.7692307692307693	0.85	0.8205128205128205
Market Research: Producer Price Indices�Competitive Building Materials	0.8723404255319149	1.0	1.0	0.8714285714285714	1.0	0.8571428571428571	0.8	0.8	0.8857142857142857	0.8	1.0	0.803030303030303	0.8	0.8571428571428571	0.788235294117647	0.7571428571428571	1.0	0.7857142857142857	0.8081395348837209	1.0	0.8289473684210527	0.7857142857142857	0.8285714285714286	1.0	1.0	0.8714285714285714	0.8571428571428571	1.0	1.0	1.0	0.8857142857142857	1.0	0.7622950819672131	1.0	1.0	1.0	1.0	1.0	0.7831325301204819	0.8857142857142857	0.8857142857142857	1.0	0.8	0.7857142857142857	0.7857142857142857	0.7857142857142857	0.7857142857142857	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.7684210526315789	1.0	1.0	1.0	0.8714285714285714	0.8285714285714286	0.8285714285714286	0.8142857142857143	0.8142857142857143	0.7564102564102564	0.7857142857142857	0.7857142857142857	1.0	0.7857142857142857	0.7857142857142857	0.8034682080924855	0.8428571428571429	0.8	0.8
Reanalysis of the Harvard Six Cities Study and the American Cancer Society Study of Particulate Air Pollution and Mortality	0.8439716312056738	0.7967479674796748	0.8048780487804879	0.8861788617886179	0.7886178861788617	0.8780487804878049	0.8048780487804879	0.7886178861788617	0.9349593495934959	0.7886178861788617	0.7886178861788617	0.8106060606060606	0.8130081300813008	0.8861788617886179	0.7560975609756098	0.7886178861788617	0.7068965517241379	0.7723577235772358	0.28488372093023256	0.5934959349593496	0.6747967479674797	0.7642276422764228	0.8699186991869918	0.7560975609756098	0.6666666666666666	0.7560975609756098	0.8211382113821138	0.8455882352941176	0.7841726618705036	0.7967479674796748	0.9105691056910569	0.8292682926829268	0.7804878048780488	0.7804878048780488	0.7642276422764228	0.8211382113821138	0.7575757575757576	0.7230769230769231	0.7560975609756098	0.9105691056910569	0.9105691056910569	0.7213114754098361	0.7886178861788617	0.7886178861788617	0.7886178861788617	0.7886178861788617	0.7886178861788617	0.7967479674796748	0.7967479674796748	0.7967479674796748	0.7967479674796748	0.7967479674796748	0.7967479674796748	0.7967479674796748	0.7967479674796748	0.7967479674796748	0.7804878048780488	0.7967479674796748	0.7642276422764228	0.8048780487804879	0.7967479674796748	0.8455284552845529	0.8455284552845529	0.8536585365853658	0.8536585365853658	0.7317073170731707	0.7723577235772358	0.7723577235772358	0.848	0.7723577235772358	0.7723577235772358	0.7514450867052023	0.9105691056910569	0.7398373983739838	0.8780487804878049
U.S. and Canadian Labor-Energy Input Survey 2005	0.8652482269503546	0.8526315789473684	0.8468468468468469	0.875	0.831858407079646	0.8541666666666666	0.9166666666666666	0.8983050847457628	0.8958333333333334	0.8983050847457628	0.7666666666666667	0.8333333333333334	0.8235294117647058	0.8125	0.8470588235294118	0.8181818181818182	0.8505747126436781	0.8061224489795918	0.8604651162790697	0.8305084745762712	0.8289473684210527	0.796875	0.8333333333333334	0.8172043010752689	0.7755102040816326	0.6	0.10416666666666667	0.8602941176470589	0.8273381294964028	0.8407079646017699	0.8958333333333334	0.7708333333333334	0.8442622950819673	0.8131868131868132	0.782051282051282	0.8163265306122449	0.8409090909090909	0.8461538461538461	0.8072289156626506	0.875	0.875	0.8579234972677595	0.9230769230769231	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8	0.8541666666666666	0.8169014084507042	0.8468468468468469	0.8285714285714286	0.8333333333333334	0.8333333333333334	0.8125	0.8125	0.8589743589743589	0.8958333333333334	0.8958333333333334	0.848	0.8958333333333334	0.8958333333333334	0.8554913294797688	0.875	0.8	0.8333333333333334
U.S. and Canadian Portland Cement Industry: Plant Information Summary	0.8014184397163121	0.8105263157894737	0.8378378378378378	0.7971014492753623	0.7964601769911505	0.782608695652174	0.7971014492753623	0.7971014492753623	0.8985507246376812	0.7971014492753623	0.8222222222222222	0.7803030303030303	0.8235294117647058	0.8115942028985508	0.7647058823529411	0.8115942028985508	0.7931034482758621	0.7551020408163265	0.8023255813953488	0.7536231884057971	0.8026315789473685	0.782608695652174	0.8115942028985508	0.7741935483870968	0.7244897959183674	0.014285714285714285	0.5797101449275363	0.8014705882352942	0.7410071942446043	0.7964601769911505	0.8840579710144928	0.782608695652174	0.7786885245901639	0.7692307692307693	0.8205128205128205	0.7857142857142857	0.803030303030303	0.7692307692307693	0.7831325301204819	0.8840579710144928	0.8840579710144928	0.8032786885245902	0.8115942028985508	0.7681159420289855	0.7681159420289855	0.7681159420289855	0.7681159420289855	0.782608695652174	0.782608695652174	0.782608695652174	0.782608695652174	0.782608695652174	0.782608695652174	0.782608695652174	0.782608695652174	0.782608695652174	0.7684210526315789	0.8125	0.8873239436619719	0.8378378378378378	0.8	0.8260869565217391	0.8260869565217391	0.7681159420289855	0.7681159420289855	0.8076923076923077	0.7971014492753623	0.7971014492753623	0.792	0.7971014492753623	0.7971014492753623	0.7572254335260116	0.8695652173913043	0.7101449275362319	0.855072463768116
Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. TechnolEnviron. Sci.	0.8723404255319149	0.751937984496124	0.813953488372093	0.8604651162790697	0.7984496124031008	0.8604651162790697	0.7829457364341085	0.7906976744186046	0.9302325581395349	0.7906976744186046	0.7906976744186046	0.8106060606060606	0.7209302325581395	0.875968992248062	0.6434108527131783	0.7674418604651163	0.7701149425287356	0.7751937984496124	0.7616279069767442	0.7441860465116279	0.7441860465116279	0.7829457364341085	0.8604651162790697	0.7441860465116279	0.6589147286821705	0.7829457364341085	0.8604651162790697	0.8602941176470589	0.8345323741007195	0.8217054263565892	0.9069767441860465	0.8372093023255814	0.05426356589147287	0.7364341085271318	0.7674418604651163	0.7829457364341085	0.7727272727272727	0.8538461538461538	0.6589147286821705	0.9069767441860465	0.9069767441860465	0.7814207650273224	0.7984496124031008	0.7674418604651163	0.7674418604651163	0.7674418604651163	0.7674418604651163	0.751937984496124	0.751937984496124	0.751937984496124	0.751937984496124	0.751937984496124	0.751937984496124	0.751937984496124	0.751937984496124	0.751937984496124	0.7674418604651163	0.751937984496124	0.8062015503875969	0.813953488372093	0.7286821705426356	0.8294573643410853	0.8294573643410853	0.8372093023255814	0.8372093023255814	0.7596899224806202	0.7906976744186046	0.7906976744186046	0.8217054263565892	0.7906976744186046	0.7906976744186046	0.7861271676300579	0.9069767441860465	0.7674418604651163	0.8604651162790697
The Cost of Environmental Regulation in a Concentrated Industry	0.8085106382978723	0.8	0.8288288288288288	0.8253968253968254	0.8053097345132744	0.8095238095238095	0.746031746031746	0.8095238095238095	0.873015873015873	0.8095238095238095	0.8333333333333334	0.8106060606060606	0.7411764705882353	0.8095238095238095	0.7294117647058823	0.8253968253968254	0.8218390804597702	0.7244897959183674	0.7906976744186046	0.7619047619047619	0.8289473684210527	0.796875	0.7619047619047619	0.7741935483870968	0.7755102040816326	0.8	0.7936507936507936	0.8014705882352942	0.7841726618705036	0.8230088495575221	0.8412698412698413	0.746031746031746	0.7786885245901639	0.7912087912087912	0.19230769230769232	0.7346938775510204	0.7348484848484849	0.7846153846153846	0.6987951807228916	0.8253968253968254	0.8253968253968254	0.7704918032786885	0.7777777777777778	0.7301587301587301	0.7301587301587301	0.7301587301587301	0.7301587301587301	0.8095238095238095	0.8095238095238095	0.8095238095238095	0.8095238095238095	0.8095238095238095	0.8095238095238095	0.8095238095238095	0.8095238095238095	0.8095238095238095	0.7578947368421053	0.8020833333333334	0.7887323943661971	0.8288288288288288	0.8285714285714286	0.6507936507936508	0.6507936507936508	0.6666666666666666	0.6666666666666666	0.7564102564102564	0.5873015873015873	0.5873015873015873	0.792	0.5873015873015873	0.5873015873015873	0.8092485549132948	0.873015873015873	0.8095238095238095	0.7936507936507936
Invited Commentary: Particulate Matter-Mortality Exposure-Response Relations and Thresholds	0.8439716312056738	0.8105263157894737	0.8198198198198198	0.8461538461538461	0.8230088495575221	0.8351648351648352	0.7912087912087912	0.7802197802197802	0.9120879120879121	0.7802197802197802	0.8681318681318682	0.6590909090909091	0.8131868131868132	0.8461538461538461	0.7032967032967034	0.7802197802197802	0.8045977011494253	0.8163265306122449	0.7383720930232558	0.6923076923076923	0.7802197802197802	0.7912087912087912	0.8021978021978022	0.021505376344086023	0.7346938775510204	0.7692307692307693	0.8131868131868132	0.8088235294117647	0.7769784172661871	0.8141592920353983	0.9010989010989011	0.7802197802197802	0.7622950819672131	0.8461538461538461	0.8351648351648352	0.8163265306122449	0.7954545454545454	0.7769230769230769	0.7802197802197802	0.9010989010989011	0.9010989010989011	0.7704918032786885	0.8021978021978022	0.7802197802197802	0.7802197802197802	0.7802197802197802	0.7802197802197802	0.7582417582417582	0.7582417582417582	0.7582417582417582	0.7582417582417582	0.7582417582417582	0.7582417582417582	0.7582417582417582	0.7582417582417582	0.7582417582417582	0.8842105263157894	0.8125	0.7692307692307693	0.8198198198198198	0.8241758241758241	0.7692307692307693	0.7692307692307693	0.7692307692307693	0.7692307692307693	0.6923076923076923	0.7252747252747253	0.7252747252747253	0.768	0.7252747252747253	0.7252747252747253	0.7803468208092486	0.8681318681318682	0.7692307692307693	0.8351648351648352
Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution	0.8581560283687943	0.84375	0.7927927927927928	0.8645833333333334	0.8141592920353983	0.8541666666666666	0.7916666666666666	0.7916666666666666	0.9375	0.7916666666666666	0.8645833333333334	0.7575757575757576	0.8229166666666666	0.8333333333333334	0.8020833333333334	0.7604166666666666	0.7931034482758621	0.8061224489795918	0.7616279069767442	0.7604166666666666	0.78125	0.7395833333333334	0.8229166666666666	0.7291666666666666	0.02040816326530612	0.7291666666666666	0.7708333333333334	0.8088235294117647	0.7841726618705036	0.8141592920353983	0.8958333333333334	0.8020833333333334	0.6639344262295082	0.8125	0.7916666666666666	0.826530612244898	0.7954545454545454	0.7384615384615385	0.6770833333333334	0.9166666666666666	0.9166666666666666	0.7814207650273224	0.78125	0.7604166666666666	0.7604166666666666	0.7604166666666666	0.7604166666666666	0.7708333333333334	0.7708333333333334	0.7708333333333334	0.7708333333333334	0.7708333333333334	0.7708333333333334	0.7708333333333334	0.7708333333333334	0.7708333333333334	0.90625	0.84375	0.7708333333333334	0.7927927927927928	0.78125	0.8125	0.8125	0.8229166666666666	0.8229166666666666	0.8020833333333334	0.78125	0.78125	0.792	0.78125	0.78125	0.7687861271676301	0.8958333333333334	0.7395833333333334	0.8541666666666666
Using Meta-Smoothing to Estimate Dose-Response Trends Across Multiple Studies, with Application to Air Pollution and Daily Death	0.8794326241134752	0.78125	0.8125	0.8828125	0.78125	0.8671875	0.8359375	0.796875	0.9296875	0.796875	0.8203125	0.7272727272727273	0.7890625	0.8671875	0.7578125	0.828125	0.7183908045977011	0.7734375	0.7674418604651163	0.7265625	0.7109375	0.78125	0.859375	0.78125	0.734375	0.765625	0.8515625	0.8823529411764706	0.8633093525179856	0.7734375	0.90625	0.84375	0.828125	0.7734375	0.78125	0.765625	0.8106060606060606	0.015384615384615385	0.796875	0.921875	0.921875	0.7704918032786885	0.7890625	0.8046875	0.8046875	0.8046875	0.8046875	0.828125	0.828125	0.828125	0.828125	0.828125	0.828125	0.828125	0.828125	0.828125	0.7890625	0.78125	0.765625	0.8125	0.78125	0.84375	0.84375	0.84375	0.84375	0.75	0.8203125	0.8203125	0.8203125	0.8203125	0.8203125	0.7687861271676301	0.921875	0.8046875	0.8671875
Reduction in Fine Particulate Air Pollution and Mortality	0.851063829787234	0.7789473684210526	0.8108108108108109	0.8245614035087719	0.7610619469026548	0.8070175438596491	0.7894736842105263	0.8305084745762712	0.9122807017543859	0.8305084745762712	0.8222222222222222	0.803030303030303	0.7764705882352941	0.7894736842105263	0.788235294117647	0.8596491228070176	0.8218390804597702	0.7653061224489796	0.6976744186046512	0.03389830508474576	0.6842105263157895	0.8125	0.7894736842105263	0.6774193548387096	0.7244897959183674	0.7428571428571429	0.8070175438596491	0.8161764705882353	0.7697841726618705	0.7522123893805309	0.8596491228070176	0.7894736842105263	0.7377049180327869	0.7692307692307693	0.717948717948718	0.7448979591836735	0.7575757575757576	0.7230769230769231	0.7590361445783133	0.8947368421052632	0.8947368421052632	0.8087431693989071	0.7894736842105263	0.7543859649122807	0.7543859649122807	0.7543859649122807	0.7543859649122807	0.7719298245614035	0.7719298245614035	0.7719298245614035	0.7719298245614035	0.7719298245614035	0.7719298245614035	0.7719298245614035	0.7719298245614035	0.7719298245614035	0.7894736842105263	0.78125	0.7605633802816901	0.8108108108108109	0.7714285714285715	0.7719298245614035	0.7719298245614035	0.7719298245614035	0.7719298245614035	0.717948717948718	0.7719298245614035	0.7719298245614035	0.776	0.7719298245614035	0.7719298245614035	0.8208092485549133	0.8771929824561403	0.85	0.7894736842105263
A Micro-Econometric Model of Capital Utilization and Retirement: The Case of the U.S. Cement Industry	0.851063829787234	0.8217821782178217	0.8288288288288288	0.8910891089108911	0.831858407079646	0.8712871287128713	0.7326732673267327	0.7920792079207921	0.9108910891089109	0.7920792079207921	0.8712871287128713	0.7651515151515151	0.15841584158415842	0.8514851485148515	0.8316831683168316	0.7227722772277227	0.7528735632183908	0.7524752475247525	0.7441860465116279	0.801980198019802	0.8118811881188119	0.7128712871287128	0.8613861386138614	0.8118811881188119	0.8316831683168316	0.7722772277227723	0.8118811881188119	0.8161764705882353	0.7841726618705036	0.831858407079646	0.8811881188118812	0.8118811881188119	0.7049180327868853	0.8118811881188119	0.7623762376237624	0.8217821782178217	0.7575757575757576	0.8153846153846154	0.7623762376237624	0.8811881188118812	0.8811881188118812	0.7650273224043715	0.7920792079207921	0.801980198019802	0.801980198019802	0.801980198019802	0.801980198019802	0.8118811881188119	0.8118811881188119	0.8118811881188119	0.8118811881188119	0.8118811881188119	0.8118811881188119	0.8118811881188119	0.8118811881188119	0.8118811881188119	0.8415841584158416	0.8217821782178217	0.801980198019802	0.8288288288288288	0.7722772277227723	0.8118811881188119	0.8118811881188119	0.8217821782178217	0.8217821782178217	0.7722772277227723	0.7623762376237624	0.7623762376237624	0.744	0.7623762376237624	0.7623762376237624	0.8034682080924855	0.900990099009901	0.7623762376237624	0.7920792079207921
