	Comments submitted to OSHA docket S029 Exhibit 3-14 by	Institute of Electrical and Electronics Engineers. IEEE Standard for Fall Protection for Utility Work. IEEE Standard 1307-2004. http://standards.ieee.org/reading/ieee/std/numerical.html, accessed	Occupational Safety and Health Administration. 29 CFR Part	Occupational Safety and Health Administration. Fixed Ladders Used on Outdoor Advertising Structures/Billboards in the Outdoor Advertising Industry.	Occupational Safety and Health Administration. Preliminary Regulatory Impact and Regulatory Flexibility Analysis of Draft Subparts D and I of 29 CFR Part	0.030% Machine Shops; Turned Product; and Screw, Nut,	Electric Lighting Equipment Manufacturing	Household Appliance Manufacturing $279,213 163 $1,712,962 3.71% $63,608 $2,015 $12.36 0.001% 0.019% Professional and Commercial Equipment and Supplies Merchant Wholesalers	Accessories,	0.024% Lawn and Garden Equipment and Supplies Stores	0.039% Sporting Goods, Hobby, and Musical Instrument Stores	0.050% Electronic Shopping and Mail-Order Houses $12,662,263 13,335 $949,551 3.96% *	0.095% Deep Sea, Coastal, and Great Lakes Water Transportation $1,019,668 645 $1,580,880 4.17% *	Rural Bus Transportation	Employee Bus Transportation	0.102% Other Transit and Ground Passenger Transportation	Support Activities for Air Transportation	Motion Picture and Video Industries	Television Broadcasting	Other Subscription Programming	0.263% Data Processing, Hosting, and Related Services	Monetary Authorities - Central Bank	0.005% Securities and Commodity Contracts Intermediation and Brokerage	0.000% Agencies, Brokerages, and Other Insurance Related Activities	Pools and Funds	Offices of Real Estate Agents and Brokers	Activities Related to Real Estate	Automotive Equipment Rental and Leasing	0.040% Commercial and Industrial Machinery and Equipment Rental and Leasing	Legal Services $73,138,890 164,606 $444,327 8.52% ** $37,841 $657,652 $4.00 0.001% 0.011% Accounting, Tax Preparation, Bookkeeping, and Payroll Services	Specialized Design Services $12,493,910 29,234 $427,376 6.23% ** $26,635 $138,628 $4.74 0.001% 0.018% Computer Systems Design and Related Services	Scientific Research and Development	Home Health Care Services	Health Care Services	General Medical and Surgical Hospitals	Psychiatric and Substance Abuse Hospitals $103,678 48 $2,159,950 5.08% ** $109,669 $210 $4.37 0.000% 0.004% Specialty (except Psychiatric and Substance Abuse) Hospitals $140,371 130 $1,079,779 5.08% **	0.013% Residential Mental Retardation, Mental Health and Substance Abuse Facilities $1,155,914 4,046 $285,693 5.08% **	Facilities for the Elderly	Care Facilities	Individual and Family Services $8,057,734 27,310 $295,047 5.08% ** $14,981 $86,180 $3.16 0.001% 0.021% Community Food and Housing, and Emergency and Other Relief Services $3,126,011 6,774 $461,472 5.08% **	Vocational Rehabilitation Services	Care Services	0.006% Promoters of Performing Arts, Sports, and Similar Events $2,931,291	Boarding Houses	0.091% Electronic and Precision Equipment Repair and	Death Care Services	Grantmaking and Giving Services	receipts and payroll data from US Census Bureau, Statistics of U.S. Businesses,	(1) Discussions with Outdoor Amusement Business Association (OABA) staff indicate that very few office and multi-family residential buildings use fixed ladders greater than 20 feet in height. A-5 Based on this data, ERG estimated that all 28,906 estimated fixed ladders on lift towers are infrequently climbed. A.4 Communications Towers (Radio, Television, Cellular, and Microwave) Virtually all communication towers have fixed ladders. The Federal Communications Commission (FCC) Antenna Structure Registration Database lists 93,000 registered Albee.	Economic Census: Manufacturing. As downloaded from http://factfinder.census.gov/servlet/IQRTable?_bm=y&-ds_name=EC0200A1&-NAICS2002=31-33&-_lang=en on	As downloaded from ftp://ftp.eia.doe.gov/pub/consumption/residential/2001hc_tables/housingunit_household.pdf on August 24,	United States Environmental Protection Agency.	As downloaded from http://www.epa.gov/safewater/cwssvr.html on August 23,	Telephone conversation between Joe Shefchik and Ayesha Berlind,	Telephone conversation between Wendell, Kido, Chief, Policy and Planning Division, Sacramento County Regional Sanitation District and Ayesha Berlind,	Telephone conversation between
Data on Fixed Ladders and Cost Analysis Update in Support of OSHA’s rulemaking on Walking and Working Surfaces. Submitted to OSHA	0.7984496124031008	0.7897435897435897	0.8062015503875969	0.782312925170068	0.7777777777777778	0.8294573643410853	0.8449612403100775	0.8128654970760234	0.937984496124031	0.7751937984496124	0.8217054263565892	0.8604651162790697	0.8062015503875969	0.8837209302325582	0.875968992248062	0.7984496124031008	0.8372093023255814	0.8294573643410853	0.8914728682170543	0.8604651162790697	0.8062015503875969	0.8527131782945736	0.7596899224806202	0.813953488372093	0.9069767441860465	0.813953488372093	0.8449612403100775	0.8217054263565892	0.7751937984496124	0.8421052631578947	0.863013698630137	0.8527131782945736	0.8682170542635659	0.8914728682170543	0.8294573643410853	0.835820895522388	0.8527131782945736	0.8914728682170543	0.9147286821705426	0.8048780487804879	0.8372093023255814	0.9147286821705426	0.813953488372093	0.9069767441860465	0.8217054263565892	0.8837209302325582	0.813953488372093	0.751937984496124	0.8457350272232305	0.8933333333333333	0.875968992248062	0.8062015503875969	0.8294573643410853	0.7829457364341085	0.8120805369127517	0.8682170542635659
Guidance for Implementation of the AASHTO Strategic Highway Safety Plan. Volume 8: A guide for Reducing Collisions Involving Utility Poles	0.8188405797101449	0.8	0.7753623188405797	0.8163265306122449	0.8235294117647058	0.8478260869565217	0.8405797101449275	0.8070175438596491	0.9420289855072463	0.8260869565217391	0.8188405797101449	0.8405797101449275	0.8405797101449275	0.8985507246376812	0.8768115942028986	0.8188405797101449	0.8260869565217391	0.8115942028985508	0.8913043478260869	0.8840579710144928	0.8405797101449275	0.8695652173913043	0.8188405797101449	0.7971014492753623	0.927536231884058	0.8333333333333334	0.8478260869565217	0.855072463768116	0.782608695652174	0.8618421052631579	0.8835616438356164	0.855072463768116	0.8695652173913043	0.8913043478260869	0.8188405797101449	0.8407960199004975	0.8115942028985508	0.8695652173913043	0.9057971014492754	0.8341463414634146	0.8478260869565217	0.9202898550724637	0.8188405797101449	0.9130434782608695	0.8115942028985508	0.8913043478260869	0.8405797101449275	0.7971014492753623	0.8421052631578947	0.9	0.8623188405797102	0.8188405797101449	0.8333333333333334	0.8043478260869565	0.8120805369127517	0.8768115942028986
IEEE Standard for Fall Protection for Utility Work	0.8518518518518519	0.7435897435897436	0.7931034482758621	0.7959183673469388	0.8169934640522876	0.8113207547169812	0.86	0.847953216374269	0.92	0.7692307692307693	0.8135593220338984	0.8452380952380952	0.7916666666666666	0.8	0.8	0.8214285714285714	0.8	0.82	0.86	0.8	0.8490566037735849	0.78	0.7571428571428571	0.8208955223880597	0.88	0.82	0.82	0.86	0.8133333333333334	0.881578947368421	0.8835616438356164	0.86	0.82	0.84	0.8	0.8955223880597015	0.8220338983050848	0.78	0.8	0.8926829268292683	0.76	0.88	0.8108108108108109	0.88	0.8269230769230769	0.84	0.82	0.7468354430379747	0.9328493647912885	0.86	0.8442622950819673	0.72	0.821917808219178	0.8412698412698413	0.825503355704698	0.8
IEEE Standard for Fall Protection for Utility Work	0.8518518518518519	0.7435897435897436	0.7931034482758621	0.7959183673469388	0.8169934640522876	0.8113207547169812	0.86	0.847953216374269	0.92	0.7692307692307693	0.8135593220338984	0.8452380952380952	0.7916666666666666	0.8	0.8	0.8214285714285714	0.8	0.82	0.86	0.8	0.8490566037735849	0.78	0.7571428571428571	0.8208955223880597	0.88	0.82	0.82	0.86	0.8133333333333334	0.881578947368421	0.8835616438356164	0.86	0.82	0.84	0.8	0.8955223880597015	0.8220338983050848	0.78	0.8	0.8926829268292683	0.76	0.88	0.8108108108108109	0.88	0.8269230769230769	0.84	0.82	0.7468354430379747	0.9328493647912885	0.86	0.8442622950819673	0.72	0.821917808219178	0.8412698412698413	0.825503355704698	0.8
Poison Poles – A Report About Their Toxic Trail and Safer Alternatives. Estimate of Pole Miles and Distribution Poles by State	0.8174603174603174	0.7948717948717948	0.7777777777777778	0.7755102040816326	0.7843137254901961	0.8333333333333334	0.8253968253968254	0.7953216374269005	0.9206349206349206	0.7936507936507936	0.7936507936507936	0.8253968253968254	0.7857142857142857	0.873015873015873	0.8650793650793651	0.7936507936507936	0.8015873015873016	0.8015873015873016	0.8809523809523809	0.873015873015873	0.8253968253968254	0.8015873015873016	0.7777777777777778	0.7619047619047619	0.8968253968253969	0.7936507936507936	0.8174603174603174	0.8253968253968254	0.7857142857142857	0.8552631578947368	0.8561643835616438	0.8412698412698413	0.873015873015873	0.8968253968253969	0.8015873015873016	0.8258706467661692	0.8492063492063492	0.8650793650793651	0.9047619047619048	0.8341463414634146	0.8412698412698413	0.9206349206349206	0.7857142857142857	0.9285714285714286	0.7857142857142857	0.8968253968253969	0.8650793650793651	0.7936507936507936	0.8421052631578947	0.8533333333333334	0.873015873015873	0.7936507936507936	0.8015873015873016	0.8015873015873016	0.7449664429530202	0.8412698412698413
Standard Specification for Precast Reinforced Concrete Manhole Sections	0.8309859154929577	0.8102564102564103	0.8169014084507042	0.7551020408163265	0.7777777777777778	0.7887323943661971	0.7605633802816901	0.8245614035087719	0.9014084507042254	0.8028169014084507	0.7887323943661971	0.8690476190476191	0.8229166666666666	0.7887323943661971	0.8028169014084507	0.7887323943661971	0.6901408450704225	0.7746478873239436	0.8028169014084507	0.7605633802816901	0.7605633802816901	0.7605633802816901	0.8169014084507042	0.8028169014084507	0.8732394366197183	0.7605633802816901	0.7464788732394366	0.7746478873239436	0.8	0.8421052631578947	0.821917808219178	0.7464788732394366	0.8028169014084507	0.8309859154929577	0.7746478873239436	0.8656716417910447	0.8389830508474576	0.7605633802816901	0.8591549295774648	0.8585365853658536	0.7464788732394366	0.8591549295774648	0.8783783783783784	0.8732394366197183	0.7464788732394366	0.8309859154929577	0.7746478873239436	0.8481012658227848	0.896551724137931	0.84	0.7950819672131147	0.7746478873239436	0.8904109589041096	0.7887323943661971	0.7919463087248322	0.7887323943661971
Standard Specification for Steel Transmission Tower Bolts, Zinc-Coated and Bare	0.8354430379746836	0.8205128205128205	0.7721518987341772	0.7755102040816326	0.7647058823529411	0.810126582278481	0.8227848101265823	0.8304093567251462	0.8860759493670886	0.8354430379746836	0.7974683544303798	0.8690476190476191	0.8020833333333334	0.810126582278481	0.810126582278481	0.810126582278481	0.6962025316455697	0.810126582278481	0.8354430379746836	0.7974683544303798	0.7721518987341772	0.7848101265822784	0.759493670886076	0.7721518987341772	0.8860759493670886	0.759493670886076	0.7974683544303798	0.8227848101265823	0.810126582278481	0.8421052631578947	0.8287671232876712	0.810126582278481	0.8481012658227848	0.8607594936708861	0.7848101265822784	0.8507462686567164	0.8050847457627118	0.7848101265822784	0.8734177215189873	0.8731707317073171	0.7721518987341772	0.8734177215189873	0.8860759493670886	0.8860759493670886	0.7215189873417721	0.8481012658227848	0.810126582278481	0.8860759493670886	0.8929219600725953	0.84	0.8114754098360656	0.7848101265822784	0.8734177215189873	0.810126582278481	0.7718120805369127	0.810126582278481
UDI directory of Electric Power Producers and Distributors. 115th Edition of the Electrical World Directory	0.822429906542056	0.7692307692307693	0.7850467289719626	0.7687074829931972	0.7843137254901961	0.8317757009345794	0.8130841121495327	0.8245614035087719	0.9158878504672897	0.8411214953271028	0.794392523364486	0.8037383177570093	0.8598130841121495	0.8598130841121495	0.8504672897196262	0.794392523364486	0.8130841121495327	0.8037383177570093	0.8691588785046729	0.8504672897196262	0.7850467289719626	0.8130841121495327	0.7850467289719626	0.794392523364486	0.8878504672897196	0.8037383177570093	0.8317757009345794	0.8130841121495327	0.7663551401869159	0.8421052631578947	0.863013698630137	0.794392523364486	0.8691588785046729	0.8878504672897196	0.794392523364486	0.8557213930348259	0.8305084745762712	0.822429906542056	0.9158878504672897	0.8439024390243902	0.822429906542056	0.9252336448598131	0.7850467289719626	0.9158878504672897	0.7663551401869159	0.8878504672897196	0.8504672897196262	0.8037383177570093	0.8711433756805808	0.8466666666666667	0.8442622950819673	0.794392523364486	0.8411214953271028	0.7757009345794392	0.7718120805369127	0.822429906542056
Ups & Downs: Checking for Elevator Safety	0.8333333333333334	0.8769230769230769	0.8275862068965517	0.8503401360544217	0.8496732026143791	0.8113207547169812	0.9024390243902439	0.8771929824561403	0.8780487804878049	0.7884615384615384	0.8135593220338984	0.8452380952380952	0.8541666666666666	0.8048780487804879	0.8292682926829268	0.8035714285714286	0.8292682926829268	0.8536585365853658	0.8780487804878049	0.8292682926829268	0.7358490566037735	0.8536585365853658	0.7857142857142857	0.7910447761194029	0.8780487804878049	0.926829268292683	0.7560975609756098	0.8536585365853658	0.8133333333333334	0.8881578947368421	0.8972602739726028	0.8292682926829268	0.8048780487804879	0.8536585365853658	0.9024390243902439	0.9154228855721394	0.8728813559322034	0.7804878048780488	0.8536585365853658	0.9073170731707317	0.8048780487804879	0.8780487804878049	0.8108108108108109	0.8292682926829268	0.8269230769230769	0.8292682926829268	0.8048780487804879	0.810126582278481	0.9455535390199638	0.8733333333333333	0.8770491803278688	0.8043478260869565	0.8356164383561644	0.8095238095238095	0.8322147651006712	0.7804878048780488
Window Cleaning Safety	0.8518518518518519	0.9128205128205128	0.8448275862068966	0.8843537414965986	0.9019607843137255	0.8113207547169812	0.8048780487804879	0.9181286549707602	0.9090909090909091	0.8076923076923077	0.8305084745762712	0.8809523809523809	0.90625	0.875	0.8148148148148148	0.8214285714285714	0.8536585365853658	0.7714285714285715	0.9565217391304348	0.9	0.8301886792452831	0.8285714285714286	0.8285714285714286	0.8507462686567164	0.8181818181818182	0.7804878048780488	0.8181818181818182	0.8205128205128205	0.84	0.9210526315789473	0.9315068493150684	0.7714285714285715	0.88	0.8636363636363636	0.7894736842105263	0.9253731343283582	0.8813559322033898	0.8461538461538461	0.8181818181818182	0.9317073170731708	0.7941176470588235	0.8181818181818182	0.8513513513513513	0.7727272727272727	0.8269230769230769	0.8636363636363636	0.7419354838709677	0.8481012658227848	0.9655172413793104	0.9066666666666666	0.9016393442622951	0.782608695652174	0.863013698630137	0.8412698412698413	0.8791946308724832	0.7666666666666667
Comments submitted to OSHA docket S 029, Ex. 3-13 by Marc Lebel, Pro-Bel Enterprises Limited.	0.5161290322580645	0.8153846153846154	0.8494623655913979	0.7891156462585034	0.8300653594771242	0.8172043010752689	0.8602150537634409	0.8070175438596491	0.9032258064516129	0.8172043010752689	0.8172043010752689	0.9139784946236559	0.90625	0.9032258064516129	0.8817204301075269	0.8279569892473119	0.8494623655913979	0.8064516129032258	0.9032258064516129	0.8602150537634409	0.7849462365591398	0.8494623655913979	0.8172043010752689	0.7956989247311828	0.9247311827956989	0.8279569892473119	0.8172043010752689	0.8494623655913979	0.8387096774193549	0.8289473684210527	0.815068493150685	0.8279569892473119	0.8279569892473119	0.8709677419354839	0.8387096774193549	0.8258706467661692	0.8389830508474576	0.8709677419354839	0.8924731182795699	0.8341463414634146	0.8387096774193549	0.8924731182795699	0.8172043010752689	0.9139784946236559	0.8494623655913979	0.8709677419354839	0.8602150537634409	0.8279569892473119	0.8856624319419237	0.8666666666666667	0.8524590163934426	0.7741935483870968	0.8602150537634409	0.8387096774193549	0.8053691275167785	0.8709677419354839
Comments submitted to OSHA docket S029 Exhibit 3-126 by Andy Kreidenweis, Braco Window Cleaning Service Inc.	0.5092592592592593	0.8051282051282052	0.7962962962962963	0.7891156462585034	0.803921568627451	0.8148148148148148	0.8333333333333334	0.8128654970760234	0.9166666666666666	0.8240740740740741	0.8055555555555556	0.8703703703703703	0.8981481481481481	0.9074074074074074	0.8796296296296297	0.8055555555555556	0.8148148148148148	0.8055555555555556	0.8796296296296297	0.8611111111111112	0.7685185185185185	0.8240740740740741	0.7870370370370371	0.8240740740740741	0.9166666666666666	0.8055555555555556	0.8518518518518519	0.7962962962962963	0.7777777777777778	0.8223684210526315	0.8287671232876712	0.8333333333333334	0.8333333333333334	0.8703703703703703	0.8611111111111112	0.845771144278607	0.864406779661017	0.8796296296296297	0.8981481481481481	0.8146341463414634	0.7962962962962963	0.8981481481481481	0.8148148148148148	0.9259259259259259	0.8055555555555556	0.8703703703703703	0.7962962962962963	0.8055555555555556	0.8711433756805808	0.86	0.8934426229508197	0.7870370370370371	0.8333333333333334	0.7870370370370371	0.7919463087248322	0.8518518518518519
Comments submitted to OSHA docket S029 Exhibit 3-14 by Linda Amodeo, Vice President, City Wide Building Services, Inc	0.5384615384615384	0.8	0.8376068376068376	0.7891156462585034	0.8235294117647058	0.8205128205128205	0.8376068376068376	0.7953216374269005	0.9145299145299145	0.811965811965812	0.811965811965812	0.8547008547008547	0.8717948717948718	0.9145299145299145	0.8974358974358975	0.8290598290598291	0.8290598290598291	0.811965811965812	0.8888888888888888	0.8717948717948718	0.7777777777777778	0.8376068376068376	0.7863247863247863	0.811965811965812	0.9145299145299145	0.811965811965812	0.8376068376068376	0.8290598290598291	0.7948717948717948	0.8157894736842105	0.8287671232876712	0.8547008547008547	0.8290598290598291	0.8632478632478633	0.8547008547008547	0.8308457711442786	0.8813559322033898	0.8632478632478633	0.905982905982906	0.8097560975609757	0.8034188034188035	0.8888888888888888	0.8205128205128205	0.9145299145299145	0.8034188034188035	0.8632478632478633	0.8034188034188035	0.7777777777777778	0.8656987295825771	0.86	0.8770491803278688	0.7948717948717948	0.8290598290598291	0.8034188034188035	0.7785234899328859	0.8632478632478633
Telephone conversation between Bob Johnson, President, Outdoor Amusement Business Association and Ayesha Berlind, ERG	0.8290598290598291	0.7897435897435897	0.7777777777777778	0.7482993197278912	0.7712418300653595	0.8034188034188035	0.811965811965812	0.7953216374269005	0.9145299145299145	0.8034188034188035	0.7948717948717948	0.8290598290598291	0.8461538461538461	0.8632478632478633	0.8461538461538461	0.8034188034188035	0.811965811965812	0.8034188034188035	0.8461538461538461	0.8632478632478633	0.7948717948717948	0.8290598290598291	0.7350427350427351	0.7863247863247863	0.905982905982906	0.8034188034188035	0.8376068376068376	0.8034188034188035	0.7435897435897436	0.8289473684210527	0.8493150684931506	0.8461538461538461	0.8717948717948718	0.8974358974358975	0.8290598290598291	0.8308457711442786	0.847457627118644	0.8632478632478633	0.9145299145299145	0.8390243902439024	0.8290598290598291	0.9230769230769231	0.7692307692307693	0.905982905982906	0.7692307692307693	0.8974358974358975	0.8632478632478633	0.7606837606837606	0.8584392014519057	0.8533333333333334	0.8360655737704918	0.8034188034188035	0.8205128205128205	0.5042735042735043	0.5302013422818792	0.7435897435897436
Telephone conversation between Michael Berry, President, National Ski Areas Association, and Ayesha Berlind, ERG	0.8303571428571429	0.7948717948717948	0.7589285714285714	0.7891156462585034	0.7908496732026143	0.8035714285714286	0.8125	0.7953216374269005	0.9107142857142857	0.7857142857142857	0.8125	0.8571428571428571	0.8482142857142857	0.8571428571428571	0.8482142857142857	0.7946428571428571	0.8035714285714286	0.7946428571428571	0.8303571428571429	0.8482142857142857	0.7857142857142857	0.8303571428571429	0.75	0.8035714285714286	0.9017857142857143	0.7857142857142857	0.8125	0.8035714285714286	0.7589285714285714	0.8223684210526315	0.8493150684931506	0.8125	0.8571428571428571	0.8839285714285714	0.7946428571428571	0.8258706467661692	0.8559322033898306	0.8571428571428571	0.8928571428571429	0.8390243902439024	0.7857142857142857	0.9196428571428571	0.7767857142857143	0.9107142857142857	0.7767857142857143	0.8839285714285714	0.8392857142857143	0.7678571428571429	0.8620689655172413	0.8733333333333333	0.8524590163934426	0.7857142857142857	0.8125	0.49107142857142855	0.5369127516778524	0.7321428571428571
Telephone conversation between Myron Liable, President, Outdoor Advertising Association of America and Ayesha Berlind, ERG	0.8360655737704918	0.8	0.7622950819672131	0.6802721088435374	0.7712418300653595	0.8278688524590164	0.819672131147541	0.8011695906432749	0.9180327868852459	0.819672131147541	0.8114754098360656	0.8360655737704918	0.7786885245901639	0.8770491803278688	0.860655737704918	0.8032786885245902	0.8114754098360656	0.819672131147541	0.8442622950819673	0.860655737704918	0.7786885245901639	0.8278688524590164	0.7704918032786885	0.7786885245901639	0.9098360655737705	0.8032786885245902	0.8360655737704918	0.8114754098360656	0.7540983606557377	0.7960526315789473	0.8424657534246576	0.8360655737704918	0.860655737704918	0.8852459016393442	0.8278688524590164	0.835820895522388	0.8524590163934426	0.860655737704918	0.9180327868852459	0.824390243902439	0.8032786885245902	0.9098360655737705	0.7704918032786885	0.9098360655737705	0.7868852459016393	0.8852459016393442	0.8360655737704918	0.7540983606557377	0.8511796733212341	0.8533333333333334	0.8852459016393442	0.8032786885245902	0.819672131147541	0.5327868852459017	0.5234899328859061	0.7540983606557377
Telephone conversation between Sid Roslund, Director of Technical Services, National Ski Areas Association and Ayesha Berlind, ERG	0.8307692307692308	0.7846153846153846	0.7923076923076923	0.8163265306122449	0.7973856209150327	0.8307692307692308	0.8384615384615385	0.8011695906432749	0.9230769230769231	0.8076923076923077	0.823076923076923	0.8384615384615385	0.8153846153846154	0.8692307692307693	0.8615384615384616	0.8	0.8076923076923077	0.8153846153846154	0.8538461538461538	0.8538461538461538	0.8153846153846154	0.8461538461538461	0.7384615384615385	0.8	0.9153846153846154	0.8076923076923077	0.8384615384615385	0.8153846153846154	0.7307692307692307	0.8289473684210527	0.8561643835616438	0.8307692307692308	0.8615384615384616	0.8846153846153846	0.8076923076923077	0.8258706467661692	0.8384615384615385	0.8615384615384616	0.9	0.8439024390243902	0.8153846153846154	0.9076923076923077	0.7846153846153846	0.9230769230769231	0.7923076923076923	0.8846153846153846	0.8538461538461538	0.7615384615384615	0.8457350272232305	0.86	0.8769230769230769	0.7846153846153846	0.8153846153846154	0.5461538461538461	0.5234899328859061	0.7692307692307693
Comments submitted to OSHA Docket S-029 Exhibit 4-19 by Michael C Wright, LJB, Inc	0.3780487804878049	0.841025641025641	0.8414634146341463	0.8231292517006803	0.8169934640522876	0.8170731707317073	0.8414634146341463	0.847953216374269	0.9146341463414634	0.8658536585365854	0.8170731707317073	0.9404761904761905	0.8645833333333334	0.9024390243902439	0.8902439024390244	0.8536585365853658	0.8292682926829268	0.8414634146341463	0.8902439024390244	0.8536585365853658	0.8536585365853658	0.8048780487804879	0.8658536585365854	0.8658536585365854	0.9390243902439024	0.8414634146341463	0.8170731707317073	0.8170731707317073	0.8536585365853658	0.8421052631578947	0.8424657534246576	0.8536585365853658	0.8414634146341463	0.8902439024390244	0.8170731707317073	0.8606965174129353	0.8220338983050848	0.8658536585365854	0.8902439024390244	0.8634146341463415	0.8414634146341463	0.9024390243902439	0.8414634146341463	0.926829268292683	0.8414634146341463	0.8780487804878049	0.8658536585365854	0.8780487804878049	0.9074410163339383	0.8533333333333334	0.8524590163934426	0.8170731707317073	0.8780487804878049	0.8292682926829268	0.8053691275167785	0.8536585365853658
Comments submitted to OSHA Docket S-029 Exhibit 4-6 by Robert J. Zeolla, Jr., President, Sunset Window Cleaning Company	0.5798319327731093	0.8256410256410256	0.8319327731092437	0.7959183673469388	0.803921568627451	0.8403361344537815	0.8487394957983193	0.7953216374269005	0.9327731092436975	0.8487394957983193	0.8235294117647058	0.8487394957983193	0.8571428571428571	0.8907563025210085	0.8739495798319328	0.8235294117647058	0.8067226890756303	0.8403361344537815	0.8823529411764706	0.8739495798319328	0.8319327731092437	0.8403361344537815	0.7983193277310925	0.8319327731092437	0.9243697478991597	0.8235294117647058	0.8235294117647058	0.8067226890756303	0.773109243697479	0.8223684210526315	0.8424657534246576	0.8487394957983193	0.865546218487395	0.8991596638655462	0.865546218487395	0.8258706467661692	0.907563025210084	0.8739495798319328	0.9159663865546218	0.8439024390243902	0.8487394957983193	0.9243697478991597	0.8235294117647058	0.9243697478991597	0.8319327731092437	0.8991596638655462	0.8739495798319328	0.8235294117647058	0.867513611615245	0.8533333333333334	0.9098360655737705	0.7983193277310925	0.8403361344537815	0.8067226890756303	0.8053691275167785	0.865546218487395
conversation between Wendell, Kido, Chief, Policy and Planning Division, Sacramento County Regional Sanitation District and Ayesha Berlind, ERG	0.8391608391608392	0.7948717948717948	0.7972027972027972	0.8095238095238095	0.7908496732026143	0.8531468531468531	0.8391608391608392	0.8070175438596491	0.9370629370629371	0.8181818181818182	0.8041958041958042	0.8321678321678322	0.7972027972027972	0.8881118881118881	0.8881118881118881	0.8181818181818182	0.8461538461538461	0.8251748251748252	0.8741258741258742	0.8811188811188811	0.8181818181818182	0.8461538461538461	0.7692307692307693	0.7902097902097902	0.916083916083916	0.8321678321678322	0.8461538461538461	0.8181818181818182	0.7622377622377622	0.8289473684210527	0.8561643835616438	0.8531468531468531	0.8881118881118881	0.9020979020979021	0.8111888111888111	0.8159203980099502	0.8251748251748252	0.8811188811188811	0.916083916083916	0.8146341463414634	0.8321678321678322	0.9300699300699301	0.7972027972027972	0.916083916083916	0.7762237762237763	0.9020979020979021	0.8531468531468531	0.7552447552447552	0.8294010889292196	0.88	0.8601398601398601	0.7972027972027972	0.8251748251748252	0.7202797202797203	0.09395973154362416	0.8601398601398601
December 5, 1989 letter from Mr. Thomas J. Shepich to Mr. Carl Pedersen regarding Descent Control Devices. Memorandum to Regional Administrators from Patricia K. Clark, Director, Directorate of Compliance Programs, March 12	0.874439461883408	0.820627802690583	0.8340807174887892	0.7847533632286996	0.7668161434977578	0.8699551569506726	0.8789237668161435	0.8251121076233184	0.9506726457399103	0.8699551569506726	0.8475336322869955	0.8609865470852018	0.8251121076233184	0.9192825112107623	0.9103139013452914	0.8475336322869955	0.874439461883408	0.8834080717488789	0.9103139013452914	0.8968609865470852	0.852017937219731	0.8923766816143498	0.820627802690583	0.8385650224215246	0.9417040358744395	0.874439461883408	0.8834080717488789	0.8834080717488789	0.8340807174887892	0.8295964125560538	0.8475336322869955	0.8878923766816144	0.9103139013452914	0.9237668161434978	0.874439461883408	0.8609865470852018	0.8071748878923767	0.9147982062780269	0.9372197309417041	0.874439461883408	0.8878923766816144	0.9461883408071748	0.8340807174887892	0.9417040358744395	0.8565022421524664	0.9237668161434978	0.9013452914798207	0.820627802690583	0.7985480943738656	0.8565022421524664	0.7982062780269058	0.8565022421524664	0.8475336322869955	0.8340807174887892	0.7533632286995515	0.8878923766816144
Interview with Myron Liable, President, and J.R. Watson, Director Legislation and Research, Outdoor Advertising Association of America. 	0.8455882352941176	0.7794871794871795	0.7794117647058824	0.7687074829931972	0.7908496732026143	0.8455882352941176	0.8455882352941176	0.8245614035087719	0.9338235294117647	0.8088235294117647	0.8161764705882353	0.8308823529411765	0.8014705882352942	0.8676470588235294	0.8676470588235294	0.7720588235294118	0.8161764705882353	0.8235294117647058	0.875	0.8529411764705882	0.7867647058823529	0.8382352941176471	0.7720588235294118	0.7720588235294118	0.9117647058823529	0.8161764705882353	0.8235294117647058	0.8235294117647058	0.7941176470588235	0.8355263157894737	0.8561643835616438	0.8308823529411765	0.8823529411764706	0.8897058823529411	0.8235294117647058	0.8258706467661692	0.7867647058823529	0.8823529411764706	0.9117647058823529	0.8097560975609757	0.8308823529411765	0.9264705882352942	0.8014705882352942	0.9264705882352942	0.8014705882352942	0.8970588235294118	0.8529411764705882	0.7794117647058824	0.8402903811252269	0.8866666666666667	0.8455882352941176	0.7867647058823529	0.8308823529411765	0.7720588235294118	0.7785234899328859	0.8382352941176471
Personal communication between Ron Pietrzak, American Ladder Institute and Maureen Kaplan, Eastern Research Group, Inc	0.8389830508474576	0.7897435897435897	0.788135593220339	0.7687074829931972	0.7712418300653595	0.8050847457627118	0.8135593220338984	0.8011695906432749	0.923728813559322	0.788135593220339	0.7966101694915254	0.8220338983050848	0.8305084745762712	0.8728813559322034	0.8728813559322034	0.7796610169491526	0.8050847457627118	0.788135593220339	0.8728813559322034	0.8813559322033898	0.788135593220339	0.8305084745762712	0.7711864406779662	0.7542372881355932	0.8983050847457628	0.8135593220338984	0.8135593220338984	0.8135593220338984	0.7372881355932204	0.8486842105263158	0.8424657534246576	0.8135593220338984	0.864406779661017	0.8898305084745762	0.8135593220338984	0.8407960199004975	0.8559322033898306	0.864406779661017	0.9152542372881356	0.824390243902439	0.8220338983050848	0.923728813559322	0.7542372881355932	0.9067796610169492	0.7796610169491526	0.8983050847457628	0.8389830508474576	0.8050847457627118	0.8548094373865699	0.84	0.8770491803278688	0.8135593220338984	0.8305084745762712	0.7033898305084746	0.697986577181208	0.8305084745762712
