	Simplified Flow Sheet of Clinker and Cement Manufacture........................................ 2-2 2-2. Labor Costs per Metric Ton of Cement	Current Employment Statistics (National): Customizable Data Tables” Available at As obtained on	Consumer Price Index All Items – U.S. City Average Data: Customizable Data Tables.” Available at As obtained on	Cement Association.	Cement Association. 2008b. “Market Research: Producer Price Indices—Competitive Building Materials.” Available at	Cement Association (PCA).	Department of Commerce, Bureau of the Census.	DC: Government Printing Office. Available at As obtained on	the Census.	DC: Government Printing Office. Available at As obtained on	Optimal Tariffs and Market Power: The Evidence.” American Economic Review 98(5):2032-2065.	Estimating Particulate MatterMortality Dose-Response Curves and Threshold Levels: An Analysis of Daily TimeSeries for the 20 Largest	A Micro-Econometric Model of Capital Utilization and Retirement: The Case of the U.S.	D&B Million Dollar Directory.	Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between	Multimarket Contact and Pricing: Evidence from the U.S.	Historical Statistics for Mineral and Material Commodities in the United States: Cement End Use Statistics.” U.S. Geological Survey Data Series 140, Version 1.2. Available at	Historical Statistics for Mineral and Material Commodities in the United States: Cement Supply and	Reanalysis of the Harvard Six Cities Study and the American Cancer Society Study of Particulate Air Pollution and Mortality. Special Report to the Health Effects Institute.	Reduction in Fine Particulate Air Pollution and Mortality.”	Estimating the Public Health Benefits of Proposed Air Pollution Regulations.	Price and Seller Concentration in Cement: Effective Oligopoly or	Circular A-4: Regulatory Analysis.	Invited Commentary: Particulate Matter-Mortality Exposure-Response Relations and Thresholds.”	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	U.S. and Canadian Portland Cement Industry: Plant Information Summary.	U.S. and Canadian Labor-Energy Input Survey	Flash Report: Capacity Expansion Update.” Available at < http://www.cement.org/econ/pdf/NONMEMBERCapacity Expansion.pdf>. As obtained on	Association (PCA). 2008a. “Cement and Concrete Basics: History & Manufacture of Portland Cement.” Available at concretebasics_history.asp>.	Association (PCA). 2008b. “Market Research: Producer Price Indices— Competitive Building Materials.” Available at	Association (PCA).	Cement Plant Operating Cost Study.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. Environ. Sci.	Air Pollution and Cause-Specific Mortality in Milan, Italy, 1980–1989.” Arch Environ Health	The Cost of Environmental Regulation in a Concentrated Industry.” Available at	The Concentration-Response Relation between PM(2.5) and Daily Deaths.” Environ Health Perspectives	The Effect of Dose and Timing of Dose on the Association between Airborne Particles and Survival.” Environmental Health Perspectives	Using Meta-Smoothing to Estimate Dose-Response Trends Across Multiple Studies, with Application to Air Pollution and Daily Death.”	Threshold Dependence of Mortality Effects for Fine and Coarse Particles in Phoenix,	of the Census.	of the Census.	of the Census; generated by RTI International; using American FactFinder; “Sector 31: Annual Survey of Manufactures: General Statistics: Statistics for Industry Groups and Industries:	Department of Commerce, Bureau of Economic Analysis.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey. 2008b. Minerals Commodity Summaries, Cement	Current Employment Statistics (National): Customizable Data Tables.” Available at As obtained on	Statistics (BLS). 2007b. “State and Area Employment, Hours and Earnings	Consumer Price Index All Items – U.S. City Average Data: Customizable Data Tables.” Available at As obtained on	Regulatory Impact Analysis of Cement Kiln Dust Rulemaking. Appendix C,	Environmental Protection Agency (EPA).	Environmental Protection Agency (EPA).	Environmental Protection Agency.	Environmental Protection Agency.	Environmental Protection Agency, Office of Air Quality Planning and Standards.	Environmental Protection Agency Science Advisory	Environmental Protection Agency Science Advisory	Advisory on Plans for Health Effects Analysis for EPA’s Second Prospective Analysis— Benefits and Costs of the Clean Air Act,	Environmental Protection Agency Science Advisory	Environmental Protection Agency Science Advisory	International Trade Commission (USITC). 2006. Gray Portland Cement and Cement Clinker from Japan Investigation No. 731-TA-461 (Second Review). Publication 3856. Available at	Trade Commission.	Cement Manufacture and the Environment Part I: Chemistry and	Microeconomic Analysis. 3rd Ed.
Technical Support Document: Calculating Benefit Per-Ton estimates, Ozone NAAQS Docket #EPA-HQ-OAR-2007	0.3529411764705882	0.33333333333333337	0.3802816901408451	0.5384615384615384	0.32432432432432434	0.5272727272727273	0.3793103448275862	0.375	0.6666666666666667	0.375	0.33333333333333337	0.20547945205479456	0.28358208955223885	0.5636363636363637	0.32307692307692304	0.3538461538461538	0.3246753246753247	0.3650793650793651	0.33333333333333337	0.5254237288135593	0.29230769230769227	0.3548387096774194	0.4	0.3623188405797102	0.38235294117647056	0.4426229508196722	0.5161290322580645	0.37662337662337664	0.37662337662337664	0.3421052631578947	0.5849056603773585	0.4098360655737705	0.38888888888888884	0.3513513513513513	0.3731343283582089	0.38888888888888884	0.30434782608695654	0.295774647887324	0.375	0.6	0.6	0.3783783783783784	0.32258064516129037	0.43333333333333335	0.43333333333333335	0.43333333333333335	0.43333333333333335	0.40625	0.40625	0.40625	0.40625	0.40625	0.40625	0.40625	0.40625	0.40625	0.36111111111111116	0.34285714285714286	0.323943661971831	0.3802816901408451	0.34328358208955223	0.4915254237288136	0.4915254237288136	0.4736842105263158	0.4736842105263158	0.32307692307692304	0.423728813559322	0.423728813559322	0.33333333333333337	0.423728813559322	0.423728813559322	0.3411764705882353	0.5769230769230769	0.4193548387096774	0.543859649122807
The Clean Air Act Amendments (CAAA) Section 812 Prospective Study of Costs and Benefits 	0.288135593220339	0.23333333333333328	0.32258064516129037	0.4418604651162791	0.29230769230769227	0.34782608695652173	0.34693877551020413	0.34545454545454546	0.5897435897435898	0.34545454545454546	0.30434782608695654	0.21875	0.31034482758620685	0.4782608695652174	0.2857142857142857	0.3214285714285714	0.32352941176470584	0.2592592592592593	0.23333333333333328	0.4	0.2857142857142857	0.28301886792452835	0.4117647058823529	0.30000000000000004	0.35593220338983056	0.3076923076923077	0.4339622641509434	0.38235294117647056	0.20588235294117652	0.25373134328358204	0.40909090909090906	0.3076923076923077	0.2698412698412699	0.2615384615384615	0.27586206896551724	0.3015873015873016	0.2666666666666667	0.32258064516129037	0.3090909090909091	0.5121951219512195	0.5121951219512195	0.2615384615384615	0.28301886792452835	0.4117647058823529	0.4117647058823529	0.4117647058823529	0.4117647058823529	0.34545454545454546	0.34545454545454546	0.34545454545454546	0.34545454545454546	0.34545454545454546	0.34545454545454546	0.34545454545454546	0.34545454545454546	0.34545454545454546	0.2698412698412699	0.24590163934426235	0.29032258064516125	0.32258064516129037	0.3448275862068966	0.31999999999999995	0.31999999999999995	0.375	0.375	0.2857142857142857	0.28	0.28	0.22807017543859653	0.28	0.28	0.26315789473684215	0.4418604651162791	0.28301886792452835	0.41666666666666663
2007 North American Cement Industry Annua Yearbook	0.33333333333333337	0.34545454545454546	0.368421052631579	0.368421052631579	0.30000000000000004	0.41463414634146345	0.40909090909090906	0.4	0.5294117647058824	0.4	0.46875	0.35593220338983056	0.4339622641509434	0.5121951219512195	0.37254901960784315	0.4117647058823529	0.3650793650793651	0.34693877551020413	0.34545454545454546	0.4222222222222223	0.37254901960784315	0.45833333333333337	0.3913043478260869	0.38181818181818183	0.40740740740740744	0.36170212765957444	0.41666666666666663	0.4285714285714286	0.3650793650793651	0.32258064516129037	0.4871794871794872	0.4042553191489362	0.3448275862068966	0.4	0.28301886792452835	0.4482758620689655	0.4181818181818182	0.4385964912280702	0.43999999999999995	0.5	0.5	0.3666666666666667	0.375	0.3913043478260869	0.3913043478260869	0.3913043478260869	0.3913043478260869	0.43999999999999995	0.43999999999999995	0.43999999999999995	0.43999999999999995	0.43999999999999995	0.43999999999999995	0.43999999999999995	0.43999999999999995	0.43999999999999995	0.31034482758620685	0.3571428571428571	0.33333333333333337	0.368421052631579	0.3207547169811321	0.4666666666666667	0.4666666666666667	0.4418604651162791	0.4418604651162791	0.4117647058823529	0.37777777777777777	0.37777777777777777	0.42307692307692313	0.37777777777777777	0.37777777777777777	0.352112676056338	0.42105263157894735	0.29166666666666663	0.39534883720930236
Cement and Concrete Basics: History & Manufacture of Portland Cement	0.34615384615384615	0.3584905660377359	0.34545454545454546	0.38888888888888884	0.3448275862068966	0.3846153846153846	0.33333333333333337	0.29166666666666663	0.5625	0.29166666666666663	0.4516129032258065	0.29824561403508776	0.33333333333333337	0.28205128205128205	0.30612244897959184	0.26530612244897955	0.34426229508196726	0.14893617021276595	0.24528301886792447	0.3023255813953488	0.26530612244897955	0.26086956521739135	0.31818181818181823	0.28301886792452835	0.3076923076923077	0.19999999999999996	0.4782608695652174	0.3770491803278688	0.24590163934426235	0.3666666666666667	0.45945945945945943	0.28888888888888886	0.3214285714285714	0.3448275862068966	0.33333333333333337	0.3928571428571429	0.3584905660377359	0.38181818181818183	0.29166666666666663	0.47058823529411764	0.47058823529411764	0.3448275862068966	0.26086956521739135	0.40909090909090906	0.40909090909090906	0.40909090909090906	0.40909090909090906	0.41666666666666663	0.41666666666666663	0.41666666666666663	0.41666666666666663	0.41666666666666663	0.41666666666666663	0.41666666666666663	0.41666666666666663	0.41666666666666663	0.3571428571428571	0.37037037037037035	0.38181818181818183	0.34545454545454546	0.33333333333333337	0.39534883720930236	0.39534883720930236	0.36585365853658536	0.36585365853658536	0.30612244897959184	0.3023255813953488	0.3023255813953488	0.28	0.3023255813953488	0.3023255813953488	0.4782608695652174	0.38888888888888884	0.17391304347826086	0.31707317073170727
D&B Million Dollar Directory	0.5	0.4666666666666667	0.4893617021276596	0.4285714285714286	0.52	0.4838709677419355	0.4117647058823529	0.44999999999999996	0.6666666666666667	0.44999999999999996	0.5925925925925926	0.4693877551020408	0.4883720930232558	0.032258064516129004	0.46341463414634143	0.46341463414634143	0.5094339622641509	0.3846153846153846	0.4666666666666667	0.3142857142857143	0.46341463414634143	0.42105263157894735	0.38888888888888884	0.4666666666666667	0.4545454545454546	0.45945945945945943	0.5263157894736843	0.5094339622641509	0.4716981132075472	0.5384615384615384	0.5172413793103448	0.45945945945945943	0.5	0.52	0.4883720930232558	0.45833333333333337	0.5111111111111111	0.44680851063829785	0.35	0.6153846153846154	0.6153846153846154	0.52	0.3157894736842105	0.4444444444444444	0.4444444444444444	0.4444444444444444	0.4444444444444444	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.45833333333333337	0.4782608695652174	0.4893617021276596	0.4893617021276596	0.4418604651162791	0.37142857142857144	0.37142857142857144	0.33333333333333337	0.33333333333333337	0.46341463414634143	0.37142857142857144	0.37142857142857144	0.4285714285714286	0.37142857142857144	0.37142857142857144	0.639344262295082	0.5	0.42105263157894735	0.33333333333333337
Expanded Expert Judgment Assessment of the Concentration-Response Relationship Between PM2.5 Exposure and Mortality	0.25806451612903225	0.39682539682539686	0.3538461538461538	0.4347826086956522	0.2647058823529411	0.4285714285714286	0.34615384615384615	0.3448275862068966	0.5714285714285714	0.3448275862068966	0.2777777777777778	0.19402985074626866	0.24590163934426235	0.4285714285714286	0.11864406779661019	0.288135593220339	0.323943661971831	0.29824561403508776	0.17460317460317465	0.3207547169811321	0.18644067796610164	0.3214285714285714	0.2962962962962963	0.2063492063492064	0.19354838709677424	0.34545454545454546	0.3928571428571429	0.23943661971830987	0.295774647887324	0.2857142857142857	0.4893617021276596	0.3090909090909091	0.18181818181818177	0.2941176470588235	0.24590163934426235	0.24242424242424243	0.2698412698412699	0.19999999999999996	0.27586206896551724	0.5	0.5	0.32352941176470584	0.25	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.3793103448275862	0.3793103448275862	0.3793103448275862	0.3793103448275862	0.3793103448275862	0.3793103448275862	0.3793103448275862	0.3793103448275862	0.3793103448275862	0.303030303030303	0.375	0.32307692307692304	0.3538461538461538	0.24590163934426235	0.3584905660377359	0.3584905660377359	0.33333333333333337	0.33333333333333337	0.288135593220339	0.3207547169811321	0.3207547169811321	0.30000000000000004	0.3207547169811321	0.3207547169811321	0.2911392405063291	0.4782608695652174	0.2857142857142857	0.33333333333333337
Flash Report: Capacity Expansion Update	0.37254901960784315	0.34615384615384615	0.37037037037037035	0.4285714285714286	0.4035087719298246	0.4736842105263158	0.41463414634146345	0.4042553191489362	0.5483870967741935	0.4042553191489362	0.4426229508196722	0.3214285714285714	0.24	0.42105263157894735	0.25	0.33333333333333337	0.4	0.21739130434782605	0.2692307692307693	0.33333333333333337	0.33333333333333337	0.28888888888888886	0.3023255813953488	0.23076923076923073	0.2941176470588235	0.31818181818181823	0.37777777777777777	0.2666666666666667	0.43333333333333335	0.423728813559322	0.5	0.36363636363636365	0.2727272727272727	0.4035087719298246	0.31999999999999995	0.34545454545454546	0.42307692307692313	0.33333333333333337	0.19148936170212771	0.5151515151515151	0.5151515151515151	0.33333333333333337	0.33333333333333337	0.39534883720930236	0.39534883720930236	0.39534883720930236	0.39534883720930236	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.38181818181818183	0.3584905660377359	0.4444444444444444	0.37037037037037035	0.31999999999999995	0.4285714285714286	0.4285714285714286	0.4	0.4	0.41666666666666663	0.33333333333333337	0.33333333333333337	0.30612244897959184	0.33333333333333337	0.33333333333333337	0.5	0.4285714285714286	0.28888888888888886	0.35
Market Research: Producer Price Indices�Competitive Building Materials	0.3214285714285714	1.0	1.0	0.44999999999999996	1.0	0.4418604651162791	0.34782608695652173	0.3076923076923077	0.5555555555555556	0.3076923076923077	1.0	0.24590163934426235	0.3090909090909091	0.4418604651162791	0.24528301886792447	0.2075471698113207	1.0	0.2549019607843137	0.22807017543859653	1.0	0.24528301886792447	0.28	0.33333333333333337	1.0	1.0	0.30612244897959184	0.4	1.0	1.0	1.0	0.5121951219512195	1.0	0.2666666666666667	1.0	1.0	1.0	1.0	1.0	0.34615384615384615	0.5263157894736843	0.5263157894736843	1.0	0.36	0.41666666666666663	0.41666666666666663	0.41666666666666663	0.41666666666666663	0.34615384615384615	0.34615384615384615	0.34615384615384615	0.34615384615384615	0.34615384615384615	0.34615384615384615	0.34615384615384615	0.34615384615384615	0.34615384615384615	0.30000000000000004	1.0	1.0	1.0	0.2727272727272727	0.4042553191489362	0.4042553191489362	0.37777777777777777	0.37777777777777777	0.3584905660377359	0.3191489361702128	0.3191489361702128	1.0	0.3191489361702128	0.3191489361702128	0.3972602739726028	0.44999999999999996	0.19999999999999996	0.4222222222222223
Reanalysis of the Harvard Six Cities Study and the American Cancer Society Study of Particulate Air Pollution and Mortality	0.3090909090909091	0.3214285714285714	0.27586206896551724	0.3846153846153846	0.3114754098360656	0.38095238095238093	0.37777777777777777	0.2941176470588235	0.5428571428571429	0.2941176470588235	0.3846153846153846	0.19999999999999996	0.2592592592592593	0.4285714285714286	0.23076923076923073	0.23076923076923073	0.28125	0.16000000000000003	0.0714285714285714	0.26086956521739135	0.23076923076923073	0.26530612244897955	0.3191489361702128	0.2142857142857143	0.2727272727272727	0.25	0.4285714285714286	0.3125	0.28125	0.33333333333333337	0.44999999999999996	0.29166666666666663	0.18644067796610164	0.24590163934426235	0.2222222222222222	0.3220338983050848	0.25	0.27586206896551724	0.2549019607843137	0.45945945945945943	0.45945945945945943	0.24590163934426235	0.30612244897959184	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.288135593220339	0.33333333333333337	0.3793103448275862	0.27586206896551724	0.2592592592592593	0.34782608695652173	0.34782608695652173	0.31818181818181823	0.31818181818181823	0.23076923076923073	0.21739130434782605	0.21739130434782605	0.2075471698113207	0.21739130434782605	0.21739130434782605	0.38888888888888884	0.4358974358974359	0.18367346938775508	0.31818181818181823
U.S. and Canadian Labor-Energy Input Survey 2005	0.34545454545454546	0.3928571428571429	0.3448275862068966	0.5384615384615384	0.3770491803278688	0.5714285714285714	0.5111111111111111	0.4509803921568627	0.6	0.4509803921568627	0.4769230769230769	0.30000000000000004	0.40740740740740744	0.5238095238095238	0.46153846153846156	0.34615384615384615	0.34375	0.4	0.3571428571428571	0.4782608695652174	0.42307692307692313	0.34693877551020413	0.4042553191489362	0.3571428571428571	0.34545454545454546	0.33333333333333337	0.061224489795918324	0.4375	0.4375	0.39682539682539686	0.6	0.33333333333333337	0.288135593220339	0.34426229508196726	0.33333333333333337	0.35593220338983056	0.3928571428571429	0.3793103448275862	0.4901960784313726	0.5675675675675675	0.5675675675675675	0.4098360655737705	0.4285714285714286	0.36170212765957444	0.36170212765957444	0.36170212765957444	0.36170212765957444	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.2542372881355932	0.368421052631579	0.31034482758620685	0.3448275862068966	0.40740740740740744	0.4347826086956522	0.4347826086956522	0.40909090909090906	0.40909090909090906	0.3846153846153846	0.3913043478260869	0.3913043478260869	0.4339622641509434	0.3913043478260869	0.3913043478260869	0.33333333333333337	0.4871794871794872	0.3877551020408163	0.5
U.S. and Canadian Portland Cement Industry: Plant Information Summary	0.33333333333333337	0.34615384615384615	0.2222222222222222	0.37142857142857144	0.368421052631579	0.368421052631579	0.36585365853658536	0.276595744680851	0.4838709677419355	0.276595744680851	0.47540983606557374	0.3214285714285714	0.28	0.42105263157894735	0.375	0.20833333333333337	0.33333333333333337	0.17391304347826086	0.23076923076923073	0.33333333333333337	0.33333333333333337	0.24444444444444446	0.3023255813953488	0.2692307692307693	0.33333333333333337	0.0	0.28888888888888886	0.4	0.3666666666666667	0.38983050847457623	0.4444444444444444	0.18181818181818177	0.23636363636363633	0.33333333333333337	0.28	0.4545454545454546	0.34615384615384615	0.33333333333333337	0.36170212765957444	0.3939393939393939	0.3939393939393939	0.33333333333333337	0.28888888888888886	0.3023255813953488	0.3023255813953488	0.3023255813953488	0.3023255813953488	0.276595744680851	0.276595744680851	0.276595744680851	0.276595744680851	0.276595744680851	0.276595744680851	0.276595744680851	0.276595744680851	0.276595744680851	0.2727272727272727	0.3207547169811321	0.40740740740740744	0.2222222222222222	0.28	0.38095238095238093	0.38095238095238093	0.35	0.35	0.25	0.2857142857142857	0.2857142857142857	0.34693877551020413	0.2857142857142857	0.2857142857142857	0.38235294117647056	0.3142857142857143	0.19999999999999996	0.35
Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. TechnolEnviron. Sci.	0.23809523809523814	0.28125	0.18181818181818177	0.44680851063829785	0.2753623188405797	0.43999999999999995	0.39622641509433965	0.288135593220339	0.5813953488372092	0.288135593220339	0.36986301369863017	0.20588235294117652	0.22580645161290325	0.48	0.23333333333333328	0.19999999999999996	0.25	0.24137931034482762	0.125	0.33333333333333337	0.23333333333333328	0.26315789473684215	0.38181818181818183	0.1875	0.2063492063492064	0.25	0.26315789473684215	0.2222222222222222	0.3055555555555556	0.295774647887324	0.5	0.2857142857142857	0.014925373134328401	0.24637681159420288	0.16129032258064513	0.31343283582089554	0.1875	0.21212121212121215	0.22033898305084743	0.5111111111111111	0.5111111111111111	0.18840579710144922	0.29824561403508776	0.3090909090909091	0.3090909090909091	0.3090909090909091	0.3090909090909091	0.2542372881355932	0.2542372881355932	0.2542372881355932	0.2542372881355932	0.2542372881355932	0.2542372881355932	0.2542372881355932	0.2542372881355932	0.2542372881355932	0.19402985074626866	0.2615384615384615	0.33333333333333337	0.18181818181818177	0.25806451612903225	0.33333333333333337	0.33333333333333337	0.3076923076923077	0.3076923076923077	0.23333333333333328	0.2592592592592593	0.2592592592592593	0.2786885245901639	0.2592592592592593	0.2592592592592593	0.275	0.44680851063829785	0.22807017543859653	0.34615384615384615
The Cost of Environmental Regulation in a Concentrated Industry	0.3207547169811321	0.2962962962962963	0.2857142857142857	0.4054054054054054	0.3220338983050848	0.44999999999999996	0.34883720930232553	0.30612244897959184	0.5151515151515151	0.30612244897959184	0.39682539682539686	0.2068965517241379	0.2692307692307693	0.44999999999999996	0.19999999999999996	0.24	0.32258064516129037	0.25	0.18518518518518523	0.36363636363636365	0.24	0.23404255319148937	0.28888888888888886	0.18518518518518523	0.3207547169811321	0.26086956521739135	0.3191489361702128	0.32258064516129037	0.3870967741935484	0.34426229508196726	0.5263157894736843	0.30434782608695654	0.22807017543859653	0.3220338983050848	0.07692307692307687	0.33333333333333337	0.2592592592592593	0.2857142857142857	0.26530612244897955	0.4285714285714286	0.4285714285714286	0.22033898305084743	0.276595744680851	0.28888888888888886	0.28888888888888886	0.28888888888888886	0.28888888888888886	0.26530612244897955	0.26530612244897955	0.26530612244897955	0.26530612244897955	0.26530612244897955	0.26530612244897955	0.26530612244897955	0.26530612244897955	0.26530612244897955	0.26315789473684215	0.3090909090909091	0.3928571428571429	0.2857142857142857	0.23076923076923073	0.31818181818181823	0.31818181818181823	0.2857142857142857	0.2857142857142857	0.24	0.2272727272727273	0.2272727272727273	0.2941176470588235	0.2272727272727273	0.2272727272727273	0.37142857142857144	0.3513513513513513	0.14893617021276595	0.33333333333333337
Invited Commentary: Particulate Matter-Mortality Exposure-Response Relations and Thresholds	0.29824561403508776	0.27586206896551724	0.2666666666666667	0.46341463414634143	0.2698412698412699	0.4545454545454546	0.4042553191489362	0.3584905660377359	0.5675675675675675	0.3584905660377359	0.31343283582089554	0.16129032258064513	0.2142857142857143	0.4545454545454546	0.2592592592592593	0.2592592592592593	0.36363636363636365	0.23076923076923073	0.13793103448275867	0.33333333333333337	0.2962962962962963	0.2549019607843137	0.30612244897959184	0.03448275862068961	0.22807017543859653	0.28	0.33333333333333337	0.303030303030303	0.33333333333333337	0.29230769230769227	0.5238095238095238	0.31999999999999995	0.21311475409836067	0.2698412698412699	0.2142857142857143	0.24590163934426235	0.31034482758620685	0.23333333333333328	0.2075471698113207	0.5384615384615384	0.5384615384615384	0.23809523809523814	0.33333333333333337	0.3877551020408163	0.3877551020408163	0.3877551020408163	0.3877551020408163	0.3584905660377359	0.3584905660377359	0.3584905660377359	0.3584905660377359	0.3584905660377359	0.3584905660377359	0.3584905660377359	0.3584905660377359	0.3584905660377359	0.3114754098360656	0.288135593220339	0.43333333333333335	0.2666666666666667	0.2857142857142857	0.375	0.375	0.34782608695652173	0.34782608695652173	0.33333333333333337	0.29166666666666663	0.29166666666666663	0.3090909090909091	0.29166666666666663	0.29166666666666663	0.3783783783783784	0.41463414634146345	0.13725490196078427	0.34782608695652173
Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution	0.2857142857142857	0.33333333333333337	0.3220338983050848	0.4	0.3548387096774194	0.39534883720930236	0.3913043478260869	0.34615384615384615	0.6111111111111112	0.34615384615384615	0.4242424242424242	0.21311475409836067	0.3090909090909091	0.4418604651162791	0.24528301886792447	0.3207547169811321	0.3538461538461538	0.2941176470588235	0.22807017543859653	0.276595744680851	0.28301886792452835	0.28	0.29166666666666663	0.22807017543859653	0.0357142857142857	0.34693877551020413	0.31999999999999995	0.32307692307692304	0.3846153846153846	0.375	0.46341463414634143	0.26530612244897955	0.19999999999999996	0.29032258064516125	0.3090909090909091	0.3666666666666667	0.33333333333333337	0.22033898305084743	0.1923076923076923	0.5789473684210527	0.5789473684210527	0.32258064516129037	0.24	0.29166666666666663	0.29166666666666663	0.29166666666666663	0.29166666666666663	0.3846153846153846	0.3846153846153846	0.3846153846153846	0.3846153846153846	0.3846153846153846	0.3846153846153846	0.3846153846153846	0.3846153846153846	0.3846153846153846	0.33333333333333337	0.3448275862068966	0.288135593220339	0.3220338983050848	0.23636363636363633	0.3191489361702128	0.3191489361702128	0.28888888888888886	0.28888888888888886	0.24528301886792447	0.23404255319148937	0.23404255319148937	0.2962962962962963	0.23404255319148937	0.23404255319148937	0.4246575342465754	0.44999999999999996	0.28	0.28888888888888886
Using Meta-Smoothing to Estimate Dose-Response Trends Across Multiple Studies, with Application to Air Pollution and Daily Death	0.288135593220339	0.30000000000000004	0.29032258064516125	0.4883720930232558	0.3538461538461538	0.4782608695652174	0.3877551020408163	0.38181818181818183	0.641025641025641	0.38181818181818183	0.33333333333333337	0.15625	0.2068965517241379	0.4347826086956522	0.25	0.2857142857142857	0.2941176470588235	0.2592592592592593	0.23333333333333328	0.31999999999999995	0.25	0.3207547169811321	0.33333333333333337	0.23333333333333328	0.22033898305084743	0.34615384615384615	0.3584905660377359	0.32352941176470584	0.4117647058823529	0.3731343283582089	0.5454545454545454	0.3076923076923077	0.23809523809523814	0.29230769230769227	0.27586206896551724	0.2698412698412699	0.19999999999999996	0.032258064516129004	0.23636363636363633	0.6097560975609756	0.6097560975609756	0.29230769230769227	0.28301886792452835	0.2941176470588235	0.2941176470588235	0.2941176470588235	0.2941176470588235	0.2727272727272727	0.2727272727272727	0.2727272727272727	0.2727272727272727	0.2727272727272727	0.2727272727272727	0.2727272727272727	0.2727272727272727	0.2727272727272727	0.2698412698412699	0.3114754098360656	0.32258064516129037	0.29032258064516125	0.27586206896551724	0.36	0.36	0.33333333333333337	0.33333333333333337	0.25	0.24	0.24	0.29824561403508776	0.24	0.24	0.3421052631578947	0.4883720930232558	0.3207547169811321	0.33333333333333337
Reduction in Fine Particulate Air Pollution and Mortality	0.4042553191489362	0.41666666666666663	0.4	0.4193548387096774	0.39622641509433965	0.4117647058823529	0.5135135135135135	0.39534883720930236	0.6296296296296297	0.39534883720930236	0.4736842105263158	0.34615384615384615	0.3913043478260869	0.2941176470588235	0.36363636363636365	0.36363636363636365	0.4642857142857143	0.33333333333333337	0.29166666666666663	0.052631578947368474	0.31818181818181823	0.36585365853658536	0.28205128205128205	0.33333333333333337	0.276595744680851	0.35	0.46341463414634143	0.4285714285714286	0.4285714285714286	0.4181818181818182	0.4375	0.35	0.33333333333333337	0.39622641509433965	0.34782608695652173	0.4117647058823529	0.41666666666666663	0.31999999999999995	0.3023255813953488	0.5862068965517242	0.5862068965517242	0.3584905660377359	0.36585365853658536	0.4358974358974359	0.4358974358974359	0.4358974358974359	0.4358974358974359	0.4418604651162791	0.4418604651162791	0.4418604651162791	0.4418604651162791	0.4418604651162791	0.4418604651162791	0.4418604651162791	0.4418604651162791	0.4418604651162791	0.4509803921568627	0.4285714285714286	0.43999999999999995	0.4	0.34782608695652173	0.3157894736842105	0.3157894736842105	0.2777777777777778	0.2777777777777778	0.31818181818181823	0.26315789473684215	0.26315789473684215	0.37777777777777777	0.26315789473684215	0.26315789473684215	0.5	0.4838709677419355	0.31707317073170727	0.2777777777777778
