	Breakdown of Monetized PM2.5 Health Benefits using Mortality Function from	Intake of mercury from fish lipid peroxidation, and the risk of myocardial infarction and coronary, cardiovascular and any death in Eastern Finnish men.‚Äù	Prenatal Methylmercury Exposure As A Cardiovascular Risk Factor At Seven Years of Age‚Äù, Epidemiology,	Toxicological Effects of Methylmercury.	Environmental Protection Agency.	Co‚ÄëChair NACWA Biosolids Management Committee, e-mail to	Memorandum from Eastern Research Group to Amy Hambrick, U.S. Environmental Protection Agency.	and Emissions Test Database for the Sewage Sludge Incineration Source Category. Memorandum from Eastern Research Group to Amy Hambrick, U.S. Environmental Protection Agency.	The influence of location, source, and emission type in estimates of the human health benefits of reducing a ton of air pollution. Air Qual Atmos Health	Revised Compliance Costs and Economic Inputs for Existing HMIWI.	What Determines the Value of Life?	AP 42, Chapter 2: Solid Waste Disposal.	Environmental Protection Agency Office of Air Quality Planning and Standards.	Guidelines for Preparing Economic Analyses.	OAQPS Control Cost Manual. Section 4.2: NOX Post Combustion. Chapter 1: Selective Noncatalytic Reduction. Publication U.S.	Park, NC. EPA/600/R-09/019F.	Final Regulatory Impact Analysis (RIA) for the NO2 National Ambient Air Quality Standards (NAAQS).	Summary of Expert Opinions on the Existence of a Threshold in the Concentration-Response Function for PM2.5-related Mortality: Technical Support Document. Compiled by Office of Air Quality Planning and Standards, Research Triangle Park,	Lowest Measured Level (LML) Assessment for Rules without Policy-Specific Air Quality Data Available: Technical Support Document. Office of Air Quality Planning and Standards, Research Triangle Park,	Regulatory Impact Analysis for the Transport Rule. Office of Air Quality Planning and Standards, Research Triangle Park,	Lindsay Wichers Stanek (PM Team Leader)‚ÄîNational Center for Environmental Assessment (NCEA), U.S. Environmental Protection Agency	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.‚Äù Environ. Sci. Technol.	Regulatory Impact Analysis,	Regulatory Impact Analysis,	Regulatory Impact Analysis of the Proposed Revisions to the National Ambient Air Quality Standards for Lead. Office of Air Quality Planning and Standards, Research Triangle Park,	Final Regulatory Impact Analysis (RIA) for the SO2 National Ambient Air Quality Standards (NAAQS). Office of Air Quality Planning and Standards, Research Triangle Park,	Regulatory Impact Analysis for the Transport Rule. Office of Air Quality Planning	Costs to be replaced include: (a) bag leak detector replacing opacity test; (b) CO CEMS replacing CO test and secondary chamber temperature monitor;(c) HCl CEMS replacing HCl test, HCl sorbent monitor (dry scrubbers) and scrubber liquor pH monitor (wet Sources: 1. Hospital/Medical/Infectious Waste Incinerators (HMIWI) [EPA-HQ-OAR-2006-0534] Testing and Monitoring Options and Costs Memo	E-mail and attachment from Peter Westlin, EPA, to Mary Johnson,	Some Preliminary Thoughts on the HWI Monitoring.	Stack Testing Costs Parameters/Costs Equation Values A. Parameters 1. Cost index a.	Medical Waste Incinerator Study: Emission Measurement and Continuous Monitoring.	C-34 Table C-4d. Visible Emissions Testing Costs Parameters/Costs Equation Values A. Parameters 1. Operating labor rate, $/hr (LR) $34.60 2. Capital recovery factor, 5-yr equipment life, 7% interest (CRF) = [i x (1 + i)a] / [(1 + i)a - 1], where i = interest rate, a = equipment life 0.24389 B. Total Capital Investment, $ (TCI) = Combination light meter/anemometer ($200) + digital stopwatches (2 each at $25) $250 C. Direct Annual Costs, $/yr 1.	Reporting Requirements 1. Read instructions	State average tipping fees from BioCycle	Where state data unavailable, NSWMA‚Äôs 2005 Tip Fee Survey regional averages were used.	average used. All values corrected to 2008 dollars using CPI data from Bureau of Labor Statistics: http://data.bls.gov/cgi-bin/cpicalc.pl Unit-specific tipping fees are listed in Table 5. 2. Hauling cost:	WAEdmonds 1 FB vs -	Volume based on sludge density of 1215 lbs/yd3 (Pocket Ref (ISBN 1-885071-00-0) page 435). c. Assumed square concrete pad. d. Rail height of 6 feet chosen for minimal concrete surface area requirement. e. Based on cost of $154 per 4&apos; by 8&apos; sheet of flattened aluminum, 0.125 inches thick (Metals Depot: http://www.metalsdepot.com/products/hrsteel2.phtml?page=expanded&LimAcc=$LimAcc) f. Researched concrete slab costs (including installation, materials, and labor) ranged from $3/ft2 to $10/ft2. For this analysis, an average of $6/ft2 was used. g. Capital Recovery Factor based on 7% interest and 15 year lifetime.	assumed density of dewatered sludge is 1215 lbs/yd3 (Pocket Ref (ISBN 1-885071-00-0) page 435) *assumed maximum capacity of hauling vehicles (36 cu yd) for 50+ cu yd/day. (Land application of biosolids: process design manual.
Costs of CO CEMS	0.6923076923076923	0.6756756756756757	0.5813953488372092	0.5483870967741935	0.7142857142857143	0.6363636363636364	0.627906976744186	0.625	0.7222222222222222	0.5675675675675675	0.6551724137931034	0.6363636363636364	0.5428571428571429	0.6875	0.6444444444444444	0.7931034482758621	0.6666666666666667	0.6	0.6734693877551021	0.65	0.6	0.631578947368421	0.6	0.7333333333333334	0.7333333333333334	0.6818181818181819	0.6956521739130435	0.6666666666666667	0.6825396825396826	0.5882352941176471	0.6363636363636364	0.631578947368421	0.5294117647058824	0.7681159420289855	0.7241379310344828	0.5333333333333333	0.7142857142857143	0.7083333333333333	0.6666666666666667	0.7714285714285715	0.7931034482758621
Development of the Inventory Database for the Sewage Sludge Incinerator Source Category	0.3090909090909091	0.24528301886792447	0.2542372881355932	0.3191489361702128	0.36363636363636365	0.3877551020408163	0.2542372881355932	0.1875	0.23076923076923073	0.24528301886792447	0.33333333333333337	0.3877551020408163	0.2549019607843137	0.29166666666666663	0.3114754098360656	0.8222222222222222	0.24137931034482762	0.303030303030303	0.2615384615384615	0.25	0.34426229508196726	0.33333333333333337	0.21311475409836067	0.26086956521739135	0.26086956521739135	0.23333333333333328	0.29032258064516125	0.2692307692307693	0.3924050632911392	0.36	0.30612244897959184	0.37037037037037035	0.24	0.4117647058823529	0.33333333333333337	0.17391304347826086	0.31034482758620685	0.28125	0.65	0.39534883720930236	0.3513513513513513
Facility, Unit, and Emissions Test Database for the Sewage Sludge Incineration Source Category.	0.288135593220339	0.22807017543859653	0.2698412698412699	0.2549019607843137	0.375	0.39622641509433965	0.23809523809523814	0.1470588235294118	0.2142857142857143	0.29824561403508776	0.3877551020408163	0.39622641509433965	0.2727272727272727	0.3076923076923077	0.3538461538461538	0.6734693877551021	0.25806451612903225	0.22857142857142854	0.2753623188405797	0.23333333333333328	0.2615384615384615	0.27586206896551724	0.16923076923076918	0.31999999999999995	0.31999999999999995	0.25	0.24242424242424243	0.2857142857142857	0.3493975903614458	0.33333333333333337	0.28301886792452835	0.31034482758620685	0.2222222222222222	0.3707865168539326	0.3877551020408163	0.31999999999999995	0.29032258064516125	0.2941176470588235	0.6363636363636364	0.4	0.41025641025641024
Letter from Dr. Daniel Krewski to HEI’s Dr. Kate Adams (dated July 7, 2009) regarding “EPA queries regarding HEI Report 140”. Dr. Adams then forwarded the letter on July 10, 2009 to EPA’s Beth Hassett-Sipple.	0.368421052631579	1.0	1.0	0.5	0.5076923076923077	1.0	0.32499999999999996	0.2941176470588235	0.3972602739726028	0.43243243243243246	0.5151515151515151	0.4285714285714286	0.41666666666666663	0.42028985507246375	0.41463414634146345	0.5757575757575757	0.3417721518987342	0.33333333333333337	0.2790697674418605	0.3246753246753247	1.0	0.3866666666666667	1.0	0.4328358208955224	0.4328358208955224	0.33333333333333337	0.3012048192771084	0.3972602739726028	0.26	0.4084507042253521	0.4285714285714286	0.41333333333333333	0.46478873239436624	0.26415094339622647	0.4545454545454546	0.4925373134328358	1.0	0.3411764705882353	0.639344262295082	0.2710280373831776	0.26315789473684215
MACT Floor Analysis for the Sewage Sludge Incinerator Source Category	0.2592592592592593	0.3076923076923077	0.24137931034482762	0.26086956521739135	0.39534883720930236	0.33333333333333337	0.31034482758620685	0.23809523809523814	0.2549019607843137	0.3076923076923077	0.40909090909090906	0.41666666666666663	0.28	0.3191489361702128	0.3666666666666667	0.7272727272727273	0.26315789473684215	0.29230769230769227	0.3125	0.23636363636363633	0.30000000000000004	0.28301886792452835	0.19999999999999996	0.28888888888888886	0.28888888888888886	0.288135593220339	0.2786885245901639	0.2549019607843137	0.3846153846153846	0.30612244897959184	0.25	0.3207547169811321	0.22448979591836737	0.45238095238095233	0.40909090909090906	0.28888888888888886	0.26315789473684215	0.33333333333333337	0.641025641025641	0.43529411764705883	0.452054794520548
Medical Waste Incinerator Study: Emission Measurement and Continuous Monitoring (II-B-89)	0.3793103448275862	0.3928571428571429	0.3548387096774194	0.36	0.4042553191489362	0.3076923076923077	0.3870967741935484	0.3731343283582089	0.4181818181818182	0.2857142857142857	0.45833333333333337	0.46153846153846156	0.33333333333333337	0.37254901960784315	0.40625	0.7083333333333333	0.34426229508196726	0.3623188405797102	0.3529411764705882	0.38983050847457623	0.3125	0.29824561403508776	0.34375	0.34693877551020413	0.34693877551020413	0.4285714285714286	0.3846153846153846	0.4181818181818182	0.36585365853658536	0.3207547169811321	0.3076923076923077	0.368421052631579	0.13207547169811318	0.43181818181818177	0.41666666666666663	0.30612244897959184	0.4426229508196722	0.34328358208955223	0.5348837209302326	0.4157303370786517	0.37662337662337664
Monitoring Options for SNCR & Test Cost Questions	0.52	0.5416666666666667	0.40740740740740744	0.4285714285714286	0.5897435897435898	0.4545454545454546	0.4444444444444444	0.423728813559322	0.4042553191489362	0.375	0.5	0.5454545454545454	0.3913043478260869	0.4883720930232558	0.3928571428571429	0.75	0.3584905660377359	0.3770491803278688	0.4	0.33333333333333337	0.4642857142857143	0.4693877551020408	0.4285714285714286	0.41463414634146345	0.41463414634146345	0.34545454545454546	0.368421052631579	0.3191489361702128	0.4864864864864865	0.5555555555555556	0.40909090909090906	0.4693877551020408	0.4222222222222223	0.6	0.4	0.36585365853658536	0.4339622641509434	0.4915254237288136	0.7714285714285715	0.5555555555555556	0.5652173913043479
Monitoring Options for SNCR on Medical Waste Incinerators	0.42307692307692313	0.4	0.3214285714285714	0.40909090909090906	0.46341463414634143	0.30434782608695654	0.3571428571428571	0.34426229508196726	0.3877551020408163	0.19999999999999996	0.4285714285714286	0.3913043478260869	0.33333333333333337	0.37777777777777777	0.3448275862068966	0.7142857142857143	0.2727272727272727	0.3650793650793651	0.3870967741935484	0.28301886792452835	0.3448275862068966	0.37254901960784315	0.3448275862068966	0.3023255813953488	0.3023255813953488	0.29824561403508776	0.3220338983050848	0.30612244897959184	0.42105263157894735	0.36170212765957444	0.34782608695652173	0.4117647058823529	0.23404255319148937	0.5365853658536586	0.33333333333333337	0.2558139534883721	0.38181818181818183	0.4098360655737705	0.6756756756756757	0.49397590361445787	0.46478873239436624
Revised Compliance Costs and Economic Inputs for Existing HMIWI	0.34545454545454546	0.24528301886792447	0.22033898305084743	0.276595744680851	0.36363636363636365	0.34693877551020413	0.2542372881355932	0.25	0.3076923076923077	0.018867924528301883	0.37777777777777777	0.4693877551020408	0.2941176470588235	0.29166666666666663	0.3770491803278688	0.7333333333333334	0.3448275862068966	0.33333333333333337	0.3846153846153846	0.3214285714285714	0.34426229508196726	0.2592592592592593	0.24590163934426235	0.26086956521739135	0.26086956521739135	0.33333333333333337	0.3870967741935484	0.3076923076923077	0.3924050632911392	0.31999999999999995	0.30612244897959184	0.33333333333333337	0.19999999999999996	0.45882352941176474	0.28888888888888886	0.26086956521739135	0.4137931034482759	0.34375	0.55	0.4651162790697675	0.43243243243243246
Sewage Sludge Incinerator Informational Meeting with the National Association of Clean Water Agencies	0.2962962962962963	0.34615384615384615	0.27586206896551724	0.30434782608695654	0.39534883720930236	0.20833333333333337	0.31034482758620685	0.2698412698412699	0.2941176470588235	0.23076923076923073	0.31818181818181823	0.375	0.28	0.3191489361702128	0.33333333333333337	0.7272727272727273	0.26315789473684215	0.3538461538461538	0.34375	0.2727272727272727	0.2666666666666667	0.3207547169811321	0.2666666666666667	0.28888888888888886	0.28888888888888886	0.288135593220339	0.3114754098360656	0.2941176470588235	0.3846153846153846	0.26530612244897955	0.25	0.3207547169811321	0.18367346938775508	0.5	0.36363636363636365	0.28888888888888886	0.29824561403508776	0.33333333333333337	0.5897435897435898	0.43529411764705883	0.4246575342465754
Some Preliminary Thoughts on HWI Monitoring	0.2941176470588235	0.3877551020408163	0.34545454545454546	0.2558139534883721	0.35	0.33333333333333337	0.3090909090909091	0.30000000000000004	0.29166666666666663	0.30612244897959184	0.31707317073170727	0.4222222222222223	0.3191489361702128	0.36363636363636365	0.4035087719298246	0.8048780487804879	0.37037037037037035	0.3870967741935484	0.3770491803278688	0.2692307692307693	0.33333333333333337	0.36	0.29824561403508776	0.2857142857142857	0.2857142857142857	0.3214285714285714	0.3448275862068966	0.25	0.41333333333333333	0.30434782608695654	0.022222222222222254	0.36	0.21739130434782605	0.5555555555555556	0.41463414634146345	0.33333333333333337	0.33333333333333337	0.3666666666666667	0.6666666666666667	0.5365853658536586	0.48571428571428577
Table on state average tipping fees	0.4666666666666667	0.39534883720930236	0.4285714285714286	0.3513513513513513	0.3529411764705882	0.4358974358974359	0.3877551020408163	0.40740740740740744	0.2857142857142857	0.34883720930232553	0.37142857142857144	0.4871794871794872	0.36585365853658536	0.368421052631579	0.4901960784313726	0.8285714285714285	0.41666666666666663	0.4642857142857143	0.4181818181818182	0.3913043478260869	0.4509803921568627	0.4545454545454546	0.37254901960784315	0.33333333333333337	0.33333333333333337	0.36	0.42307692307692313	0.33333333333333337	0.5652173913043479	0.44999999999999996	0.3846153846153846	0.4545454545454546	0.44999999999999996	0.5733333333333333	0.37142857142857144	0.2222222222222222	0.375	0.40740740740740744	0.6666666666666667	0.6052631578947368	0.53125
Biosolids, Frequently Asked Questions	0.375	0.34782608695652173	0.3846153846153846	0.5	0.45945945945945943	0.38095238095238093	0.42307692307692313	0.4736842105263158	0.33333333333333337	0.5217391304347826	0.4736842105263158	0.47619047619047616	0.36363636363636365	0.41463414634146345	0.4814814814814815	0.6842105263157895	0.4117647058823529	0.423728813559322	0.4482758620689655	0.34693877551020413	0.4814814814814815	0.36170212765957444	0.4814814814814815	0.33333333333333337	0.33333333333333337	0.39622641509433965	0.38181818181818183	0.4222222222222223	0.5277777777777778	0.39534883720930236	0.47619047619047616	0.4042553191489362	0.4418604651162791	0.5641025641025641	0.42105263157894735	0.4358974358974359	0.4117647058823529	0.543859649122807	0.5151515151515151	0.5443037974683544	0.582089552238806
cost and emission reduction of the MACT floor level of control	0.31999999999999995	0.29166666666666663	0.2592592592592593	0.23809523809523814	0.33333333333333337	0.2727272727272727	0.2962962962962963	0.288135593220339	0.23404255319148937	0.25	0.30000000000000004	0.40909090909090906	0.26086956521739135	0.3023255813953488	0.3214285714285714	0.75	0.3584905660377359	0.34426229508196726	0.33333333333333337	0.2941176470588235	0.2857142857142857	0.30612244897959184	0.25	0.31707317073170727	0.31707317073170727	0.3090909090909091	0.368421052631579	0.276595744680851	0.45945945945945943	0.24444444444444446	0.31818181818181823	0.30612244897959184	0.28888888888888886	0.5	0.35	0.2682926829268293	0.3584905660377359	0.3220338983050848	0.5428571428571429	0.5061728395061729	0.5072463768115942
Estimation of Baseline Emissions from Existing Sewage Sludge Incineration Units	0.3076923076923077	0.28	0.3214285714285714	0.2727272727272727	0.36585365853658536	0.3913043478260869	0.3214285714285714	0.3114754098360656	0.34693877551020413	0.24	0.38095238095238093	0.5217391304347826	0.25	0.28888888888888886	0.4482758620689655	0.8095238095238095	0.34545454545454546	0.39682539682539686	0.4193548387096774	0.3207547169811321	0.3793103448275862	0.33333333333333337	0.27586206896551724	0.3023255813953488	0.3023255813953488	0.368421052631579	0.38983050847457623	0.34693877551020413	0.4736842105263158	0.36170212765957444	0.34782608695652173	0.2941176470588235	0.23404255319148937	0.4878048780487805	0.33333333333333337	0.2558139534883721	0.4545454545454546	0.34426229508196726	0.5675675675675675	0.49397590361445787	0.4084507042253521
SSI Inventory Updated Information	0.4782608695652174	0.31818181818181823	0.4	0.4736842105263158	0.37142857142857144	0.5	0.36	0.38181818181818183	0.39534883720930236	0.36363636363636365	0.4444444444444444	0.5	0.33333333333333337	0.3846153846153846	0.42307692307692313	0.8333333333333334	0.3877551020408163	0.5087719298245614	0.4642857142857143	0.36170212765957444	0.42307692307692313	0.4666666666666667	0.34615384615384615	0.3513513513513513	0.3513513513513513	0.37254901960784315	0.4339622641509434	0.39534883720930236	0.5714285714285714	0.41463414634146345	0.4	0.5111111111111111	0.36585365853658536	0.6052631578947368	0.38888888888888884	0.2432432432432432	0.4693877551020408	0.4181818181818182	0.6129032258064516	0.5844155844155844	0.5076923076923077
Land Applications for biosolides: Process Design Manual 	0.34615384615384615	0.4	0.3214285714285714	0.36363636363636365	0.36585365853658536	0.3913043478260869	0.2857142857142857	0.3114754098360656	0.26530612244897955	0.31999999999999995	0.33333333333333337	0.34782608695652173	0.29166666666666663	0.24444444444444446	0.3448275862068966	0.7619047619047619	0.34545454545454546	0.3015873015873016	0.25806451612903225	0.3207547169811321	0.3793103448275862	0.2549019607843137	0.31034482758620685	0.3023255813953488	0.3023255813953488	0.29824561403508776	0.35593220338983056	0.30612244897959184	0.4473684210526315	0.3191489361702128	0.3913043478260869	0.37254901960784315	0.3191489361702128	0.4878048780487805	0.33333333333333337	0.34883720930232553	0.38181818181818183	0.3114754098360656	0.6756756756756757	0.4457831325301205	0.43661971830985913
Pocket Ref	0.5789473684210527	0.6111111111111112	0.5714285714285714	0.6	0.5555555555555556	0.75	0.5714285714285714	0.6170212765957447	0.6571428571428571	0.6111111111111112	0.6428571428571428	0.6875	0.5882352941176471	0.6129032258064516	0.6818181818181819	0.7142857142857143	0.6585365853658536	0.6326530612244898	0.625	0.5384615384615384	0.6363636363636364	0.6756756756756757	0.6818181818181819	0.5862068965517242	0.5862068965517242	0.5813953488372092	0.6	0.5428571428571429	0.7096774193548387	0.5757575757575757	0.6875	0.6216216216216216	0.696969696969697	0.7647058823529411	0.5714285714285714	0.5862068965517242	0.8048780487804879	0.7021276595744681	0.8260869565217391	0.7391304347826086	0.6842105263157895
Final Regulatory Impact Analysis for SO2 National Ambient Air Quality Standards for Lead	0.3448275862068966	0.3214285714285714	0.29032258064516125	0.4	0.4042553191489362	0.42307692307692313	0.29032258064516125	0.31343283582089554	0.23636363636363633	0.3214285714285714	0.41666666666666663	0.46153846153846156	0.2222222222222222	0.2941176470588235	0.25	0.7083333333333333	0.08196721311475408	0.24637681159420288	0.2647058823529411	0.18644067796610164	0.375	0.29824561403508776	0.28125	0.22448979591836737	0.22448979591836737	0.1428571428571429	0.1384615384615384	0.19999999999999996	0.36585365853658536	0.39622641509433965	0.3846153846153846	0.4035087719298246	0.3207547169811321	0.40909090909090906	0.33333333333333337	0.30612244897959184	0.3114754098360656	0.31343283582089554	0.627906976744186	0.3932584269662921	0.35064935064935066
Final Regulatory Impact Analysis for the NO2 National Ambient Air Quality Standards	0.31034482758620685	0.2857142857142857	0.25806451612903225	0.36	0.4042553191489362	0.3846153846153846	0.25806451612903225	0.28358208955223885	0.19999999999999996	0.3214285714285714	0.41666666666666663	0.42307692307692313	0.2222222222222222	0.2941176470588235	0.21875	0.7083333333333333	0.049180327868852514	0.21739130434782605	0.2647058823529411	0.15254237288135597	0.375	0.33333333333333337	0.25	0.22448979591836737	0.22448979591836737	0.1428571428571429	0.10769230769230764	0.1636363636363637	0.3414634146341463	0.3584905660377359	0.34615384615384615	0.4035087719298246	0.3207547169811321	0.40909090909090906	0.33333333333333337	0.30612244897959184	0.2786885245901639	0.31343283582089554	0.627906976744186	0.3932584269662921	0.35064935064935066
National Ambient Air Quality Standards for Particulate Matter	0.3076923076923077	0.36	0.2857142857142857	0.31818181818181823	0.31707317073170727	0.34782608695652173	0.25	0.3114754098360656	0.22448979591836737	0.36	0.38095238095238093	0.4347826086956522	0.16666666666666663	0.24444444444444446	0.24137931034482762	0.7142857142857143	0.23636363636363633	0.3015873015873016	0.29032258064516125	0.24528301886792447	0.31034482758620685	0.2941176470588235	0.27586206896551724	0.3023255813953488	0.3023255813953488	0.22807017543859653	0.2542372881355932	0.26530612244897955	0.42105263157894735	0.23404255319148937	0.30434782608695654	0.33333333333333337	0.276595744680851	0.5365853658536586	0.38095238095238093	0.3023255813953488	0.34545454545454546	0.3770491803278688	0.6216216216216216	0.4698795180722891	0.43661971830985913
National Emission Standards for Hazardous Air Pollutants from the Portland Cement Manufacturing Industry	0.22807017543859653	0.3090909090909091	0.21311475409836067	0.26530612244897955	0.30434782608695654	0.2941176470588235	0.21311475409836067	0.21212121212121215	0.2592592592592593	0.23636363636363633	0.4042553191489362	0.4117647058823529	0.2075471698113207	0.24	0.3015873015873016	0.6595744680851063	0.2666666666666667	0.2941176470588235	0.34328358208955223	0.24137931034482762	0.23809523809523814	0.25	0.2063492063492064	0.29166666666666663	0.29166666666666663	0.25806451612903225	0.28125	0.2592592592592593	0.3580246913580247	0.23076923076923073	0.21568627450980393	0.2857142857142857	0.1923076923076923	0.47126436781609193	0.4042553191489362	0.29166666666666663	0.3666666666666667	0.303030303030303	0.6190476190476191	0.43181818181818177	0.42105263157894735
Regulatory Impact Analysis for the Transport Rule	0.33333333333333337	0.26530612244897955	0.2727272727272727	0.2093023255813954	0.30000000000000004	0.37777777777777777	0.2727272727272727	0.2666666666666667	0.16666666666666663	0.26530612244897955	0.31707317073170727	0.4666666666666667	0.276595744680851	0.2272727272727273	0.368421052631579	0.7560975609756098	0.2222222222222222	0.32258064516129037	0.3114754098360656	0.15384615384615385	0.368421052631579	0.31999999999999995	0.26315789473684215	0.09523809523809523	0.09523809523809523	0.2142857142857143	0.24137931034482762	0.08333333333333337	0.41333333333333333	0.30434782608695654	0.24444444444444446	0.36	0.30434782608695654	0.45679012345679015	0.2682926829268293	0.23809523809523814	0.37037037037037035	0.33333333333333337	0.6666666666666667	0.4878048780487805	0.4285714285714286
Regulatory Impact Analysis of the Proposed Revisions to the National Ambient Air Quality Standards for Lead	0.3448275862068966	0.2857142857142857	0.22580645161290325	0.36	0.3191489361702128	0.3846153846153846	0.19354838709677424	0.22388059701492535	0.19999999999999996	0.2857142857142857	0.375	0.42307692307692313	0.18518518518518523	0.2549019607843137	0.21875	0.7083333333333333	0.14754098360655743	0.2753623188405797	0.20588235294117652	0.15254237288135597	0.28125	0.29824561403508776	0.21875	0.22448979591836737	0.22448979591836737	0.07936507936507942	0.16923076923076918	0.1636363636363637	0.36585365853658536	0.3207547169811321	0.3076923076923077	0.368421052631579	0.3207547169811321	0.40909090909090906	0.33333333333333337	0.26530612244897955	0.3114754098360656	0.25373134328358204	0.627906976744186	0.3707865168539326	0.2987012987012987
Regulatory Impact Analysis, National Ambient Air Quality Standards for Ground-level Ozone, Chapter 6.	0.375	0.29032258064516125	0.2647058823529411	0.3928571428571429	0.39622641509433965	0.3448275862068966	0.20588235294117652	0.20547945205479456	0.21311475409836067	0.29032258064516125	0.4814814814814815	0.4137931034482759	0.23333333333333328	0.29824561403508776	0.22857142857142854	0.5925925925925926	0.16417910447761197	0.22666666666666668	0.21621621621621623	0.16923076923076918	0.3142857142857143	0.3015873015873016	0.2571428571428571	0.2727272727272727	0.2727272727272727	0.13043478260869568	0.18309859154929575	0.21311475409836067	0.2954545454545454	0.35593220338983056	0.3793103448275862	0.39682539682539686	0.3220338983050848	0.36170212765957444	0.37037037037037035	0.3090909090909091	0.31343283582089554	0.28767123287671237	0.6326530612244898	0.34736842105263155	0.32530120481927716
Standards of Performance for New Stationary Sources and Emission Guidelines for Existing Sources: Sewage Sludge Incinerators. Draft Report.	0.3220338983050848	0.26315789473684215	0.2698412698412699	0.2941176470588235	0.33333333333333337	0.4716981132075472	0.23809523809523814	0.20588235294117652	0.3214285714285714	0.22807017543859653	0.4285714285714286	0.39622641509433965	0.23636363636363633	0.1923076923076923	0.32307692307692304	0.6734693877551021	0.25806451612903225	0.2571428571428571	0.2753623188405797	0.23333333333333328	0.3538461538461538	0.27586206896551724	0.2615384615384615	0.28	0.28	0.25	0.2727272727272727	0.25	0.37349397590361444	0.37037037037037035	0.3207547169811321	0.31034482758620685	0.2222222222222222	0.4157303370786517	0.30612244897959184	0.31999999999999995	0.3870967741935484	0.3529411764705882	0.6818181818181819	0.37777777777777777	0.3076923076923077
Particulate Matter Air Pollution and Cardiovascular Disease An Update to the Scientific Statement From the American Heart Association 	0.2857142857142857	0.2962962962962963	0.19999999999999996	0.375	0.37777777777777777	0.36	0.19999999999999996	0.19999999999999996	0.28301886792452835	0.2592592592592593	0.34782608695652173	0.31999999999999995	0.2692307692307693	0.30612244897959184	0.25806451612903225	0.6956521739130435	0.3220338983050848	0.28358208955223885	0.303030303030303	0.29824561403508776	0.29032258064516125	0.2727272727272727	0.19354838709677424	0.36170212765957444	0.36170212765957444	0.3114754098360656	0.33333333333333337	0.3207547169811321	0.42500000000000004	0.2941176470588235	0.31999999999999995	0.34545454545454546	0.33333333333333337	0.4651162790697675	0.3913043478260869	0.276595744680851	0.35593220338983056	0.2615384615384615	0.5609756097560976	0.4252873563218391	0.4666666666666667
The State of Garbage in America, Table 4.	0.4117647058823529	0.3877551020408163	0.38181818181818183	0.3023255813953488	0.30000000000000004	0.37777777777777777	0.2727272727272727	0.30000000000000004	0.20833333333333337	0.4285714285714286	0.41463414634146345	0.37777777777777777	0.3191489361702128	0.31818181818181823	0.4035087719298246	0.7073170731707317	0.33333333333333337	0.3548387096774194	0.34426229508196726	0.2692307692307693	0.33333333333333337	0.4	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.2857142857142857	0.31034482758620685	0.29166666666666663	0.43999999999999995	0.34782608695652173	0.33333333333333337	0.36	0.3913043478260869	0.5061728395061729	0.41463414634146345	0.33333333333333337	0.37037037037037035	0.3666666666666667	0.7222222222222222	0.5121951219512195	0.48571428571428577
Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution	0.3214285714285714	0.2592592592592593	0.16666666666666663	0.29166666666666663	0.28888888888888886	0.28	0.2666666666666667	0.29230769230769227	0.28301886792452835	0.2592592592592593	0.4347826086956522	0.4	0.2692307692307693	0.22448979591836737	0.3548387096774194	0.5652173913043479	0.35593220338983056	0.22388059701492535	0.303030303030303	0.29824561403508776	0.29032258064516125	0.018181818181818188	0.22580645161290325	0.23404255319148937	0.23404255319148937	0.3114754098360656	0.33333333333333337	0.3207547169811321	0.4	0.21568627450980393	0.36	0.2727272727272727	0.2549019607843137	0.39534883720930236	0.34782608695652173	0.3191489361702128	0.35593220338983056	0.3538461538461538	0.5121951219512195	0.4022988505747126	0.43999999999999995
What determines the value of life? A meta-analysis	0.36	0.29166666666666663	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.2727272727272727	0.33333333333333337	0.38983050847457623	0.276595744680851	0.33333333333333337	0.19999999999999996	0.40909090909090906	0.26086956521739135	0.3023255813953488	0.3928571428571429	0.75	0.3584905660377359	0.4098360655737705	0.3666666666666667	0.33333333333333337	0.3571428571428571	0.34693877551020413	0.3571428571428571	0.31707317073170727	0.31707317073170727	0.34545454545454546	0.4035087719298246	0.3191489361702128	0.4864864864864865	0.19999999999999996	0.31818181818181823	0.4285714285714286	0.33333333333333337	0.525	0.4	0.31707317073170727	0.3584905660377359	0.38983050847457623	0.4285714285714286	0.5061728395061729	0.4782608695652174
