	Breakdown of Monetized PM2.5 Health Benefits using Mortality Function from	Intake of mercury from fish lipid peroxidation, and the risk of myocardial infarction and coronary, cardiovascular and any death in Eastern Finnish men.‚Äù	Prenatal Methylmercury Exposure As A Cardiovascular Risk Factor At Seven Years of Age‚Äù, Epidemiology,	Toxicological Effects of Methylmercury.	Environmental Protection Agency.	Co‚ÄëChair NACWA Biosolids Management Committee, e-mail to	Memorandum from Eastern Research Group to Amy Hambrick, U.S. Environmental Protection Agency.	and Emissions Test Database for the Sewage Sludge Incineration Source Category. Memorandum from Eastern Research Group to Amy Hambrick, U.S. Environmental Protection Agency.	The influence of location, source, and emission type in estimates of the human health benefits of reducing a ton of air pollution. Air Qual Atmos Health	Revised Compliance Costs and Economic Inputs for Existing HMIWI.	What Determines the Value of Life?	AP 42, Chapter 2: Solid Waste Disposal.	Environmental Protection Agency Office of Air Quality Planning and Standards.	Guidelines for Preparing Economic Analyses.	OAQPS Control Cost Manual. Section 4.2: NOX Post Combustion. Chapter 1: Selective Noncatalytic Reduction. Publication U.S.	Park, NC. EPA/600/R-09/019F.	Final Regulatory Impact Analysis (RIA) for the NO2 National Ambient Air Quality Standards (NAAQS).	Summary of Expert Opinions on the Existence of a Threshold in the Concentration-Response Function for PM2.5-related Mortality: Technical Support Document. Compiled by Office of Air Quality Planning and Standards, Research Triangle Park,	Lowest Measured Level (LML) Assessment for Rules without Policy-Specific Air Quality Data Available: Technical Support Document. Office of Air Quality Planning and Standards, Research Triangle Park,	Regulatory Impact Analysis for the Transport Rule. Office of Air Quality Planning and Standards, Research Triangle Park,	Lindsay Wichers Stanek (PM Team Leader)‚ÄîNational Center for Environmental Assessment (NCEA), U.S. Environmental Protection Agency	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.‚Äù Environ. Sci. Technol.	Regulatory Impact Analysis,	Regulatory Impact Analysis,	Regulatory Impact Analysis of the Proposed Revisions to the National Ambient Air Quality Standards for Lead. Office of Air Quality Planning and Standards, Research Triangle Park,	Final Regulatory Impact Analysis (RIA) for the SO2 National Ambient Air Quality Standards (NAAQS). Office of Air Quality Planning and Standards, Research Triangle Park,	Regulatory Impact Analysis for the Transport Rule. Office of Air Quality Planning	Costs to be replaced include: (a) bag leak detector replacing opacity test; (b) CO CEMS replacing CO test and secondary chamber temperature monitor;(c) HCl CEMS replacing HCl test, HCl sorbent monitor (dry scrubbers) and scrubber liquor pH monitor (wet Sources: 1. Hospital/Medical/Infectious Waste Incinerators (HMIWI) [EPA-HQ-OAR-2006-0534] Testing and Monitoring Options and Costs Memo	E-mail and attachment from Peter Westlin, EPA, to Mary Johnson,	Some Preliminary Thoughts on the HWI Monitoring.	Stack Testing Costs Parameters/Costs Equation Values A. Parameters 1. Cost index a.	Medical Waste Incinerator Study: Emission Measurement and Continuous Monitoring.	C-34 Table C-4d. Visible Emissions Testing Costs Parameters/Costs Equation Values A. Parameters 1. Operating labor rate, $/hr (LR) $34.60 2. Capital recovery factor, 5-yr equipment life, 7% interest (CRF) = [i x (1 + i)a] / [(1 + i)a - 1], where i = interest rate, a = equipment life 0.24389 B. Total Capital Investment, $ (TCI) = Combination light meter/anemometer ($200) + digital stopwatches (2 each at $25) $250 C. Direct Annual Costs, $/yr 1.	Reporting Requirements 1. Read instructions	State average tipping fees from BioCycle	Where state data unavailable, NSWMA‚Äôs 2005 Tip Fee Survey regional averages were used.	average used. All values corrected to 2008 dollars using CPI data from Bureau of Labor Statistics: http://data.bls.gov/cgi-bin/cpicalc.pl Unit-specific tipping fees are listed in Table 5. 2. Hauling cost:	WAEdmonds 1 FB vs -	Volume based on sludge density of 1215 lbs/yd3 (Pocket Ref (ISBN 1-885071-00-0) page 435). c. Assumed square concrete pad. d. Rail height of 6 feet chosen for minimal concrete surface area requirement. e. Based on cost of $154 per 4&apos; by 8&apos; sheet of flattened aluminum, 0.125 inches thick (Metals Depot: http://www.metalsdepot.com/products/hrsteel2.phtml?page=expanded&LimAcc=$LimAcc) f. Researched concrete slab costs (including installation, materials, and labor) ranged from $3/ft2 to $10/ft2. For this analysis, an average of $6/ft2 was used. g. Capital Recovery Factor based on 7% interest and 15 year lifetime.	assumed density of dewatered sludge is 1215 lbs/yd3 (Pocket Ref (ISBN 1-885071-00-0) page 435) *assumed maximum capacity of hauling vehicles (36 cu yd) for 50+ cu yd/day. (Land application of biosolids: process design manual.
Development of the Inventory Database for the Sewage Sludge Incinerator Source Category	0.7586206896551724	0.7777777777777778	0.7920792079207921	0.8275862068965517	0.8160919540229885	0.8390804597701149	0.8172043010752689	0.6936416184971098	0.7236842105263158	0.8045977011494253	0.7816091954022989	0.8390804597701149	0.7586206896551724	0.7931034482758621	0.7704918032786885	0.9540229885057471	0.7755102040816326	0.8008474576271186	0.7626262626262627	0.7416666666666667	0.7674418604651163	0.7938144329896907	0.7348484848484849	0.8505747126436781	0.8505747126436781	0.7415730337078652	0.7619047619047619	0.7701149425287356	0.8505154639175257	0.7701149425287356	0.735632183908046	0.8390804597701149	0.7931034482758621	0.8747203579418344	0.7471264367816092	0.7816091954022989	0.8045977011494253	0.8088235294117647	0.9080459770114943	0.8928	0.8177777777777778
Facility, Unit, and Emissions Test Database for the Sewage Sludge Incineration Source Category.	0.8	0.7712418300653595	0.8118811881188119	0.8	0.7894736842105263	0.8	0.8210526315789474	0.6358381502890174	0.7039473684210527	0.8	0.7789473684210526	0.8210526315789474	0.7789473684210526	0.7684210526315789	0.7377049180327869	0.9368421052631579	0.7959183673469388	0.788135593220339	0.797979797979798	0.7583333333333333	0.7906976744186046	0.8247422680412371	0.7878787878787878	0.8842105263157894	0.8842105263157894	0.7415730337078652	0.7678571428571429	0.7894736842105263	0.8427835051546392	0.7684210526315789	0.7684210526315789	0.8	0.7684210526315789	0.8635346756152126	0.7789473684210526	0.8105263157894737	0.7789473684210526	0.803921568627451	0.9052631578947369	0.8912	0.8044444444444444
Letter from Dr. Daniel Krewski to HEI’s Dr. Kate Adams (dated July 7, 2009) regarding “EPA queries regarding HEI Report 140”. Dr. Adams then forwarded the letter on July 10, 2009 to EPA’s Beth Hassett-Sipple.	0.8365384615384616	1.0	1.0	0.8894230769230769	0.9038461538461539	1.0	0.8173076923076923	0.7788461538461539	0.7884615384615384	0.8413461538461539	0.8798076923076923	0.8990384615384616	0.8413461538461539	0.8605769230769231	0.8125	0.9326923076923077	0.8125	0.8177966101694916	0.8317307692307693	0.7836538461538461	1.0	0.8076923076923077	1.0	0.9134615384615384	0.9134615384615384	0.8125	0.8221153846153846	0.8221153846153846	0.7938144329896907	0.8413461538461539	0.8653846153846154	0.7980769230769231	0.8221153846153846	0.8076062639821029	0.8701923076923077	0.875	1.0	0.8509615384615384	0.9375	0.8352	0.8311111111111111
MACT Floor Analysis for the Sewage Sludge Incinerator Source Category	0.8513513513513513	0.803921568627451	0.8118811881188119	0.8115942028985508	0.8260869565217391	0.7971014492753623	0.7849462365591398	0.6936416184971098	0.7631578947368421	0.8405797101449275	0.7536231884057971	0.7971014492753623	0.8571428571428571	0.7536231884057971	0.7704918032786885	0.9420289855072463	0.6836734693877551	0.8305084745762712	0.8131313131313131	0.6916666666666667	0.7984496124031008	0.7835051546391752	0.7803030303030303	0.855072463768116	0.855072463768116	0.7865168539325843	0.7440476190476191	0.6790123456790124	0.8737113402061856	0.7971014492753623	0.7971014492753623	0.8072289156626506	0.8	0.8948545861297539	0.7681159420289855	0.8115942028985508	0.7906976744186046	0.8333333333333334	0.8840579710144928	0.9168	0.8444444444444444
Medical Waste Incinerator Study: Emission Measurement and Continuous Monitoring (II-B-89)	0.8202247191011236	0.7843137254901961	0.8316831683168316	0.8314606741573034	0.8202247191011236	0.7640449438202247	0.8279569892473119	0.7630057803468208	0.75	0.7303370786516854	0.8089887640449438	0.8202247191011236	0.8314606741573034	0.797752808988764	0.7786885245901639	0.9438202247191011	0.8367346938775511	0.8220338983050848	0.8181818181818182	0.7666666666666667	0.7829457364341085	0.8247422680412371	0.7651515151515151	0.8314606741573034	0.8314606741573034	0.797752808988764	0.8095238095238095	0.8202247191011236	0.8479381443298969	0.7752808988764045	0.7191011235955056	0.7865168539325843	0.11235955056179775	0.8814317673378076	0.797752808988764	0.7865168539325843	0.8426966292134831	0.8235294117647058	0.8764044943820225	0.9056	0.8355555555555556
Monitoring Options for SNCR & Test Cost Questions	0.7567567567567568	0.8235294117647058	0.8118811881188119	0.7959183673469388	0.7755102040816326	0.7857142857142857	0.7741935483870968	0.8323699421965318	0.8223684210526315	0.78125	0.7959183673469388	0.7959183673469388	0.7792207792207793	0.8163265306122449	0.7868852459016393	0.8979591836734694	0.7653061224489796	0.8559322033898306	0.8686868686868687	0.8166666666666667	0.7829457364341085	0.7731958762886598	0.8333333333333334	0.8163265306122449	0.8163265306122449	0.8426966292134831	0.8452380952380952	0.7530864197530864	0.9020618556701031	0.7301587301587301	0.8775510204081632	0.7710843373493976	0.725	0.9172259507829977	0.6530612244897959	0.8367346938775511	0.8255813953488372	0.8627450980392157	0.8367346938775511	0.9408	0.8711111111111111
Monitoring Options for SNCR on Medical Waste Incinerators	0.7972972972972973	0.7908496732026143	0.801980198019802	0.7368421052631579	0.7894736842105263	0.8771929824561403	0.7741935483870968	0.815028901734104	0.8026315789473685	0.8125	0.8070175438596491	0.7368421052631579	0.7402597402597403	0.7894736842105263	0.7786885245901639	0.9122807017543859	0.7653061224489796	0.8347457627118644	0.8434343434343434	0.775	0.7829457364341085	0.7731958762886598	0.7878787878787878	0.8245614035087719	0.8245614035087719	0.8089887640449438	0.8035714285714286	0.7654320987654321	0.8711340206185567	0.8095238095238095	0.8070175438596491	0.7951807228915663	0.7375	0.901565995525727	0.7368421052631579	0.8596491228070176	0.8023255813953488	0.8382352941176471	0.8596491228070176	0.9296	0.8622222222222222
Revised Compliance Costs and Economic Inputs for Existing HMIWI	0.8108108108108109	0.7973856209150327	0.7920792079207921	0.7936507936507936	0.7777777777777778	0.873015873015873	0.7849462365591398	0.8092485549132948	0.7894736842105263	0.015625	0.8095238095238095	0.7936507936507936	0.8051948051948052	0.7142857142857143	0.7950819672131147	0.9365079365079365	0.7959183673469388	0.847457627118644	0.8383838383838383	0.8	0.813953488372093	0.7525773195876289	0.8181818181818182	0.8095238095238095	0.8095238095238095	0.8202247191011236	0.8214285714285714	0.7901234567901234	0.884020618556701	0.9047619047619048	0.7777777777777778	0.7590361445783133	0.7875	0.912751677852349	0.7936507936507936	0.7936507936507936	0.8023255813953488	0.8235294117647058	0.8412698412698413	0.9264	0.8622222222222222
Sewage Sludge Incinerator Informational Meeting with the National Association of Clean Water Agencies	0.7920792079207921	0.7254901960784313	0.8415841584158416	0.8316831683168316	0.7722772277227723	0.8217821782178217	0.801980198019802	0.6936416184971098	0.7171052631578947	0.7920792079207921	0.7920792079207921	0.8316831683168316	0.7722772277227723	0.7821782178217822	0.819672131147541	0.9504950495049505	0.7623762376237624	0.7838983050847458	0.7727272727272727	0.8	0.7286821705426356	0.8415841584158416	0.75	0.8316831683168316	0.8316831683168316	0.7471910112359551	0.7321428571428571	0.7326732673267327	0.8298969072164949	0.7623762376237624	0.7623762376237624	0.7722772277227723	0.6831683168316832	0.8501118568232662	0.801980198019802	0.7821782178217822	0.7920792079207921	0.7598039215686274	0.9108910891089109	0.8768	0.7955555555555556
Some Preliminary Thoughts on HWI Monitoring	0.7972972972972973	0.8366013071895425	0.8217821782178217	0.7674418604651163	0.7674418604651163	0.8392857142857143	0.7741935483870968	0.8323699421965318	0.8421052631578947	0.78125	0.7906976744186046	0.8837209302325582	0.7662337662337663	0.8604651162790697	0.8278688524590164	0.9302325581395349	0.826530612244898	0.8728813559322034	0.8585858585858586	0.825	0.8217054263565892	0.7731958762886598	0.8333333333333334	0.7906976744186046	0.7906976744186046	0.8426966292134831	0.8571428571428571	0.7654320987654321	0.9072164948453608	0.7936507936507936	0.10416666666666667	0.8072289156626506	0.6875	0.9261744966442953	0.813953488372093	0.8372093023255814	0.8488372093023255	0.8823529411764706	0.8604651162790697	0.9424	0.8755555555555555
Table on state average tipping fees	0.7972972972972973	0.8562091503267973	0.8217821782178217	0.8717948717948718	0.7428571428571429	0.8392857142857143	0.8064516129032258	0.8554913294797688	0.8355263157894737	0.75	0.8285714285714286	0.8461538461538461	0.8051948051948052	0.7441860465116279	0.8360655737704918	0.9142857142857143	0.826530612244898	0.8813559322033898	0.8737373737373737	0.8416666666666667	0.8449612403100775	0.7938144329896907	0.8484848484848485	0.8285714285714286	0.8285714285714286	0.8651685393258427	0.8690476190476191	0.8148148148148148	0.9201030927835051	0.7619047619047619	0.8541666666666666	0.7831325301204819	0.825	0.9261744966442953	0.8372093023255814	0.6	0.7790697674418605	0.8578431372549019	0.8285714285714286	0.9504	0.8933333333333333
Biosolids, Frequently Asked Questions	0.7837837837837838	0.8627450980392157	0.8514851485148515	0.8205128205128205	0.8648648648648649	0.75	0.8172043010752689	0.8670520231213873	0.8486842105263158	0.796875	0.8648648648648649	0.8717948717948718	0.7922077922077922	0.813953488372093	0.8278688524590164	0.9459459459459459	0.826530612244898	0.8898305084745762	0.8939393939393939	0.8583333333333333	0.8449612403100775	0.8041237113402062	0.8636363636363636	0.8378378378378378	0.8378378378378378	0.8707865168539326	0.8690476190476191	0.8148148148148148	0.9252577319587629	0.7777777777777778	0.8333333333333334	0.8072289156626506	0.8	0.9373601789709173	0.6744186046511628	0.9	0.8255813953488372	0.8970588235294118	0.8378378378378378	0.952	0.9022222222222223
cost and emission reduction of the MACT floor level of control	0.7702702702702703	0.7908496732026143	0.7821782178217822	0.7741935483870968	0.7903225806451613	0.8064516129032258	0.7419354838709677	0.7861271676300579	0.7171052631578947	0.828125	0.7258064516129032	0.8387096774193549	0.7662337662337663	0.8225806451612904	0.7622950819672131	0.9193548387096774	0.8061224489795918	0.826271186440678	0.8181818181818182	0.7916666666666666	0.7829457364341085	0.7628865979381443	0.7727272727272727	0.8870967741935484	0.8870967741935484	0.8033707865168539	0.8214285714285714	0.7777777777777778	0.8865979381443299	0.8253968253968254	0.7258064516129032	0.7469879518072289	0.7875	0.8993288590604027	0.7903225806451613	0.7741935483870968	0.8023255813953488	0.8431372549019608	0.8387096774193549	0.9168	0.8355555555555556
Estimation of Baseline Emissions from Existing Sewage Sludge Incineration Units	0.759493670886076	0.7712418300653595	0.8118811881188119	0.7974683544303798	0.7974683544303798	0.7848101265822784	0.7634408602150538	0.7572254335260116	0.743421052631579	0.7974683544303798	0.7721518987341772	0.8481012658227848	0.8227848101265823	0.7721518987341772	0.7295081967213115	0.9493670886075949	0.8163265306122449	0.8135593220338984	0.8282828282828283	0.7833333333333333	0.751937984496124	0.8041237113402062	0.7575757575757576	0.8734177215189873	0.8734177215189873	0.7865168539325843	0.8154761904761905	0.7901234567901234	0.8582474226804123	0.7341772151898734	0.759493670886076	0.8433734939759037	0.8	0.8814317673378076	0.7468354430379747	0.7721518987341772	0.8372093023255814	0.8186274509803921	0.8860759493670886	0.904	0.8177777777777778
SSI Inventory Updated Information	0.7837837837837838	0.869281045751634	0.8613861386138614	0.8974358974358975	0.8181818181818182	0.8392857142857143	0.8279569892473119	0.8554913294797688	0.8552631578947368	0.78125	0.8823529411764706	0.8461538461538461	0.8181818181818182	0.8372093023255814	0.8442622950819673	0.9696969696969697	0.8163265306122449	0.9067796610169492	0.8939393939393939	0.8583333333333333	0.8527131782945736	0.8041237113402062	0.8484848484848485	0.7272727272727273	0.7272727272727273	0.8764044943820225	0.8809523809523809	0.8024691358024691	0.9355670103092784	0.7936507936507936	0.7916666666666666	0.8192771084337349	0.775	0.9485458612975392	0.7209302325581395	0.8	0.8837209302325582	0.9019607843137255	0.9090909090909091	0.9584	0.9066666666666666
Land Applications for biosolides: Process Design Manual 	0.8108108108108109	0.803921568627451	0.7920792079207921	0.8214285714285714	0.7678571428571429	0.8392857142857143	0.7741935483870968	0.8323699421965318	0.7763157894736842	0.75	0.8035714285714286	0.7321428571428571	0.7662337662337663	0.7678571428571429	0.7950819672131147	0.9285714285714286	0.7755102040816326	0.8389830508474576	0.8282828282828283	0.775	0.7829457364341085	0.7628865979381443	0.8181818181818182	0.8571428571428571	0.8571428571428571	0.8202247191011236	0.8154761904761905	0.7530864197530864	0.8865979381443299	0.8095238095238095	0.8035714285714286	0.7590361445783133	0.8	0.912751677852349	0.8035714285714286	0.7857142857142857	0.8255813953488372	0.8382352941176471	0.8392857142857143	0.9248	0.8044444444444444
Pocket Ref	0.918918918918919	0.954248366013072	0.9207920792079208	0.8461538461538461	0.84375	0.9107142857142857	0.9247311827956989	0.9595375722543352	0.9539473684210527	0.921875	0.8529411764705882	0.8974358974358975	0.9090909090909091	0.9069767441860465	0.9344262295081968	0.8571428571428571	0.9387755102040817	0.9661016949152542	0.9595959595959596	0.9333333333333333	0.9457364341085271	0.9484536082474226	0.9545454545454546	0.8888888888888888	0.8888888888888888	0.9606741573033708	0.9583333333333334	0.9012345679012346	0.979381443298969	0.9206349206349206	0.8958333333333334	0.927710843373494	0.9375	0.9798657718120806	0.8604651162790697	0.875	0.9534883720930233	0.9656862745098039	0.8947368421052632	0.984	0.9555555555555556
Final Regulatory Impact Analysis for SO2 National Ambient Air Quality Standards for Lead	0.7727272727272727	0.7647058823529411	0.7920792079207921	0.8181818181818182	0.8068181818181818	0.7840909090909091	0.8279569892473119	0.791907514450867	0.7368421052631579	0.8068181818181818	0.7954545454545454	0.8181818181818182	0.75	0.7613636363636364	0.7704918032786885	0.9318181818181818	0.19387755102040816	0.7584745762711864	0.7323232323232324	0.5083333333333333	0.7209302325581395	0.8144329896907216	0.75	0.7045454545454546	0.7045454545454546	0.5955056179775281	0.4880952380952381	0.5	0.8530927835051546	0.75	0.7954545454545454	0.7840909090909091	0.8181818181818182	0.883668903803132	0.7954545454545454	0.8295454545454546	0.8295454545454546	0.8137254901960784	0.9090909090909091	0.9024	0.8266666666666667
Final Regulatory Impact Analysis for the NO2 National Ambient Air Quality Standards	0.7831325301204819	0.7777777777777778	0.7821782178217822	0.7951807228915663	0.7710843373493976	0.8072289156626506	0.8172043010752689	0.791907514450867	0.7236842105263158	0.8072289156626506	0.7710843373493976	0.8313253012048193	0.7469879518072289	0.7590361445783133	0.7786885245901639	0.927710843373494	0.15306122448979592	0.7796610169491526	0.7575757575757576	0.5416666666666666	0.751937984496124	0.8041237113402062	0.7575757575757576	0.6867469879518072	0.6867469879518072	0.6348314606741573	0.5119047619047619	0.40963855421686746	0.8608247422680413	0.7590361445783133	0.7590361445783133	0.8313253012048193	0.8313253012048193	0.8859060402684564	0.7831325301204819	0.8192771084337349	0.872093023255814	0.8088235294117647	0.9156626506024096	0.9072	0.8355555555555556
National Ambient Air Quality Standards for Particulate Matter	0.7567567567567568	0.7777777777777778	0.7920792079207921	0.7868852459016393	0.7704918032786885	0.819672131147541	0.8064516129032258	0.815028901734104	0.7828947368421053	0.828125	0.7704918032786885	0.819672131147541	0.7402597402597403	0.8032786885245902	0.7950819672131147	0.9180327868852459	0.7448979591836735	0.8305084745762712	0.7929292929292929	0.7	0.813953488372093	0.6907216494845361	0.7196969696969697	0.8524590163934426	0.8524590163934426	0.6910112359550562	0.6845238095238095	0.7530864197530864	0.8891752577319587	0.8571428571428571	0.819672131147541	0.7831325301204819	0.75	0.9038031319910514	0.8032786885245902	0.7704918032786885	0.813953488372093	0.8480392156862745	0.8852459016393442	0.9216	0.8666666666666667
National Emission Standards for Hazardous Air Pollutants from the Portland Cement Manufacturing Industry	0.7884615384615384	0.7450980392156863	0.8461538461538461	0.8269230769230769	0.8269230769230769	0.8076923076923077	0.7980769230769231	0.7456647398843931	0.7697368421052632	0.7788461538461539	0.8365384615384616	0.8461538461538461	0.7403846153846154	0.7980769230769231	0.7950819672131147	0.9423076923076923	0.8365384615384616	0.7838983050847458	0.7878787878787878	0.775	0.7906976744186046	0.7980769230769231	0.7803030303030303	0.875	0.875	0.7415730337078652	0.75	0.7884615384615384	0.8402061855670103	0.75	0.75	0.7788461538461539	0.7211538461538461	0.854586129753915	0.7788461538461539	0.8269230769230769	0.8173076923076923	0.8088235294117647	0.9038461538461539	0.8848	0.8355555555555556
Regulatory Impact Analysis for the Transport Rule	0.8108108108108109	0.8235294117647058	0.7524752475247525	0.8163265306122449	0.7959183673469388	0.8571428571428571	0.7956989247311828	0.8439306358381503	0.7894736842105263	0.796875	0.7551020408163265	0.7755102040816326	0.8051948051948052	0.8979591836734694	0.8360655737704918	0.9183673469387755	0.5816326530612245	0.8728813559322034	0.8484848484848485	0.5916666666666667	0.8294573643410853	0.7731958762886598	0.7878787878787878	0.46938775510204084	0.46938775510204084	0.7471910112359551	0.7261904761904762	0.3950617283950617	0.904639175257732	0.8095238095238095	0.7755102040816326	0.7710843373493976	0.7875	0.9172259507829977	0.7959183673469388	0.7959183673469388	0.7906976744186046	0.8529411764705882	0.8367346938775511	0.9344	0.8622222222222222
Regulatory Impact Analysis of the Proposed Revisions to the National Ambient Air Quality Standards for Lead	0.7289719626168224	0.7647058823529411	0.8504672897196262	0.822429906542056	0.8130841121495327	0.794392523364486	0.8037383177570093	0.7687861271676301	0.7368421052631579	0.7850467289719626	0.8037383177570093	0.8411214953271028	0.719626168224299	0.7850467289719626	0.7950819672131147	0.9439252336448598	0.3925233644859813	0.7203389830508474	0.7121212121212122	0.5583333333333333	0.7751937984496124	0.822429906542056	0.7348484848484849	0.7570093457943925	0.7570093457943925	0.398876404494382	0.5773809523809523	0.4953271028037383	0.8376288659793815	0.7757009345794392	0.794392523364486	0.7476635514018691	0.7570093457943925	0.8657718120805369	0.7850467289719626	0.8317757009345794	0.7850467289719626	0.7941176470588235	0.9158878504672897	0.8784	0.8088888888888889
Regulatory Impact Analysis, National Ambient Air Quality Standards for Ground-level Ozone, Chapter 6.	0.8217821782178217	0.7581699346405228	0.8811881188118812	0.8316831683168316	0.8118811881188119	0.7722772277227723	0.801980198019802	0.791907514450867	0.7697368421052632	0.7722772277227723	0.8316831683168316	0.8415841584158416	0.7128712871287128	0.8316831683168316	0.8032786885245902	0.9108910891089109	0.5643564356435643	0.809322033898305	0.7777777777777778	0.5583333333333333	0.7829457364341085	0.8514851485148515	0.7651515151515151	0.7326732673267327	0.7326732673267327	0.550561797752809	0.5297619047619048	0.6039603960396039	0.8530927835051546	0.801980198019802	0.801980198019802	0.7821782178217822	0.7722772277227723	0.8702460850111857	0.801980198019802	0.801980198019802	0.7821782178217822	0.8088235294117647	0.9108910891089109	0.8896	0.8266666666666667
Standards of Performance for New Stationary Sources and Emission Guidelines for Existing Sources: Sewage Sludge Incinerators. Draft Report.	0.762589928057554	0.7777777777777778	0.7769784172661871	0.8633093525179856	0.8561151079136691	0.8129496402877698	0.7841726618705036	0.7514450867052023	0.75	0.7482014388489209	0.8345323741007195	0.8561151079136691	0.762589928057554	0.8057553956834532	0.8057553956834532	0.9496402877697842	0.7913669064748201	0.7457627118644068	0.7626262626262627	0.7697841726618705	0.8057553956834532	0.7553956834532374	0.7913669064748201	0.8992805755395683	0.8992805755395683	0.7696629213483146	0.7916666666666666	0.7913669064748201	0.7912371134020618	0.8057553956834532	0.7913669064748201	0.762589928057554	0.7194244604316546	0.8344519015659956	0.8201438848920863	0.8273381294964028	0.7697841726618705	0.7745098039215687	0.920863309352518	0.856	0.7955555555555556
Particulate Matter Air Pollution and Cardiovascular Disease An Update to the Scientific Statement From the American Heart Association 	0.7835820895522388	0.7973856209150327	0.6940298507462687	0.8283582089552238	0.8507462686567164	0.7835820895522388	0.7910447761194029	0.7803468208092486	0.7697368421052632	0.8059701492537313	0.835820895522388	0.835820895522388	0.7686567164179104	0.8283582089552238	0.7910447761194029	0.9402985074626866	0.7686567164179104	0.7627118644067796	0.7727272727272727	0.7686567164179104	0.8283582089552238	0.7238805970149254	0.7761194029850746	0.8731343283582089	0.8731343283582089	0.7808988764044944	0.7857142857142857	0.7611940298507462	0.8118556701030928	0.7686567164179104	0.8208955223880597	0.7686567164179104	0.746268656716418	0.8299776286353467	0.8134328358208955	0.8208955223880597	0.7686567164179104	0.7549019607843137	0.9253731343283582	0.8656	0.8088888888888889
The State of Garbage in America, Table 4.	0.8108108108108109	0.8366013071895425	0.801980198019802	0.8780487804878049	0.8048780487804879	0.7321428571428571	0.7849462365591398	0.8323699421965318	0.8289473684210527	0.8125	0.8048780487804879	0.8536585365853658	0.7792207792207793	0.7906976744186046	0.819672131147541	0.8780487804878049	0.7857142857142857	0.8686440677966102	0.8636363636363636	0.8	0.8062015503875969	0.8041237113402062	0.7878787878787878	0.7804878048780488	0.7804878048780488	0.848314606741573	0.8392857142857143	0.8024691358024691	0.9252577319587629	0.7777777777777778	0.8125	0.7590361445783133	0.8	0.9284116331096197	0.8837209302325582	0.7560975609756098	0.7209302325581395	0.8529411764705882	0.8780487804878049	0.944	0.8755555555555555
Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution	0.78125	0.7581699346405228	0.8514851485148515	0.8229166666666666	0.8229166666666666	0.78125	0.8541666666666666	0.7514450867052023	0.7368421052631579	0.75	0.8229166666666666	0.8020833333333334	0.8125	0.7916666666666666	0.7459016393442623	0.9270833333333334	0.8571428571428571	0.7923728813559322	0.797979797979798	0.825	0.7674418604651163	0.010309278350515464	0.6893939393939394	0.8229166666666666	0.8229166666666666	0.7865168539325843	0.7916666666666666	0.7708333333333334	0.8402061855670103	0.7708333333333334	0.78125	0.84375	0.7708333333333334	0.8747203579418344	0.78125	0.8125	0.8333333333333334	0.803921568627451	0.8854166666666666	0.8976	0.8311111111111111
What determines the value of life? A meta-analysis	0.8108108108108109	0.8169934640522876	0.7920792079207921	0.8	0.78	0.8392857142857143	0.7849462365591398	0.8439306358381503	0.7960526315789473	0.828125	0.38	0.82	0.7662337662337663	0.7	0.819672131147541	0.9	0.7551020408163265	0.8559322033898306	0.8333333333333334	0.7833333333333333	0.7984496124031008	0.8144329896907216	0.7803030303030303	0.76	0.76	0.8202247191011236	0.8095238095238095	0.7407407407407407	0.904639175257732	0.7777777777777778	0.8	0.7469879518072289	0.7625	0.912751677852349	0.82	0.76	0.7558139534883721	0.8529411764705882	0.8	0.9312	0.8533333333333334
Prenatal methylmercury exposure as a cardiovascular risk factor at seven years of age	0.8117647058823529	0.7450980392156863	0.26732673267326734	0.8352941176470589	0.8352941176470589	0.8117647058823529	0.8279569892473119	0.7745664739884393	0.7828947368421053	0.7529411764705882	0.8	0.8	0.8352941176470589	0.8117647058823529	0.7868852459016393	0.9411764705882353	0.8061224489795918	0.7966101694915254	0.7929292929292929	0.7666666666666667	0.7906976744186046	0.8350515463917526	0.7651515151515151	0.8470588235294118	0.8470588235294118	0.7584269662921348	0.7678571428571429	0.8352941176470589	0.8530927835051546	0.8	0.8117647058823529	0.8352941176470589	0.8117647058823529	0.8791946308724832	0.8117647058823529	0.8117647058823529	0.8255813953488372	0.7892156862745098	0.8823529411764706	0.8944	0.8177777777777778
