	Breakdown of Monetized PM2.5 Health Benefits using Mortality Function from	Intake of mercury from fish lipid peroxidation, and the risk of myocardial infarction and coronary, cardiovascular and any death in Eastern Finnish men.‚Äù	Prenatal Methylmercury Exposure As A Cardiovascular Risk Factor At Seven Years of Age‚Äù, Epidemiology,	Toxicological Effects of Methylmercury.	Environmental Protection Agency.	Co‚ÄëChair NACWA Biosolids Management Committee, e-mail to	Memorandum from Eastern Research Group to Amy Hambrick, U.S. Environmental Protection Agency.	and Emissions Test Database for the Sewage Sludge Incineration Source Category. Memorandum from Eastern Research Group to Amy Hambrick, U.S. Environmental Protection Agency.	The influence of location, source, and emission type in estimates of the human health benefits of reducing a ton of air pollution. Air Qual Atmos Health	Revised Compliance Costs and Economic Inputs for Existing HMIWI.	What Determines the Value of Life?	AP 42, Chapter 2: Solid Waste Disposal.	Environmental Protection Agency Office of Air Quality Planning and Standards.	Guidelines for Preparing Economic Analyses.	OAQPS Control Cost Manual. Section 4.2: NOX Post Combustion. Chapter 1: Selective Noncatalytic Reduction. Publication U.S.	Park, NC. EPA/600/R-09/019F.	Final Regulatory Impact Analysis (RIA) for the NO2 National Ambient Air Quality Standards (NAAQS).	Summary of Expert Opinions on the Existence of a Threshold in the Concentration-Response Function for PM2.5-related Mortality: Technical Support Document. Compiled by Office of Air Quality Planning and Standards, Research Triangle Park,	Lowest Measured Level (LML) Assessment for Rules without Policy-Specific Air Quality Data Available: Technical Support Document. Office of Air Quality Planning and Standards, Research Triangle Park,	Regulatory Impact Analysis for the Transport Rule. Office of Air Quality Planning and Standards, Research Triangle Park,	Lindsay Wichers Stanek (PM Team Leader)‚ÄîNational Center for Environmental Assessment (NCEA), U.S. Environmental Protection Agency	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.‚Äù Environ. Sci. Technol.	Regulatory Impact Analysis,	Regulatory Impact Analysis of the Proposed Revisions to the National Ambient Air Quality Standards for Lead. Office of Air Quality Planning and Standards, Research Triangle Park,	Final Regulatory Impact Analysis (RIA) for the SO2 National Ambient Air Quality Standards (NAAQS). Office of Air Quality Planning and Standards, Research Triangle Park,	Regulatory Impact Analysis for the Transport Rule. Office of Air Quality Planning	Costs to be replaced include: (a) bag leak detector replacing opacity test; (b) CO CEMS replacing CO test and secondary chamber temperature monitor;(c) HCl CEMS replacing HCl test, HCl sorbent monitor (dry scrubbers) and scrubber liquor pH monitor (wet Sources: 1. Hospital/Medical/Infectious Waste Incinerators (HMIWI) [EPA-HQ-OAR-2006-0534] Testing and Monitoring Options and Costs Memo	E-mail and attachment from Peter Westlin, EPA, to Mary Johnson,	Some Preliminary Thoughts on the HWI Monitoring.	Stack Testing Costs Parameters/Costs Equation Values A. Parameters 1. Cost index a.	Medical Waste Incinerator Study: Emission Measurement and Continuous Monitoring.	C-34 Table C-4d. Visible Emissions Testing Costs Parameters/Costs Equation Values A. Parameters 1. Operating labor rate, $/hr (LR) $34.60 2. Capital recovery factor, 5-yr equipment life, 7% interest (CRF) = [i x (1 + i)a] / [(1 + i)a - 1], where i = interest rate, a = equipment life 0.24389 B. Total Capital Investment, $ (TCI) = Combination light meter/anemometer ($200) + digital stopwatches (2 each at $25) $250 C. Direct Annual Costs, $/yr 1.	Reporting Requirements 1. Read instructions	State average tipping fees from BioCycle	Where state data unavailable, NSWMA‚Äôs 2005 Tip Fee Survey regional averages were used.	average used. All values corrected to 2008 dollars using CPI data from Bureau of Labor Statistics: http://data.bls.gov/cgi-bin/cpicalc.pl Unit-specific tipping fees are listed in Table 5. 2. Hauling cost:	WAEdmonds 1 FB vs -	Volume based on sludge density of 1215 lbs/yd3 (Pocket Ref (ISBN 1-885071-00-0) page 435). c. Assumed square concrete pad. d. Rail height of 6 feet chosen for minimal concrete surface area requirement. e. Based on cost of $154 per 4&apos; by 8&apos; sheet of flattened aluminum, 0.125 inches thick (Metals Depot: http://www.metalsdepot.com/products/hrsteel2.phtml?page=expanded&LimAcc=$LimAcc) f. Researched concrete slab costs (including installation, materials, and labor) ranged from $3/ft2 to $10/ft2. For this analysis, an average of $6/ft2 was used. g. Capital Recovery Factor based on 7% interest and 15 year lifetime.	assumed density of dewatered sludge is 1215 lbs/yd3 (Pocket Ref (ISBN 1-885071-00-0) page 435) *assumed maximum capacity of hauling vehicles (36 cu yd) for 50+ cu yd/day. (Land application of biosolids: process design manual.
Public Health Statement for Lead	0.7945205479452054	0.881578947368421	0.8316831683168316	0.8421052631578947	0.8125	0.75	0.8202247191011236	0.875	0.8456375838926175	0.7936507936507936	0.8484848484848485	0.8055555555555556	0.8157894736842105	0.8095238095238095	0.8421052631578947	0.90625	0.7956989247311828	0.8951965065502183	0.8743455497382199	0.8376068376068376	0.8387096774193549	0.8279569892473119	0.8527131782945736	0.875	0.8628571428571429	0.8633540372670807	0.8	0.9256198347107438	0.7796610169491526	0.7872340425531915	0.8227848101265823	0.7948717948717948	0.9331619537275064	0.8333333333333334	0.8	0.8372093023255814	0.8994708994708994	0.90625	0.9509632224168126	0.8942307692307693
Review of EPA’s Integrated Science Assessment for Particulate Matter First External Review Draft December 2008	0.7818181818181819	0.7894736842105263	0.8181818181818182	0.8363636363636363	0.8272727272727273	0.8181818181818182	0.7909090909090909	0.7738095238095238	0.7651006711409396	0.7727272727272727	0.8272727272727273	0.8363636363636363	0.7545454545454545	0.7818181818181819	0.8333333333333334	0.9363636363636364	0.7909090909090909	0.7641921397379913	0.7905759162303665	0.811965811965812	0.8225806451612904	0.8454545454545455	0.7131782945736435	0.8727272727272727	0.7542857142857143	0.7763975155279503	0.7818181818181819	0.8347107438016529	0.7636363636363637	0.8272727272727273	0.7727272727272727	0.7727272727272727	0.8329048843187661	0.8090909090909091	0.8181818181818182	0.7727272727272727	0.7777777777777778	0.9090909090909091	0.8686514886164624	0.8125
Review of EPAs Draft Health Benefits of the Second Section 812 Prospective Study of the Clean Air Act	0.7326732673267327	0.7171052631578947	0.8712871287128713	0.8217821782178217	0.801980198019802	0.7821782178217822	0.7722772277227723	0.7440476190476191	0.6845637583892618	0.7623762376237624	0.8118811881188119	0.8217821782178217	0.7722772277227723	0.8118811881188119	0.7631578947368421	0.9405940594059405	0.7920792079207921	0.759825327510917	0.7801047120418848	0.7777777777777778	0.782258064516129	0.8217821782178217	0.7364341085271318	0.8811881188118812	0.7542857142857143	0.7888198757763976	0.7326732673267327	0.837465564738292	0.7425742574257426	0.7821782178217822	0.7920792079207921	0.7722772277227723	0.8457583547557841	0.7821782178217822	0.8217821782178217	0.8118811881188119	0.783068783068783	0.9108910891089109	0.8756567425569177	0.8125
Review of EPAs Integrated Science Assesment for Particulate Matter First External Review Draft December 2008	0.7777777777777778	0.7894736842105263	0.8148148148148148	0.8333333333333334	0.8240740740740741	0.8148148148148148	0.7870370370370371	0.7678571428571429	0.7651006711409396	0.7685185185185185	0.8240740740740741	0.8333333333333334	0.7592592592592593	0.7777777777777778	0.8157894736842105	0.9351851851851852	0.7962962962962963	0.7641921397379913	0.7905759162303665	0.811965811965812	0.8145161290322581	0.8425925925925926	0.7131782945736435	0.8703703703703703	0.7542857142857143	0.7701863354037267	0.7777777777777778	0.8319559228650137	0.7592592592592593	0.8240740740740741	0.7777777777777778	0.7870370370370371	0.8329048843187661	0.8055555555555556	0.8148148148148148	0.7685185185185185	0.7777777777777778	0.9074074074074074	0.8704028021015762	0.8125
Review of Integrated Science Assessment for Particulate Matter Second External Review Draft July 2009	0.7722772277227723	0.7828947368421053	0.8415841584158416	0.8217821782178217	0.801980198019802	0.8118811881188119	0.8118811881188119	0.7678571428571429	0.7449664429530202	0.7623762376237624	0.8118811881188119	0.8415841584158416	0.7524752475247525	0.7524752475247525	0.7982456140350878	0.9207920792079208	0.7722772277227723	0.7729257641921398	0.7643979057591623	0.7692307692307693	0.8145161290322581	0.8415841584158416	0.7209302325581395	0.8613861386138614	0.7657142857142857	0.7950310559006211	0.7722772277227723	0.8429752066115702	0.7326732673267327	0.8217821782178217	0.7920792079207921	0.7821782178217822	0.8431876606683805	0.801980198019802	0.8217821782178217	0.7722772277227723	0.7724867724867724	0.9108910891089109	0.8791593695271454	0.8028846153846154
SAB Advisory on EPA’s Issues in Valuing Mortality Risk Reduction	0.684931506849315	0.8223684210526315	0.801980198019802	0.8125	0.765625	0.8125	0.7865168539325843	0.8095238095238095	0.7919463087248322	0.84375	0.765625	0.78125	0.8026315789473685	0.796875	0.7280701754385965	0.890625	0.7419354838709677	0.8296943231441049	0.8167539267015707	0.7777777777777778	0.7983870967741935	0.7419354838709677	0.7829457364341085	0.8125	0.8057142857142857	0.7950310559006211	0.825	0.8787878787878788	0.828125	0.8125	0.7468354430379747	0.8076923076923077	0.8894601542416453	0.765625	0.828125	0.8372093023255814	0.8306878306878307	0.84375	0.9194395796847635	0.8317307692307693
Summary of Expert Opinions on the Existence of a Threshold in the ConcentrationResponse Function for PM25related Mortality Technical Support Document	0.7315436241610739	0.7960526315789473	0.7785234899328859	0.825503355704698	0.8590604026845637	0.8120805369127517	0.7785234899328859	0.7797619047619048	0.8187919463087249	0.8120805369127517	0.8523489932885906	0.8657718120805369	0.7718120805369127	0.8322147651006712	0.785234899328859	0.9530201342281879	0.7651006711409396	0.34934497816593885	0.7905759162303665	0.785234899328859	0.7785234899328859	0.7651006711409396	0.7449664429530202	0.912751677852349	0.7428571428571429	0.8385093167701864	0.7583892617449665	0.7961432506887053	0.785234899328859	0.8187919463087249	0.7651006711409396	0.785234899328859	0.8020565552699229	0.825503355704698	0.8389261744966443	0.7986577181208053	0.8095238095238095	0.9395973154362416	0.8336252189141856	0.7740384615384616
Targeted National Sewage Sludge Survey Report	0.7671232876712328	0.8486842105263158	0.801980198019802	0.8	0.8444444444444444	0.7857142857142857	0.8314606741573034	0.8095238095238095	0.8322147651006712	0.8412698412698413	0.7555555555555555	0.8	0.7894736842105263	0.9111111111111111	0.8070175438596491	0.8888888888888888	0.7956989247311828	0.868995633187773	0.8638743455497382	0.8205128205128205	0.7983870967741935	0.7849462365591398	0.8294573643410853	0.8222222222222222	0.84	0.8322981366459627	0.7875	0.9035812672176309	0.7966101694915254	0.8297872340425532	0.7721518987341772	0.8076923076923077	0.9177377892030848	0.8888888888888888	0.8666666666666667	0.7325581395348837	0.8624338624338624	0.8222222222222222	0.9369527145359019	0.875
Technical Support Document Social Cost of Carbon for Regulatory Impact Analysis Under Executive Order  Docket ID EPAHQOAR20090472114577 12866	0.8297872340425532	0.8223684210526315	0.7730496453900709	0.8439716312056738	0.8581560283687943	0.851063829787234	0.7872340425531915	0.7976190476190477	0.825503355704698	0.7872340425531915	0.8581560283687943	0.8865248226950354	0.8156028368794326	0.851063829787234	0.7872340425531915	0.9078014184397163	0.7304964539007093	0.7947598253275109	0.7958115183246073	0.8156028368794326	0.8297872340425532	0.8014184397163121	0.7801418439716312	0.8156028368794326	0.7942857142857143	0.8198757763975155	0.7588652482269503	0.790633608815427	0.7943262411347518	0.851063829787234	0.7801418439716312	0.7872340425531915	0.8303341902313625	0.8439716312056738	0.8723404255319149	0.8297872340425532	0.798941798941799	0.9432624113475178	0.8686514886164624	0.8028846153846154
ToxFAQs for Chlorinated Dibenzopdioxins	0.821917808219178	0.8421052631578947	0.8217821782178217	0.8461538461538461	0.8717948717948718	0.8035714285714286	0.797752808988764	0.8511904761904762	0.8456375838926175	0.8253968253968254	0.8717948717948718	0.8205128205128205	0.8421052631578947	0.7857142857142857	0.8245614035087719	0.9230769230769231	0.8064516129032258	0.8777292576419214	0.8743455497382199	0.8290598290598291	0.8467741935483871	0.8279569892473119	0.8449612403100775	0.8205128205128205	0.8742857142857143	0.8633540372670807	0.775	0.928374655647383	0.8305084745762712	0.7872340425531915	0.8227848101265823	0.782051282051282	0.9254498714652957	0.8095238095238095	0.9	0.8604651162790697	0.8783068783068783	0.8974358974358975	0.9474605954465849	0.9038461538461539
ToxFAQs for Chlorodibenzofurans	0.863013698630137	0.875	0.8811881188118812	0.8157894736842105	0.9354838709677419	0.8214285714285714	0.8426966292134831	0.8869047619047619	0.87248322147651	0.8253968253968254	0.9090909090909091	0.8611111111111112	0.8421052631578947	0.7619047619047619	0.868421052631579	0.9354838709677419	0.8172043010752689	0.9082969432314411	0.8900523560209425	0.8461538461538461	0.8870967741935484	0.8602150537634409	0.875968992248062	0.8709677419354839	0.8914285714285715	0.8819875776397516	0.7875	0.9393939393939394	0.8305084745762712	0.8085106382978723	0.8607594936708861	0.8461538461538461	0.9434447300771208	0.8095238095238095	0.925	0.8837209302325582	0.8941798941798942	0.9032258064516129	0.9562171628721541	0.9134615384615384
Dust Disposal Cost 2005 Tip Fee Survey	0.8493150684931506	0.875	0.8217821782178217	0.8421052631578947	0.8157894736842105	0.8392857142857143	0.8314606741573034	0.8690476190476191	0.87248322147651	0.7777777777777778	0.8157894736842105	0.8947368421052632	0.8421052631578947	0.8571428571428571	0.8421052631578947	0.868421052631579	0.8279569892473119	0.8820960698689956	0.8900523560209425	0.8461538461538461	0.8387096774193549	0.8064516129032258	0.8372093023255814	0.8947368421052632	0.8742857142857143	0.8881987577639752	0.8	0.9256198347107438	0.847457627118644	0.8085106382978723	0.7974683544303798	0.8333333333333334	0.9305912596401028	0.9047619047619048	0.9	0.6976744186046512	0.8941798941798942	0.8157894736842105	0.9492119089316988	0.8846153846153846
Expanded Expert Judgement Assessment of the ConcentrationResponse Relationship between PM25 Exposure and Mortality	0.7982456140350878	0.7828947368421053	0.8070175438596491	0.8508771929824561	0.8245614035087719	0.8157894736842105	0.8070175438596491	0.7797619047619048	0.7516778523489933	0.7894736842105263	0.8157894736842105	0.8333333333333334	0.7631578947368421	0.8245614035087719	0.8596491228070176	0.9473684210526315	0.7807017543859649	0.7074235807860262	0.774869109947644	0.8461538461538461	0.8225806451612904	0.7807017543859649	0.6511627906976745	0.8947368421052632	0.76	0.7763975155279503	0.7456140350877193	0.8181818181818182	0.7719298245614035	0.7894736842105263	0.7456140350877193	0.7719298245614035	0.8277634961439588	0.8070175438596491	0.8157894736842105	0.8333333333333334	0.7883597883597884	0.9035087719298246	0.8633975481611208	0.8028846153846154
Extended followup and spatial analysis of the American Cancer Society study linking particulate air pollution and mortality	0.7398373983739838	0.75	0.7967479674796748	0.8292682926829268	0.8455284552845529	0.8211382113821138	0.7560975609756098	0.7857142857142857	0.6577181208053692	0.7723577235772358	0.8455284552845529	0.8211382113821138	0.7479674796747967	0.8211382113821138	0.7723577235772358	0.959349593495935	0.7398373983739838	0.759825327510917	0.7591623036649214	0.7723577235772358	0.8548387096774194	0.6504065040650406	0.7674418604651163	0.8699186991869918	0.76	0.7391304347826086	0.6829268292682927	0.7988980716253443	0.7560975609756098	0.8048780487804879	0.7723577235772358	0.7235772357723578	0.8174807197943444	0.8211382113821138	0.8211382113821138	0.7967479674796748	0.7566137566137566	0.9186991869918699	0.8476357267950964	0.7740384615384616
Revised Secondary Environmental and Energy Impacts for New HMIWI EPA Contract No EPD06118 Work Assignment No 309 SPPD No 0230 RTI Project No 0210426003009	0.8246753246753247	0.8701298701298701	0.8051948051948052	0.8701298701298701	0.8311688311688312	0.8571428571428571	0.7727272727272727	0.8273809523809523	0.8506493506493507	0.7922077922077922	0.8896103896103896	0.8961038961038961	0.7857142857142857	0.8571428571428571	0.8116883116883117	0.9090909090909091	0.7662337662337663	0.8078602620087336	0.8115183246073299	0.7987012987012987	0.7467532467532467	0.7857142857142857	0.8051948051948052	0.8766233766233766	0.8342857142857143	0.8695652173913043	0.7987012987012987	0.8181818181818182	0.8181818181818182	0.8311688311688312	0.8116883116883117	0.7922077922077922	0.8226221079691517	0.8506493506493507	0.8766233766233766	0.8376623376623377	0.8201058201058201	0.9285714285714286	0.8633975481611208	0.8221153846153846
A Comparison of Fluid Bed and Multiple Hearth Biosolids Incineration	0.726027397260274	0.7763157894736842	0.801980198019802	0.7941176470588235	0.8088235294117647	0.7941176470588235	0.7752808988764045	0.7797619047619048	0.7785234899328859	0.7941176470588235	0.7941176470588235	0.7647058823529411	0.8421052631578947	0.7941176470588235	0.7368421052631579	0.9411764705882353	0.8064516129032258	0.8209606986899564	0.806282722513089	0.7863247863247863	0.7903225806451613	0.7419354838709677	0.7829457364341085	0.8529411764705882	0.8	0.7950310559006211	0.8	0.859504132231405	0.8235294117647058	0.7647058823529411	0.8227848101265823	0.8205128205128205	0.8791773778920309	0.7352941176470589	0.8088235294117647	0.8255813953488372	0.8201058201058201	0.8676470588235294	0.9054290718038529	0.8125
Analysis of beyond the Maximum Achievable Control Technology MACT Floor Controls for Existing SSI Units	0.7669902912621359	0.7697368421052632	0.8737864077669902	0.8446601941747572	0.8252427184466019	0.8155339805825242	0.8155339805825242	0.7559523809523809	0.7785234899328859	0.6699029126213593	0.8349514563106796	0.8543689320388349	0.7864077669902912	0.8155339805825242	0.8333333333333334	0.941747572815534	0.8349514563106796	0.7641921397379913	0.8010471204188482	0.8290598290598291	0.7903225806451613	0.8349514563106796	0.7984496124031008	0.8737864077669902	0.7542857142857143	0.782608695652174	0.7864077669902912	0.8292011019283747	0.7766990291262136	0.7864077669902912	0.7864077669902912	0.7961165048543689	0.8534704370179949	0.8155339805825242	0.8252427184466019	0.8252427184466019	0.798941798941799	0.9029126213592233	0.8809106830122592	0.7980769230769231
Cost and Emissions Reduction of Complying with the MACT Floor for Existing SSI Units	0.8214285714285714	0.7763157894736842	0.8316831683168316	0.8333333333333334	0.8333333333333334	0.8095238095238095	0.8202247191011236	0.7797619047619048	0.738255033557047	0.6904761904761905	0.7976190476190477	0.8333333333333334	0.7857142857142857	0.8095238095238095	0.7719298245614035	0.9404761904761905	0.8387096774193549	0.7991266375545851	0.7801047120418848	0.7948717948717948	0.8145161290322581	0.8064516129032258	0.751937984496124	0.8333333333333334	0.7771428571428571	0.7888198757763976	0.7976190476190477	0.8484848484848485	0.7738095238095238	0.75	0.8452380952380952	0.8214285714285714	0.8611825192802056	0.7857142857142857	0.7976190476190477	0.8953488372093024	0.8095238095238095	0.8690476190476191	0.8966725043782837	0.8173076923076923
Costs of CO CEMS	0.9041095890410958	0.9342105263157895	0.900990099009901	0.8157894736842105	0.8387096774193549	0.8571428571428571	0.898876404494382	0.9345238095238095	0.9395973154362416	0.8253968253968254	0.8484848484848485	0.8333333333333334	0.8947368421052632	0.8809523809523809	0.9035087719298246	0.9523809523809523	0.9032258064516129	0.9475982532751092	0.9424083769633508	0.9145299145299145	0.9193548387096774	0.9139784946236559	0.9224806201550387	0.8846153846153846	0.9371428571428572	0.937888198757764	0.8875	0.9586776859504132	0.8813559322033898	0.8297872340425532	0.8734177215189873	0.8974358974358975	0.9691516709511568	0.8809523809523809	0.85	0.9186046511627907	0.9470899470899471	0.8333333333333334	0.9824868651488616	0.9567307692307693
