	Distribution of Employment within Food Manufacturing NAICS 311	Bureau generated by RTI International using American FactFinder ‚ÄúSector 00 All sectors Core Business Statistics Series Comparative Statistics for the United States and the States	Animal Slaughtering and Processing made up the largest share of both employment 33 and the value of shipments 27	Census Bureau generated by RTI International using American FactFinder ‚ÄúSector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places	Department of Energy Energy Information Administration	Census Bureau generated by RTI International using American FactFinder ‚ÄúSector 31 Annual Survey of Manufactures General Statistics Statistics for Industry Groups and Industries	Bureau generated by RTI International using American FactFinder ‚ÄúSector 00 All Sectors Core Business Statistics Series Comparative Statistics for the United States and the States	Bureau generated by Kapur Energy and Environment using American FactFinder ‚ÄúSector 00 EC0700A1 All Sectors Geographic Area Series EconomyWide Key Statistics	Bureau generated by Kapur Energy and Environment using American FactFinder ‚ÄúSector 31 EC0731I1 Manufacturing Industry Series Detailed Statistics by Industry for the United States 2007‚Äù Accessed on	Firm Size Data from the Statistics of US Businesses US Detail Employment Sizes	Paper  Forest Products	Assessing the Employment Impacts of Environmental and Natural Resource Policy‚Äù Environmental and Resource Economics	Environmental regulation and labor demand Evidence from the south coast air basin	Do environmental regulations cost jobs An industrylevel analysis of the UK	Transforming The Dow Chemical Company	Deposition and cycling of sulfur controls mercury accumulation in Isle Royale fish	Jobs versus the Environment An IndustryLevel Perspective‚Äù	What Determines the Value of Life	Estimating the Public Health Benefits of Proposed Air Pollution Regulations	Chemicals‚Äù Standard and Poor‚Äôs Industry Surveys	Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution‚Äù	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US‚Äù Environ Sci Technol	Applying General Equilibrium New York	of Economic Analysis BEA	Producer Price Index Series IDPCU321‚Äî321‚Äî PCUOMFG‚ÄîOMFG‚Äîhttpwwwblsgovppihomehtmgt Data accessed on	Producer Price Index Series IDPCU322‚Äì322‚Äì  PCUOMFG‚ÄìOMFG‚Äì	of Labor Statistics BLS	Producer Price Index‚Äù Series ID PCU3313‚Äì 3313‚Äì  PCUOMFG‚ÄìOMFG‚Äì	Economic Census Sector 00 All sectors Core Business Statistics Series Comparative Statistics for the United States and the States	Economic Census Sector 22 Utilities Geographic Area Series Summary Statistics	Census of Governments Volume 4 Number 3 Finances of County Governments	Census of Governments Volume 4 Number 4 Finances of Municipal and Township Governments	Exclusions from the Economic Census‚Äù	NAICS Definition‚Äù sssdnaicsnaicsrchcode324search200220NAICS20Searchgt	Department of Energy Energy Information Administration 2010d ‚ÄúElectric Power Annual 2008 Table 81 Table 83 Table 84 Table 85	Occupational Safety and Health Administration OSHA	As obtained on	Producer Price Indexes Id PCU311‚Äî311‚ÄîFood Manufacturing  PCUOMFG‚ÄìOMFG‚ÄìTotal Manufacturinggt	Environmental Protection Agency Office of Air Quality Planning and Standards	Guidelines for Preparing Economic Analyses	Environmental Protection Agency	Regulatory Impact Analysis	Regulatory Impact Analysis National Emission Standards for Hazardous Air Pollutants from the Portland Cement Manufacturing Industry Office of Air Quality Planning and Standards Research Triangle Park	Environmental Protection Agency US	Integrated Science Assessment for Particulate Matter Final Report EPA600R08139F National Center for Environmental Assessment‚ÄîRTP Division December Available at TO Jim Eddinger US Environmental Protection Agency OAQPSSPPD FROM Susan McClutchey Amanda Singleton and Graham Gibson	Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants	New Unit Analysis for Industrial Commercial and Institutional Boilers and Process Heaters at Major Sources	Delivered Fuel Prices to Industrial and Commercial Clients	Department of Energy EIA Annual Energy Outlook 2009 Table 2 Energy Consumption by Sector	MACT Floor Analysis for the Industrial Commercial Institutional Boilers National Emission Standards for Hazardous Air Pollutants ‚Äì Area Source	New Unit Analysis Industrial Commercial and Institutional Boilers National Emission Standards for Hazardous Air Pollutants ‚Äì Area Source	Methodology for Estimating Control Costs for Industrial Commercial Institutional Boilers National Emission Standards for Hazardous Air Pollutants ‚Äì Area Source	Methodology for Estimating Control Costs for Industrial Commercial Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants ‚Äì Major Source	Development of Baseline Emission Factors for Boilers and Process Heaters at Commercial Industrial and Institutional Facilities	Methodology for Developing Model Units for Industrial Commercial and Institutional Boilers National Emission Standards for Hazardous Air Pollutants ‚Äì Area Source	Department of Energy Energy Information Administration Annual Energy Outlook	Institute SectorBased Based Pollution Prevention Toxic Reductions through Energy Efficiency and Conservation Among Industrial Boilers
2002 Census of Governments Volume 4 Number 4 Finances of Municipal and Township Governments 2002 GC0244 	0.8076923076923077	0.7666666666666667	0.8482142857142857	0.8026905829596412	0.7788461538461539	0.7640449438202247	0.7666666666666667	0.7911392405063291	0.76	0.7980769230769231	0.8653846153846154	0.8205128205128205	0.7884615384615384	0.7788461538461539	0.8076923076923077	0.8076923076923077	0.7788461538461539	0.8269230769230769	0.8076923076923077	0.8365384615384616	0.8557692307692307	0.7829457364341085	0.8365384615384616	0.8461538461538461	0.8857142857142857	0.8557692307692307	0.8846153846153846	0.8461538461538461	0.751937984496124	0.8173076923076923	0.375	0.17307692307692307	0.8173076923076923	0.8461538461538461	0.8174603174603174	0.8365384615384616	0.8942307692307693	0.9038461538461539	0.7884615384615384	0.8173076923076923	0.8365384615384616	0.8557692307692307	0.8040201005025126	0.8269230769230769	0.8279569892473119	0.7956989247311828	0.8301886792452831	0.7307692307692307	0.7788461538461539	0.7708333333333334	0.782608695652174	0.7763975155279503	0.7857142857142857	0.7857142857142857	0.754601226993865	0.7788461538461539	0.7669172932330827
2002 NAICS Definition	0.8870967741935484	0.9277777777777778	0.9285714285714286	0.9417040358744395	0.7962962962962963	0.9325842696629213	0.9277777777777778	0.930379746835443	0.935	0.8717948717948718	0.9545454545454546	0.9145299145299145	0.9012345679012346	0.8918918918918919	0.8378378378378378	0.9024390243902439	0.8813559322033898	0.8787878787878788	0.8666666666666667	0.9215686274509803	0.8854166666666666	0.8992248062015504	0.8378378378378378	0.9166666666666666	0.9142857142857143	0.921875	0.9130434782608695	0.9295774647887324	0.8992248062015504	0.8831168831168831	0.8857142857142857	0.8837209302325582	0.868421052631579	0.8450704225352113	0.9126984126984127	0.8	0.7619047619047619	0.9090909090909091	0.868421052631579	0.8571428571428571	0.8387096774193549	0.9230769230769231	0.9346733668341709	0.8529411764705882	0.946236559139785	0.9354838709677419	0.8962264150943396	0.8793103448275862	0.875	0.9097222222222222	0.9130434782608695	0.9254658385093167	0.9340659340659341	0.9206349206349206	0.9263803680981595	0.8552631578947368	0.924812030075188
2006 Annual Electric Generator Report—Generator Existing File	0.8709677419354839	0.8055555555555556	0.7946428571428571	0.8340807174887892	0.7704918032786885	0.8033707865168539	0.8055555555555556	0.7911392405063291	0.835	0.7948717948717948	0.819672131147541	0.7863247863247863	0.7283950617283951	0.8243243243243243	0.8524590163934426	0.7804878048780488	0.8360655737704918	0.7704918032786885	0.7733333333333333	0.8852459016393442	0.78125	0.813953488372093	0.7868852459016393	0.8360655737704918	0.8761904761904762	0.9375	0.7868852459016393	0.9154929577464789	0.7674418604651163	0.7792207792207793	0.8571428571428571	0.8488372093023255	0.8524590163934426	0.8873239436619719	0.8095238095238095	0.8032786885245902	0.8524590163934426	0.8686868686868687	0.75	0.7704918032786885	0.8032786885245902	0.8032786885245902	0.8291457286432161	0.8032786885245902	0.8602150537634409	0.8172043010752689	0.7830188679245284	0.8524590163934426	0.7840909090909091	0.7916666666666666	0.782608695652174	0.8198757763975155	0.8186813186813187	0.753968253968254	0.8220858895705522	0.75	0.7819548872180451
Annual Energy Outlook 2010 Reference Case Table A8	0.8548387096774194	0.8388888888888889	0.7857142857142857	0.8654708520179372	0.8518518518518519	0.8539325842696629	0.8388888888888889	0.8291139240506329	0.85	0.8205128205128205	0.82	0.811965811965812	0.7777777777777778	0.7702702702702703	0.84	0.7804878048780488	0.847457627118644	0.82	0.8266666666666667	0.9215686274509803	0.78125	0.8372093023255814	0.82	0.84	0.8666666666666667	0.90625	0.86	0.8732394366197183	0.8217054263565892	0.7922077922077922	0.7714285714285715	0.8023255813953488	0.82	0.8873239436619719	0.7222222222222222	0.88	0.88	0.8585858585858586	0.7894736842105263	0.82	0.84	0.82	0.8492462311557789	0.82	0.8888888888888888	0.8602150537634409	0.7830188679245284	0.8275862068965517	0.6363636363636364	0.8263888888888888	0.8188405797101449	0.8509316770186336	0.8571428571428571	0.8253968253968254	0.852760736196319	0.7894736842105263	0.8120300751879699
Consultation on EPA’s Particulate Matter National Ambient Air Quality Standards Scope and Methods Plan for Health Risk and Exposure Assessment	0.7746478873239436	0.7611111111111111	0.7605633802816901	0.7399103139013453	0.8028169014084507	0.7471910112359551	0.7611111111111111	0.810126582278481	0.755	0.7816901408450704	0.8943661971830986	0.7605633802816901	0.7464788732394366	0.7605633802816901	0.8661971830985915	0.7605633802816901	0.7887323943661971	0.852112676056338	0.7676056338028169	0.7887323943661971	0.7605633802816901	0.8028169014084507	0.8591549295774648	0.8661971830985915	0.8309859154929577	0.8661971830985915	0.8943661971830986	0.8661971830985915	0.7746478873239436	0.795774647887324	0.7605633802816901	0.7253521126760564	0.8450704225352113	0.8450704225352113	0.795774647887324	0.7887323943661971	0.9014084507042254	0.8309859154929577	0.7253521126760564	0.8380281690140845	0.8450704225352113	0.8732394366197183	0.7537688442211056	0.8450704225352113	0.7526881720430108	0.7526881720430108	0.7464788732394366	0.7887323943661971	0.8028169014084507	0.7916666666666666	0.7746478873239436	0.7701863354037267	0.7527472527472527	0.795774647887324	0.7914110429447853	0.795774647887324	0.8098591549295775
Development of Baseline Emission Factors for Boilers and Process Heaters at Commercial Industrial and Institutional Facilities	0.8015873015873016	0.6944444444444444	0.7857142857142857	0.726457399103139	0.746031746031746	0.7191011235955056	0.6944444444444444	0.7658227848101266	0.74	0.7619047619047619	0.8571428571428571	0.7619047619047619	0.7063492063492064	0.7380952380952381	0.8412698412698413	0.7063492063492064	0.8015873015873016	0.8412698412698413	0.753968253968254	0.7777777777777778	0.7380952380952381	0.8062015503875969	0.8571428571428571	0.8650793650793651	0.8888888888888888	0.8412698412698413	0.873015873015873	0.8412698412698413	0.7286821705426356	0.7380952380952381	0.7698412698412699	0.7380952380952381	0.8412698412698413	0.8174603174603174	0.8015873015873016	0.7619047619047619	0.9126984126984127	0.8333333333333334	0.746031746031746	0.7936507936507936	0.8333333333333334	0.8650793650793651	0.678391959798995	0.8333333333333334	0.7706093189964157	0.6827956989247311	0.7142857142857143	0.6825396825396826	0.7301587301587301	0.7777777777777778	0.782608695652174	0.7515527950310559	0.6538461538461539	0.0	0.7361963190184049	0.7142857142857143	0.7593984962406015
EMPAXCGE Model Documentation	0.8387096774193549	0.9111111111111111	0.8660714285714286	0.9282511210762332	0.7592592592592593	0.9044943820224719	0.9111111111111111	0.9050632911392406	0.91	0.8717948717948718	0.7857142857142857	0.8717948717948718	0.8271604938271605	0.8783783783783784	0.8108108108108109	0.8536585365853658	0.864406779661017	0.8787878787878788	0.8133333333333334	0.8823529411764706	0.8229166666666666	0.8682170542635659	0.8108108108108109	0.9285714285714286	0.8761904761904762	0.921875	0.9285714285714286	0.9295774647887324	0.875968992248062	0.8181818181818182	0.8285714285714286	0.8488372093023255	0.7894736842105263	0.9154929577464789	0.8968253968253969	0.76	0.7857142857142857	0.8787878787878788	0.8552631578947368	0.8333333333333334	0.8387096774193549	0.9285714285714286	0.914572864321608	0.8235294117647058	0.9247311827956989	0.8978494623655914	0.8584905660377359	0.8103448275862069	0.8636363636363636	0.8888888888888888	0.8913043478260869	0.8944099378881988	0.9010989010989011	0.873015873015873	0.8895705521472392	0.8289473684210527	0.8796992481203008
Guidelines for Preparing Economic Analyses	0.8064516129032258	0.85	0.7946428571428571	0.8565022421524664	0.7962962962962963	0.8539325842696629	0.85	0.8164556962025317	0.865	0.782051282051282	0.7857142857142857	0.8034188034188035	0.7777777777777778	0.7567567567567568	0.8333333333333334	0.7560975609756098	0.847457627118644	0.8333333333333334	0.7733333333333333	0.7843137254901961	0.7916666666666666	0.8449612403100775	0.8571428571428571	0.6666666666666666	0.8380952380952381	0.84375	0.8333333333333334	0.8450704225352113	0.813953488372093	0.7662337662337663	0.7857142857142857	0.7906976744186046	0.6190476190476191	0.8450704225352113	0.8333333333333334	0.86	0.8095238095238095	0.8080808080808081	0.75	0.0	0.8095238095238095	0.6666666666666666	0.8492462311557789	0.8095238095238095	0.8781362007168458	0.8548387096774194	0.7924528301886793	0.6896551724137931	0.8181818181818182	0.8333333333333334	0.8333333333333334	0.8385093167701864	0.8571428571428571	0.7936507936507936	0.8282208588957055	0.7763157894736842	0.8045112781954887
Guidelines for Preparing Economic Analyses External Review Draft	0.875	0.8166666666666667	0.7767857142857143	0.8251121076233184	0.78125	0.8089887640449438	0.8166666666666667	0.7974683544303798	0.835	0.7435897435897436	0.859375	0.7777777777777778	0.8148148148148148	0.7567567567567568	0.765625	0.8170731707317073	0.796875	0.765625	0.8133333333333334	0.8125	0.78125	0.7829457364341085	0.78125	0.703125	0.8380952380952381	0.9375	0.84375	0.9014084507042254	0.7829457364341085	0.7922077922077922	0.8285714285714286	0.8023255813953488	0.71875	0.8591549295774648	0.7857142857142857	0.8125	0.859375	0.8181818181818182	0.8026315789473685	0.34375	0.828125	0.78125	0.8190954773869347	0.828125	0.8387096774193549	0.7956989247311828	0.7452830188679245	0.765625	0.8068181818181818	0.7847222222222222	0.8043478260869565	0.7950310559006211	0.8021978021978022	0.7777777777777778	0.7914110429447853	0.7894736842105263	0.7819548872180451
Integrated Science Assessment for Carbon Monoxide	0.8387096774193549	0.8222222222222222	0.7767857142857143	0.8295964125560538	0.7962962962962963	0.8258426966292135	0.8222222222222222	0.8037974683544303	0.845	0.782051282051282	0.7959183673469388	0.8034188034188035	0.7654320987654321	0.8108108108108109	0.7959183673469388	0.7926829268292683	0.8305084745762712	0.7142857142857143	0.7866666666666666	0.9215686274509803	0.8020833333333334	0.7829457364341085	0.8571428571428571	0.8775510204081632	0.8666666666666667	0.84375	0.8775510204081632	0.8309859154929577	0.813953488372093	0.8051948051948052	0.7714285714285715	0.8023255813953488	0.8571428571428571	0.8591549295774648	0.8412698412698413	0.86	0.8367346938775511	0.8484848484848485	0.7763157894736842	0.8367346938775511	0.8163265306122449	0.8163265306122449	0.864321608040201	0.8163265306122449	0.8351254480286738	0.8333333333333334	0.7830188679245284	0.8103448275862069	0.8181818181818182	0.8055555555555556	0.7971014492753623	0.8198757763975155	0.8186813186813187	0.7936507936507936	0.8220858895705522	0.8289473684210527	0.7819548872180451
Integrated Science Assessment for Particulate Matter Final Report	0.8307692307692308	0.7833333333333333	0.7678571428571429	0.8071748878923767	0.8	0.7921348314606742	0.7833333333333333	0.7911392405063291	0.815	0.8076923076923077	0.8153846153846154	0.7692307692307693	0.8024691358024691	0.7972972972972973	0.7846153846153846	0.7682926829268293	0.8153846153846154	0.7538461538461538	0.8133333333333334	0.8615384615384616	0.7395833333333334	0.6821705426356589	0.8153846153846154	0.8615384615384616	0.8476190476190476	0.8923076923076924	0.8461538461538461	0.8873239436619719	0.7596899224806202	0.7922077922077922	0.8285714285714286	0.7906976744186046	0.8461538461538461	0.8591549295774648	0.8015873015873016	0.7846153846153846	0.8461538461538461	0.8181818181818182	0.7894736842105263	0.7538461538461538	0.7692307692307693	0.8153846153846154	0.8090452261306532	0.7692307692307693	0.7670250896057348	0.8064516129032258	0.7830188679245284	0.7384615384615385	0.7954545454545454	0.8055555555555556	0.7971014492753623	0.8012422360248447	0.8131868131868132	0.7619047619047619	0.8098159509202454	0.7894736842105263	0.7669172932330827
Integrated Science Assessment for Oxides of Nitrogen and Sulfur–Ecological Criteria National Final Report	0.7904761904761904	0.7555555555555555	0.8392857142857143	0.7668161434977578	0.7619047619047619	0.7640449438202247	0.7555555555555555	0.759493670886076	0.79	0.7904761904761904	0.8571428571428571	0.7435897435897436	0.7714285714285715	0.7904761904761904	0.8095238095238095	0.8	0.8	0.8	0.7523809523809524	0.8285714285714286	0.8285714285714286	0.6976744186046512	0.819047619047619	0.8571428571428571	0.9047619047619048	0.8476190476190476	0.8857142857142857	0.8285714285714286	0.7596899224806202	0.780952380952381	0.780952380952381	0.780952380952381	0.8	0.8476190476190476	0.7936507936507936	0.7904761904761904	0.8952380952380953	0.8380952380952381	0.780952380952381	0.7619047619047619	0.819047619047619	0.8666666666666667	0.7638190954773869	0.819047619047619	0.7419354838709677	0.7365591397849462	0.8207547169811321	0.7238095238095238	0.780952380952381	0.7986111111111112	0.7971014492753623	0.782608695652174	0.7747252747252747	0.7142857142857143	0.754601226993865	0.780952380952381	0.7443609022556391
MACT Floor Methodology for Major Source Boilers and Process Heaters	0.8805970149253731	0.8	0.7767857142857143	0.8251121076233184	0.8208955223880597	0.8146067415730337	0.8	0.810126582278481	0.83	0.7948717948717948	0.7910447761194029	0.7435897435897436	0.7777777777777778	0.8108108108108109	0.7910447761194029	0.7682926829268293	0.8656716417910447	0.8208955223880597	0.84	0.7910447761194029	0.7395833333333334	0.8062015503875969	0.8059701492537313	0.835820895522388	0.8761904761904762	0.9253731343283582	0.8059701492537313	0.8873239436619719	0.7674418604651163	0.8311688311688312	0.8142857142857143	0.7325581395348837	0.8208955223880597	0.8732394366197183	0.7936507936507936	0.8507462686567164	0.8507462686567164	0.8484848484848485	0.8026315789473685	0.7910447761194029	0.835820895522388	0.835820895522388	0.8090452261306532	0.835820895522388	0.8566308243727598	0.6989247311827957	0.6415094339622641	0.8208955223880597	0.7954545454545454	0.7291666666666666	0.7898550724637681	0.7453416149068323	0.7307692307692307	0.7142857142857143	0.754601226993865	0.8026315789473685	0.7669172932330827
Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants	0.8279569892473119	0.7956989247311828	0.7795698924731183	0.7623318385650224	0.8118279569892473	0.7795698924731183	0.7956989247311828	0.8010752688172043	0.825	0.7849462365591398	0.9086021505376344	0.7419354838709677	0.7795698924731183	0.7956989247311828	0.8763440860215054	0.7741935483870968	0.8333333333333334	0.8870967741935484	0.7634408602150538	0.8387096774193549	0.7419354838709677	0.7473118279569892	0.8709677419354839	0.8978494623655914	0.8387096774193549	0.8870967741935484	0.9032258064516129	0.8763440860215054	0.7365591397849462	0.7849462365591398	0.8010752688172043	0.7741935483870968	0.8655913978494624	0.8602150537634409	0.7741935483870968	0.8225806451612904	0.9354838709677419	0.8279569892473119	0.7903225806451613	0.8548387096774194	0.8709677419354839	0.8978494623655914	0.7537688442211056	0.8709677419354839	0.7777777777777778	0.0	0.5	0.7956989247311828	0.7849462365591398	0.44623655913978494	0.4731182795698925	0.3064516129032258	0.20430107526881722	0.6827956989247311	0.3655913978494624	0.7741935483870968	0.7311827956989247
New Unit Analysis for Industrial Commercial and Institutional Boilers and Process Heaters at Major Sources	0.7830188679245284	0.75	0.8482142857142857	0.7488789237668162	0.7547169811320755	0.7303370786516854	0.75	0.7658227848101266	0.765	0.7830188679245284	0.8584905660377359	0.7606837606837606	0.7452830188679245	0.7547169811320755	0.839622641509434	0.7830188679245284	0.7830188679245284	0.839622641509434	0.7735849056603774	0.7452830188679245	0.7830188679245284	0.7596899224806202	0.8018867924528302	0.8773584905660378	0.8962264150943396	0.8490566037735849	0.8584905660377359	0.839622641509434	0.751937984496124	0.7547169811320755	0.7830188679245284	0.8018867924528302	0.8301886792452831	0.8301886792452831	0.7857142857142857	0.7735849056603774	0.8867924528301887	0.8679245283018868	0.7924528301886793	0.7924528301886793	0.8113207547169812	0.8773584905660378	0.7386934673366834	0.8113207547169812	0.7956989247311828	0.5	0.0	0.7358490566037735	0.7830188679245284	0.4791666666666667	0.4057971014492754	0.5403726708074534	0.5164835164835165	0.7142857142857143	0.50920245398773	0.7641509433962265	0.7669172932330827
Official Energy Statistics from the US Government Glossary	0.8548387096774194	0.8166666666666667	0.7678571428571429	0.8340807174887892	0.8448275862068966	0.8146067415730337	0.8166666666666667	0.8164556962025317	0.83	0.6794871794871795	0.8103448275862069	0.7777777777777778	0.7530864197530864	0.7972972972972973	0.7931034482758621	0.8170731707317073	0.8983050847457628	0.7931034482758621	0.76	0.8103448275862069	0.7916666666666666	0.7984496124031008	0.7758620689655172	0.8448275862068966	0.8380952380952381	0.90625	0.7241379310344828	0.8591549295774648	0.7596899224806202	0.7662337662337663	0.8142857142857143	0.8255813953488372	0.6896551724137931	0.8450704225352113	0.7857142857142857	0.8103448275862069	0.8620689655172413	0.8383838383838383	0.7763157894736842	0.8103448275862069	0.7758620689655172	0.8275862068965517	0.8241206030150754	0.7931034482758621	0.8602150537634409	0.8387096774193549	0.7924528301886793	0.8448275862068966	0.7840909090909091	0.8125	0.8043478260869565	0.8198757763975155	0.8296703296703297	0.8095238095238095	0.8282208588957055	0.7894736842105263	0.7894736842105263
Profile of the Pulp and Paper Industry Sector Notebook Project 	0.8888888888888888	0.8277777777777777	0.7589285714285714	0.8161434977578476	0.8095238095238095	0.8370786516853933	0.8222222222222222	0.8037974683544303	0.82	0.7564102564102564	0.746031746031746	0.7777777777777778	0.7283950617283951	0.7702702702702703	0.8412698412698413	0.7804878048780488	0.6984126984126984	0.7936507936507936	0.7333333333333333	0.7301587301587301	0.7604166666666666	0.7596899224806202	0.8095238095238095	0.873015873015873	0.819047619047619	0.875	0.8412698412698413	0.8309859154929577	0.7906976744186046	0.8051948051948052	0.7714285714285715	0.7674418604651163	0.8412698412698413	0.8732394366197183	0.7936507936507936	0.7936507936507936	0.873015873015873	0.8181818181818182	0.868421052631579	0.7936507936507936	0.7777777777777778	0.8571428571428571	0.8040201005025126	0.7777777777777778	0.8673835125448028	0.7956989247311828	0.7547169811320755	0.7142857142857143	0.7613636363636364	0.7847222222222222	0.8043478260869565	0.782608695652174	0.8076923076923077	0.746031746031746	0.7852760736196319	0.8026315789473685	0.7744360902255639
Review of EPA’s Integrated Science Assessment for Particulate Matter 	0.8695652173913043	0.7833333333333333	0.7767857142857143	0.8026905829596412	0.7536231884057971	0.797752808988764	0.7833333333333333	0.7974683544303798	0.81	0.8205128205128205	0.8115942028985508	0.7863247863247863	0.7777777777777778	0.8378378378378378	0.8115942028985508	0.8170731707317073	0.8405797101449275	0.7971014492753623	0.8133333333333334	0.8260869565217391	0.71875	0.7131782945736435	0.8405797101449275	0.8260869565217391	0.8476190476190476	0.8695652173913043	0.8115942028985508	0.8732394366197183	0.751937984496124	0.8051948051948052	0.8285714285714286	0.7906976744186046	0.8260869565217391	0.9154929577464789	0.7619047619047619	0.8115942028985508	0.855072463768116	0.8282828282828283	0.7763157894736842	0.8115942028985508	0.7971014492753623	0.8260869565217391	0.8190954773869347	0.782608695652174	0.8315412186379928	0.8118279569892473	0.7547169811320755	0.782608695652174	0.7727272727272727	0.7777777777777778	0.7608695652173914	0.782608695652174	0.7802197802197802	0.746031746031746	0.7730061349693251	0.7763157894736842	0.8045112781954887
SAB Advisory on EPA’s Issues in Valuing Mortality Risk Reduction	0.84375	0.8333333333333334	0.8125	0.8340807174887892	0.75	0.8258426966292135	0.8333333333333334	0.8164556962025317	0.82	0.7948717948717948	0.8125	0.7606837606837606	0.8148148148148148	0.7972972972972973	0.828125	0.7804878048780488	0.84375	0.765625	0.7733333333333333	0.859375	0.75	0.7829457364341085	0.78125	0.8125	0.8285714285714286	0.921875	0.84375	0.8732394366197183	0.7674418604651163	0.8051948051948052	0.8571428571428571	0.7906976744186046	0.828125	0.8732394366197183	0.8412698412698413	0.8125	0.828125	0.8080808080808081	0.8026315789473685	0.796875	0.765625	0.8125	0.8090452261306532	0.765625	0.8494623655913979	0.8118279569892473	0.7735849056603774	0.828125	0.7840909090909091	0.7847222222222222	0.7971014492753623	0.7950310559006211	0.8186813186813187	0.7857142857142857	0.803680981595092	0.7894736842105263	0.7819548872180451
Sector 00 All Sectors Core Business Statistics Series Comparative Statistics for the United States and the States 1997 NAICS Basis 2002 and 1997	0.8055555555555556	0.55	0.7569444444444444	0.6860986547085202	0.8194444444444444	0.7752808988764045	0.5444444444444444	0.8354430379746836	0.75	0.7222222222222222	0.9027777777777778	0.8333333333333334	0.7569444444444444	0.7847222222222222	0.8680555555555556	0.8055555555555556	0.8333333333333334	0.8611111111111112	0.8125	0.8472222222222222	0.7916666666666666	0.7777777777777778	0.8888888888888888	0.8888888888888888	0.8402777777777778	0.8541666666666666	0.875	0.8472222222222222	0.3333333333333333	0.75	0.8125	0.7847222222222222	0.8541666666666666	0.7916666666666666	0.8125	0.8125	0.9166666666666666	0.8611111111111112	0.7916666666666666	0.8472222222222222	0.875	0.8819444444444444	0.7537688442211056	0.8611111111111112	0.7956989247311828	0.7311827956989247	0.7430555555555556	0.7916666666666666	0.8333333333333334	0.8194444444444444	0.8263888888888888	0.7577639751552795	0.7417582417582418	0.7916666666666666	0.754601226993865	0.8055555555555556	0.7638888888888888
Status of Electricity Restructuring by State	0.6451612903225806	0.8277777777777777	0.8214285714285714	0.8609865470852018	0.7222222222222222	0.848314606741573	0.8277777777777777	0.8227848101265823	0.835	0.7692307692307693	0.7954545454545454	0.811965811965812	0.8271604938271605	0.8108108108108109	0.8409090909090909	0.7560975609756098	0.7966101694915254	0.75	0.76	0.8235294117647058	0.8125	0.7984496124031008	0.8409090909090909	0.7954545454545454	0.8761904761904762	0.890625	0.7727272727272727	0.8873239436619719	0.7829457364341085	0.7272727272727273	0.7571428571428571	0.7906976744186046	0.8409090909090909	0.8450704225352113	0.8095238095238095	0.86	0.8409090909090909	0.8383838383838383	0.7368421052631579	0.8863636363636364	0.7954545454545454	0.7954545454545454	0.8442211055276382	0.8181818181818182	0.8888888888888888	0.8387096774193549	0.7830188679245284	0.7758620689655172	0.7613636363636364	0.8263888888888888	0.8405797101449275	0.8385093167701864	0.8406593406593407	0.8015873015873016	0.8466257668711656	0.75	0.8045112781954887
Table 119 Implicit Price Deflators for Gross Domestic Product	0.9354838709677419	0.7944444444444444	0.7857142857142857	0.8295964125560538	0.8360655737704918	0.8033707865168539	0.7944444444444444	0.8037974683544303	0.83	0.8076923076923077	0.7213114754098361	0.7692307692307693	0.8024691358024691	0.8378378378378378	0.8032786885245902	0.8170731707317073	0.8852459016393442	0.819672131147541	0.76	0.819672131147541	0.7708333333333334	0.8217054263565892	0.819672131147541	0.8524590163934426	0.8476190476190476	0.921875	0.8524590163934426	0.8591549295774648	0.7984496124031008	0.8051948051948052	0.8285714285714286	0.8023255813953488	0.8032786885245902	0.8873239436619719	0.8412698412698413	0.8524590163934426	0.9016393442622951	0.8383838383838383	0.8157894736842105	0.7868852459016393	0.819672131147541	0.8360655737704918	0.8291457286432161	0.8360655737704918	0.8602150537634409	0.8118279569892473	0.7547169811320755	0.7868852459016393	0.7954545454545454	0.7777777777777778	0.7753623188405797	0.8012422360248447	0.8021978021978022	0.753968253968254	0.7975460122699386	0.8421052631578947	0.7894736842105263
