	Breakdown of Monetized PM2.5 Health Benefits using Mortality Function from	Intake of mercury from fish lipid peroxidation, and the risk of myocardial infarction and coronary, cardiovascular and any death in Eastern Finnish men.‚Äù	Prenatal Methylmercury Exposure As A Cardiovascular Risk Factor At Seven Years of Age‚Äù, Epidemiology,	Toxicological Effects of Methylmercury.	Environmental Protection Agency.	Co‚ÄëChair NACWA Biosolids Management Committee, e-mail to	Memorandum from Eastern Research Group to Amy Hambrick, U.S. Environmental Protection Agency.	and Emissions Test Database for the Sewage Sludge Incineration Source Category. Memorandum from Eastern Research Group to Amy Hambrick, U.S. Environmental Protection Agency.	The influence of location, source, and emission type in estimates of the human health benefits of reducing a ton of air pollution. Air Qual Atmos Health	Revised Compliance Costs and Economic Inputs for Existing HMIWI.	What Determines the Value of Life?	AP 42, Chapter 2: Solid Waste Disposal.	Environmental Protection Agency Office of Air Quality Planning and Standards.	Guidelines for Preparing Economic Analyses.	OAQPS Control Cost Manual. Section 4.2: NOX Post Combustion. Chapter 1: Selective Noncatalytic Reduction. Publication U.S.	Park, NC. EPA/600/R-09/019F.	Final Regulatory Impact Analysis (RIA) for the NO2 National Ambient Air Quality Standards (NAAQS).	Summary of Expert Opinions on the Existence of a Threshold in the Concentration-Response Function for PM2.5-related Mortality: Technical Support Document. Compiled by Office of Air Quality Planning and Standards, Research Triangle Park,	Lowest Measured Level (LML) Assessment for Rules without Policy-Specific Air Quality Data Available: Technical Support Document. Office of Air Quality Planning and Standards, Research Triangle Park,	Regulatory Impact Analysis for the Transport Rule. Office of Air Quality Planning and Standards, Research Triangle Park,	Lindsay Wichers Stanek (PM Team Leader)‚ÄîNational Center for Environmental Assessment (NCEA), U.S. Environmental Protection Agency	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.‚Äù Environ. Sci. Technol.	Regulatory Impact Analysis,	Regulatory Impact Analysis of the Proposed Revisions to the National Ambient Air Quality Standards for Lead. Office of Air Quality Planning and Standards, Research Triangle Park,	Final Regulatory Impact Analysis (RIA) for the SO2 National Ambient Air Quality Standards (NAAQS). Office of Air Quality Planning and Standards, Research Triangle Park,	Regulatory Impact Analysis for the Transport Rule. Office of Air Quality Planning	Costs to be replaced include: (a) bag leak detector replacing opacity test; (b) CO CEMS replacing CO test and secondary chamber temperature monitor;(c) HCl CEMS replacing HCl test, HCl sorbent monitor (dry scrubbers) and scrubber liquor pH monitor (wet Sources: 1. Hospital/Medical/Infectious Waste Incinerators (HMIWI) [EPA-HQ-OAR-2006-0534] Testing and Monitoring Options and Costs Memo	E-mail and attachment from Peter Westlin, EPA, to Mary Johnson,	Some Preliminary Thoughts on the HWI Monitoring.	Stack Testing Costs Parameters/Costs Equation Values A. Parameters 1. Cost index a.	Medical Waste Incinerator Study: Emission Measurement and Continuous Monitoring.	C-34 Table C-4d. Visible Emissions Testing Costs Parameters/Costs Equation Values A. Parameters 1. Operating labor rate, $/hr (LR) $34.60 2. Capital recovery factor, 5-yr equipment life, 7% interest (CRF) = [i x (1 + i)a] / [(1 + i)a - 1], where i = interest rate, a = equipment life 0.24389 B. Total Capital Investment, $ (TCI) = Combination light meter/anemometer ($200) + digital stopwatches (2 each at $25) $250 C. Direct Annual Costs, $/yr 1.	Reporting Requirements 1. Read instructions	State average tipping fees from BioCycle	Where state data unavailable, NSWMA‚Äôs 2005 Tip Fee Survey regional averages were used.	average used. All values corrected to 2008 dollars using CPI data from Bureau of Labor Statistics: http://data.bls.gov/cgi-bin/cpicalc.pl Unit-specific tipping fees are listed in Table 5. 2. Hauling cost:	WAEdmonds 1 FB vs -	Volume based on sludge density of 1215 lbs/yd3 (Pocket Ref (ISBN 1-885071-00-0) page 435). c. Assumed square concrete pad. d. Rail height of 6 feet chosen for minimal concrete surface area requirement. e. Based on cost of $154 per 4&apos; by 8&apos; sheet of flattened aluminum, 0.125 inches thick (Metals Depot: http://www.metalsdepot.com/products/hrsteel2.phtml?page=expanded&LimAcc=$LimAcc) f. Researched concrete slab costs (including installation, materials, and labor) ranged from $3/ft2 to $10/ft2. For this analysis, an average of $6/ft2 was used. g. Capital Recovery Factor based on 7% interest and 15 year lifetime.	assumed density of dewatered sludge is 1215 lbs/yd3 (Pocket Ref (ISBN 1-885071-00-0) page 435) *assumed maximum capacity of hauling vehicles (36 cu yd) for 50+ cu yd/day. (Land application of biosolids: process design manual.
Public Health Statement for Lead	0.29166666666666663	0.36170212765957444	0.37037037037037035	0.35	0.3513513513513513	0.4418604651162791	0.2549019607843137	0.3214285714285714	0.2272727272727273	0.34782608695652173	0.26315789473684215	0.4	0.2727272727272727	0.31707317073170727	0.3584905660377359	0.7714285714285715	0.30612244897959184	0.3571428571428571	0.28301886792452835	0.29166666666666663	0.3584905660377359	0.33333333333333337	0.3571428571428571	0.3846153846153846	0.2692307692307693	0.3076923076923077	0.33333333333333337	0.39682539682539686	0.2857142857142857	0.2857142857142857	0.34782608695652173	0.33333333333333337	0.4626865671641791	0.368421052631579	0.35	0.46153846153846156	0.2592592592592593	0.696969696969697	0.4328358208955224	0.3666666666666667
Review of EPA’s Integrated Science Assessment for Particulate Matter First External Review Draft December 2008	0.3114754098360656	0.33333333333333337	0.25373134328358204	0.3584905660377359	0.36	0.4642857142857143	0.25	0.21739130434782605	0.368421052631579	0.2542372881355932	0.4509803921568627	0.4339622641509434	0.26315789473684215	0.33333333333333337	0.33333333333333337	0.625	0.25806451612903225	0.21739130434782605	0.24242424242424243	0.3114754098360656	0.36363636363636365	0.27586206896551724	0.24637681159420288	0.34615384615384615	0.29230769230769227	0.2615384615384615	0.3448275862068966	0.2894736842105263	0.34545454545454546	0.38181818181818183	0.3220338983050848	0.3090909090909091	0.25	0.4117647058823529	0.39622641509433965	0.32307692307692304	0.25373134328358204	0.5652173913043479	0.22499999999999998	0.26027397260273977
Review of EPAs Draft Health Benefits of the Second Section 812 Prospective Study of the Clean Air Act	0.288135593220339	0.3448275862068966	0.2615384615384615	0.4117647058823529	0.375	0.4444444444444444	0.22580645161290325	0.19402985074626866	0.3090909090909091	0.29824561403508776	0.4285714285714286	0.2941176470588235	0.2727272727272727	0.3076923076923077	0.25	0.6086956521739131	0.30000000000000004	0.25373134328358204	0.25	0.288135593220339	0.34375	0.3214285714285714	0.31343283582089554	0.36	0.3015873015873016	0.3015873015873016	0.3214285714285714	0.2702702702702703	0.3207547169811321	0.39622641509433965	0.33333333333333337	0.3584905660377359	0.2564102564102564	0.3877551020408163	0.2941176470588235	0.3650793650793651	0.23076923076923073	0.5454545454545454	0.2564102564102564	0.2676056338028169
Review of EPAs Integrated Science Assesment for Particulate Matter First External Review Draft December 2008	0.30000000000000004	0.3220338983050848	0.24242424242424243	0.34615384615384615	0.34693877551020413	0.4545454545454546	0.23809523809523814	0.20588235294117652	0.3571428571428571	0.24137931034482762	0.43999999999999995	0.42307692307692313	0.25	0.3207547169811321	0.32307692307692304	0.6170212765957447	0.24590163934426235	0.20588235294117652	0.23076923076923073	0.30000000000000004	0.3538461538461538	0.26315789473684215	0.23529411764705888	0.33333333333333337	0.28125	0.25	0.33333333333333337	0.28	0.33333333333333337	0.37037037037037035	0.31034482758620685	0.2962962962962963	0.240506329113924	0.4	0.3846153846153846	0.3125	0.24242424242424243	0.5555555555555556	0.21518987341772156	0.25
Review of Integrated Science Assessment for Particulate Matter Second External Review Draft July 2009	0.30000000000000004	0.3220338983050848	0.24242424242424243	0.3076923076923077	0.30612244897959184	0.4545454545454546	0.23809523809523814	0.20588235294117652	0.3571428571428571	0.24137931034482762	0.43999999999999995	0.42307692307692313	0.2142857142857143	0.28301886792452835	0.32307692307692304	0.6170212765957447	0.2786885245901639	0.23529411764705888	0.23076923076923073	0.2666666666666667	0.32307692307692304	0.26315789473684215	0.23529411764705888	0.2941176470588235	0.28125	0.28125	0.29824561403508776	0.28	0.2592592592592593	0.33333333333333337	0.31034482758620685	0.2592592592592593	0.26582278481012656	0.4	0.34615384615384615	0.34375	0.303030303030303	0.6	0.26582278481012656	0.2777777777777778
SAB Advisory on EPA’s Issues in Valuing Mortality Risk Reduction	0.3090909090909091	0.33333333333333337	0.24590163934426235	0.36170212765957444	0.2727272727272727	0.4	0.2068965517241379	0.23809523809523814	0.37254901960784315	0.28301886792452835	0.4666666666666667	0.44680851063829785	0.21568627450980393	0.29166666666666663	0.33333333333333337	0.6190476190476191	0.3214285714285714	0.3015873015873016	0.2666666666666667	0.23636363636363633	0.30000000000000004	0.2692307692307693	0.3015873015873016	0.26086956521739135	0.2542372881355932	0.288135593220339	0.3076923076923077	0.34285714285714286	0.30612244897959184	0.30612244897959184	0.24528301886792447	0.22448979591836737	0.3783783783783784	0.37777777777777777	0.3191489361702128	0.38983050847457623	0.34426229508196726	0.55	0.32432432432432434	0.34328358208955223
Summary of Expert Opinions on the Existence of a Threshold in the ConcentrationResponse Function for PM25related Mortality Technical Support Document	0.2542372881355932	0.27586206896551724	0.19999999999999996	0.2549019607843137	0.41666666666666663	0.4444444444444444	0.25806451612903225	0.22388059701492535	0.3090909090909091	0.26315789473684215	0.3877551020408163	0.33333333333333337	0.2727272727272727	0.3076923076923077	0.25	0.6521739130434783	0.23333333333333328	0.07462686567164178	0.21875	0.22033898305084743	0.3125	0.2142857142857143	0.22388059701492535	0.36	0.2698412698412699	0.2063492063492064	0.25	0.2432432432432432	0.28301886792452835	0.3207547169811321	0.29824561403508776	0.28301886792452835	0.2564102564102564	0.3877551020408163	0.33333333333333337	0.33333333333333337	0.29230769230769227	0.6363636363636364	0.28205128205128205	0.323943661971831
Targeted National Sewage Sludge Survey Report	0.41666666666666663	0.4042553191489362	0.37037037037037035	0.4	0.3513513513513513	0.4418604651162791	0.33333333333333337	0.3214285714285714	0.31818181818181823	0.34782608695652173	0.4736842105263158	0.44999999999999996	0.31818181818181823	0.36585365853658536	0.3584905660377359	0.7142857142857143	0.30612244897959184	0.3928571428571429	0.28301886792452835	0.29166666666666663	0.39622641509433965	0.37777777777777777	0.3928571428571429	0.28205128205128205	0.2692307692307693	0.3076923076923077	0.33333333333333337	0.4285714285714286	0.47619047619047616	0.33333333333333337	0.3913043478260869	0.33333333333333337	0.4626865671641791	0.3157894736842105	0.30000000000000004	0.2692307692307693	0.40740740740740744	0.696969696969697	0.4328358208955224	0.3666666666666667
Technical Support Document Social Cost of Carbon for Regulatory Impact Analysis Under Executive Order  Docket ID EPAHQOAR20090472114577 12866	0.36986301369863017	0.36111111111111116	0.2911392405063291	0.41538461538461535	0.4516129032258065	0.5294117647058824	0.23684210526315785	0.18518518518518523	0.30434782608695654	0.323943661971831	0.5238095238095238	0.41538461538461535	0.30434782608695654	0.3939393939393939	0.23076923076923073	0.5666666666666667	0.2702702702702703	0.16049382716049387	0.23076923076923073	0.23287671232876717	0.33333333333333337	0.37142857142857144	0.2592592592592593	0.40625	0.22077922077922074	0.22077922077922074	0.2857142857142857	0.13636363636363635	0.4328358208955224	0.4029850746268657	0.323943661971831	0.4029850746268657	0.13043478260869568	0.46031746031746035	0.41538461538461535	0.37662337662337664	0.189873417721519	0.6551724137931034	0.17391304347826086	0.17647058823529416
ToxFAQs for Chlorinated Dibenzopdioxins	0.4117647058823529	0.36	0.368421052631579	0.39534883720930236	0.5	0.3913043478260869	0.40740740740740744	0.35593220338983056	0.23404255319148937	0.3877551020408163	0.36585365853658536	0.3023255813953488	0.4042553191489362	0.40909090909090906	0.3928571428571429	0.6842105263157895	0.3076923076923077	0.2542372881355932	0.3214285714285714	0.33333333333333337	0.4285714285714286	0.33333333333333337	0.3220338983050848	0.4285714285714286	0.34545454545454546	0.3090909090909091	0.33333333333333337	0.4242424242424242	0.37777777777777777	0.4666666666666667	0.3877551020408163	0.4666666666666667	0.4	0.46341463414634143	0.39534883720930236	0.38181818181818183	0.368421052631579	0.6111111111111112	0.4285714285714286	0.4920634920634921
ToxFAQs for Chlorodibenzofurans	0.3877551020408163	0.375	0.38181818181818183	0.36585365853658536	0.5263157894736843	0.40909090909090906	0.42307692307692313	0.4035087719298246	0.24444444444444446	0.4042553191489362	0.3846153846153846	0.41463414634146345	0.37777777777777777	0.38095238095238093	0.40740740740740744	0.6666666666666667	0.31999999999999995	0.29824561403508776	0.37037037037037035	0.34693877551020413	0.4444444444444444	0.34782608695652173	0.33333333333333337	0.44999999999999996	0.3584905660377359	0.3207547169811321	0.34782608695652173	0.4375	0.39534883720930236	0.4418604651162791	0.36170212765957444	0.4418604651162791	0.4411764705882353	0.4871794871794872	0.46341463414634143	0.39622641509433965	0.38181818181818183	0.5882352941176471	0.47058823529411764	0.5081967213114754
Dust Disposal Cost 2005 Tip Fee Survey	0.4285714285714286	0.41666666666666663	0.4181818181818182	0.41463414634146345	0.4736842105263158	0.5454545454545454	0.46153846153846156	0.4035087719298246	0.4222222222222223	0.44680851063829785	0.4358974358974359	0.31707317073170727	0.4222222222222223	0.47619047619047616	0.40740740740740744	0.6666666666666667	0.4	0.33333333333333337	0.40740740740740744	0.4285714285714286	0.4814814814814815	0.3913043478260869	0.4035087719298246	0.4	0.4339622641509434	0.39622641509433965	0.4347826086956522	0.4375	0.5348837209302326	0.39534883720930236	0.44680851063829785	0.39534883720930236	0.4117647058823529	0.4871794871794872	0.31707317073170727	0.28301886792452835	0.34545454545454546	0.7058823529411764	0.4117647058823529	0.4426229508196722
Expanded Expert Judgement Assessment of the ConcentrationResponse Relationship between PM25 Exposure and Mortality	0.22033898305084743	0.31034482758620685	0.19999999999999996	0.2549019607843137	0.33333333333333337	0.37037037037037035	0.19354838709677424	0.19402985074626866	0.23636363636363633	0.22807017543859653	0.4285714285714286	0.37254901960784315	0.2727272727272727	0.23076923076923073	0.25	0.6521739130434783	0.23333333333333328	0.13432835820895528	0.21875	0.2542372881355932	0.3125	0.1785714285714286	0.19402985074626866	0.28	0.2698412698412699	0.23809523809523814	0.25	0.21621621621621623	0.2075471698113207	0.3584905660377359	0.29824561403508776	0.28301886792452835	0.2564102564102564	0.34693877551020413	0.33333333333333337	0.3015873015873016	0.2615384615384615	0.6363636363636364	0.2564102564102564	0.2676056338028169
Extended followup and spatial analysis of the American Cancer Society study linking particulate air pollution and mortality	0.2592592592592593	0.2075471698113207	0.16666666666666663	0.21739130434782605	0.3023255813953488	0.34693877551020413	0.19298245614035092	0.19354838709677424	0.19999999999999996	0.23076923076923073	0.36363636363636365	0.34782608695652173	0.19999999999999996	0.19148936170212771	0.3220338983050848	0.6585365853658536	0.23636363636363633	0.19354838709677424	0.22033898305084743	0.18518518518518523	0.2542372881355932	0.17647058823529416	0.22580645161290325	0.24444444444444446	0.24137931034482762	0.24137931034482762	0.2549019607843137	0.2753623188405797	0.25	0.33333333333333337	0.1923076923076923	0.20833333333333337	0.34246575342465757	0.31818181818181823	0.21739130434782605	0.3448275862068966	0.30000000000000004	0.5897435897435898	0.31506849315068497	0.303030303030303
Revised Secondary Environmental and Energy Impacts for New HMIWI EPA Contract No EPD06118 Work Assignment No 309 SPPD No 0230 RTI Project No 0210426003009	0.37142857142857144	0.42028985507246375	0.3157894736842105	0.4516129032258065	0.423728813559322	0.4461538461538461	0.28767123287671237	0.20512820512820518	0.3939393939393939	0.2941176470588235	0.5333333333333333	0.3870967741935484	0.36363636363636365	0.39682539682539686	0.30666666666666664	0.5087719298245614	0.352112676056338	0.28205128205128205	0.28	0.3142857142857143	0.28	0.3731343283582089	0.33333333333333337	0.4098360655737705	0.29729729729729726	0.29729729729729726	0.3731343283582089	0.15294117647058825	0.375	0.375	0.3529411764705882	0.34375	0.2134831460674157	0.4666666666666667	0.3870967741935484	0.3513513513513513	0.2894736842105263	0.6	0.1910112359550562	0.2195121951219512
A Comparison of Fluid Bed and Multiple Hearth Biosolids Incineration	0.23076923076923073	0.2549019607843137	0.27586206896551724	0.31818181818181823	0.41463414634146345	0.276595744680851	0.2727272727272727	0.2666666666666667	0.20833333333333337	0.19999999999999996	0.33333333333333337	0.36363636363636365	0.33333333333333337	0.28888888888888886	0.33333333333333337	0.6923076923076923	0.24528301886792447	0.30000000000000004	0.33333333333333337	0.2692307692307693	0.368421052631579	0.22448979591836737	0.2666666666666667	0.2558139534883721	0.3214285714285714	0.2857142857142857	0.26530612244897955	0.34328358208955223	0.26086956521739135	0.30434782608695654	0.36	0.26086956521739135	0.3802816901408451	0.33333333333333337	0.2727272727272727	0.3928571428571429	0.24137931034482762	0.5135135135135135	0.352112676056338	0.40625
Analysis of beyond the Maximum Achievable Control Technology MACT Floor Controls for Existing SSI Units	0.31034482758620685	0.22807017543859653	0.1875	0.19999999999999996	0.3191489361702128	0.3584905660377359	0.180327868852459	0.1515151515151515	0.2222222222222222	0.2142857142857143	0.41666666666666663	0.43999999999999995	0.2222222222222222	0.2941176470588235	0.2698412698412699	0.6888888888888889	0.22033898305084743	0.18181818181818177	0.23809523809523814	0.24137931034482762	0.2063492063492064	0.19999999999999996	0.09090909090909094	0.30612244897959184	0.22580645161290325	0.22580645161290325	0.2727272727272727	0.28767123287671237	0.2692307692307693	0.2692307692307693	0.25	0.1923076923076923	0.2987012987012987	0.41666666666666663	0.28	0.29032258064516125	0.21875	0.5348837209302326	0.2987012987012987	0.34285714285714286
Cost and Emissions Reduction of Complying with the MACT Floor for Existing SSI Units	0.288135593220339	0.24137931034482762	0.16923076923076918	0.21568627450980393	0.375	0.37037037037037035	0.19354838709677424	0.13432835820895528	0.23636363636363633	0.19298245614035092	0.4285714285714286	0.4117647058823529	0.2727272727272727	0.2692307692307693	0.28125	0.6521739130434783	0.19999999999999996	0.16417910447761197	0.21875	0.18644067796610164	0.25	0.1785714285714286	0.13432835820895528	0.24	0.23809523809523814	0.2063492063492064	0.2142857142857143	0.2432432432432432	0.28301886792452835	0.28301886792452835	0.26315789473684215	0.2075471698113207	0.28205128205128205	0.34693877551020413	0.2941176470588235	0.3015873015873016	0.2615384615384615	0.5909090909090908	0.28205128205128205	0.323943661971831
Costs of CO CEMS	0.6842105263157895	0.6756756756756757	0.5909090909090908	0.5333333333333333	0.7037037037037037	0.6363636363636364	0.6097560975609756	0.6086956521739131	0.7058823529411764	0.5555555555555556	0.6428571428571428	0.6	0.5294117647058824	0.6774193548387097	0.627906976744186	0.76	0.641025641025641	0.5652173913043479	0.627906976744186	0.631578947368421	0.5813953488372092	0.6	0.6086956521739131	0.7241379310344828	0.6666666666666667	0.6666666666666667	0.6571428571428571	0.6226415094339622	0.5625	0.625	0.6111111111111112	0.5	0.7192982456140351	0.7142857142857143	0.5333333333333333	0.7142857142857143	0.6818181818181819	0.6521739130434783	0.7192982456140351	0.76
Development of the Inventory Database for the Sewage Sludge Incinerator Source Category	0.2962962962962963	0.24528301886792447	0.2666666666666667	0.30434782608695654	0.34883720930232553	0.3877551020408163	0.22807017543859653	0.16129032258064513	0.19999999999999996	0.23076923076923073	0.31818181818181823	0.34782608695652173	0.24	0.276595744680851	0.288135593220339	0.8048780487804879	0.19999999999999996	0.25806451612903225	0.18644067796610164	0.2222222222222222	0.3220338983050848	0.2941176470588235	0.22580645161290325	0.24444444444444446	0.2068965517241379	0.24137931034482762	0.2549019607843137	0.30434782608695654	0.33333333333333337	0.29166666666666663	0.34615384615384615	0.20833333333333337	0.31506849315068497	0.31818181818181823	0.17391304347826086	0.31034482758620685	0.23333333333333328	0.641025641025641	0.28767123287671237	0.2727272727272727
Facility Unit and Emissions Test Database for the Sewage Sludge Incineration Source Category	0.2857142857142857	0.2727272727272727	0.29032258064516125	0.25	0.37777777777777777	0.4117647058823529	0.2542372881355932	0.15625	0.23076923076923073	0.2962962962962963	0.34782608695652173	0.41666666666666663	0.2692307692307693	0.30612244897959184	0.34426229508196726	0.7209302325581395	0.22807017543859653	0.21875	0.24590163934426235	0.25	0.2786885245901639	0.28301886792452835	0.1875	0.3191489361702128	0.2666666666666667	0.23333333333333328	0.28301886792452835	0.295774647887324	0.31999999999999995	0.28	0.2962962962962963	0.19999999999999996	0.30666666666666664	0.3913043478260869	0.29166666666666663	0.33333333333333337	0.25806451612903225	0.6097560975609756	0.33333333333333337	0.3529411764705882
Letter from Dr Daniel Krewski to HEI’s Dr Kate Adams dated July 7 2009 regarding “EPA queries regarding HEI Report 140” Dr Adams then forwarded the letter on July 10 2009 to EPA’s Beth HassettSipple	0.34285714285714286	0.42028985507246375	0.368421052631579	0.4838709677419355	0.4915254237288136	0.5076923076923077	0.31506849315068497	0.28205128205128205	0.3939393939393939	0.4117647058823529	0.4666666666666667	0.4193548387096774	0.3939393939393939	0.39682539682539686	0.3866666666666667	0.6140350877192983	0.352112676056338	0.33333333333333337	0.30666666666666664	0.3142857142857143	0.41333333333333333	0.4029850746268657	0.3846153846153846	0.4098360655737705	0.32432432432432434	0.32432432432432434	0.3731343283582089	0.24705882352941178	0.40625	0.40625	0.38235294117647056	0.4375	0.2359550561797753	0.43333333333333335	0.4516129032258065	0.43243243243243246	0.3157894736842105	0.6363636363636364	0.2359550561797753	0.24390243902439024
MACT Floor Analysis for the Sewage Sludge Incinerator Source Category	0.24528301886792447	0.3076923076923077	0.2542372881355932	0.24444444444444446	0.38095238095238093	0.33333333333333337	0.2857142857142857	0.21311475409836067	0.22448979591836737	0.2941176470588235	0.39534883720930236	0.37777777777777777	0.26530612244897955	0.30434782608695654	0.3448275862068966	0.7	0.2222222222222222	0.24590163934426235	0.24137931034482762	0.2075471698113207	0.27586206896551724	0.24	0.21311475409836067	0.2727272727272727	0.26315789473684215	0.22807017543859653	0.24	0.2941176470588235	0.276595744680851	0.23404255319148937	0.2941176470588235	0.19148936170212771	0.36111111111111116	0.39534883720930236	0.28888888888888886	0.26315789473684215	0.288135593220339	0.631578947368421	0.33333333333333337	0.3846153846153846
Medical Waste Incinerator Study Emission Measurement and Continuous Monitoring IIB89	0.3207547169811321	0.34615384615384615	0.3220338983050848	0.28888888888888886	0.33333333333333337	0.29166666666666663	0.3214285714285714	0.3114754098360656	0.34693877551020413	0.21568627450980393	0.39534883720930236	0.4222222222222223	0.26530612244897955	0.30434782608695654	0.3793103448275862	0.7	0.33333333333333337	0.34426229508196726	0.3793103448275862	0.3207547169811321	0.31034482758620685	0.24	0.3114754098360656	0.2727272727272727	0.368421052631579	0.368421052631579	0.36	0.3529411764705882	0.276595744680851	0.23404255319148937	0.2941176470588235	0.06382978723404253	0.38888888888888884	0.34883720930232553	0.24444444444444446	0.4035087719298246	0.3220338983050848	0.5263157894736843	0.38888888888888884	0.3846153846153846
Monitoring Options for SNCR  Test Cost Questions	0.5	0.5319148936170213	0.40740740740740744	0.4	0.5675675675675675	0.4418604651162791	0.4117647058823529	0.3928571428571429	0.36363636363636365	0.34782608695652173	0.4736842105263158	0.5	0.36363636363636365	0.46341463414634143	0.3584905660377359	0.7142857142857143	0.30612244897959184	0.3214285714285714	0.3207547169811321	0.29166666666666663	0.4339622641509434	0.4222222222222223	0.4285714285714286	0.3846153846153846	0.3076923076923077	0.3076923076923077	0.28888888888888886	0.39682539682539686	0.5238095238095238	0.38095238095238093	0.4347826086956522	0.38095238095238093	0.5223880597014925	0.368421052631579	0.35	0.42307692307692313	0.4444444444444444	0.7575757575757576	0.4925373134328358	0.5
Monitoring Options for SNCR on Medical Waste Incinerators	0.4117647058823529	0.4	0.33333333333333337	0.39534883720930236	0.44999999999999996	0.30434782608695654	0.33333333333333337	0.3220338983050848	0.36170212765957444	0.18367346938775508	0.41463414634146345	0.34883720930232553	0.3191489361702128	0.36363636363636365	0.3214285714285714	0.6842105263157895	0.23076923076923073	0.3220338983050848	0.3214285714285714	0.2549019607843137	0.3214285714285714	0.33333333333333337	0.35593220338983056	0.2857142857142857	0.2727272727272727	0.2727272727272727	0.29166666666666663	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.3877551020408163	0.19999999999999996	0.4571428571428572	0.31707317073170727	0.2558139534883721	0.38181818181818183	0.368421052631579	0.6666666666666667	0.4	0.39682539682539686
Revised Compliance Costs and Economic Inputs for Existing HMIWI	0.33333333333333337	0.24528301886792447	0.23333333333333328	0.26086956521739135	0.34883720930232553	0.34693877551020413	0.22807017543859653	0.22580645161290325	0.28	0.0	0.36363636363636365	0.4347826086956522	0.28	0.276595744680851	0.35593220338983056	0.7073170731707317	0.3090909090909091	0.29032258064516125	0.3220338983050848	0.2962962962962963	0.3220338983050848	0.21568627450980393	0.25806451612903225	0.24444444444444446	0.31034482758620685	0.3448275862068966	0.2941176470588235	0.30434782608695654	0.29166666666666663	0.29166666666666663	0.3076923076923077	0.16666666666666663	0.36986301369863017	0.2727272727272727	0.26086956521739135	0.4137931034482759	0.30000000000000004	0.5384615384615384	0.36986301369863017	0.36363636363636365
Sewage Sludge Incinerator Informational Meeting with the National Association of Clean Water Agencies	0.28301886792452835	0.34615384615384615	0.288135593220339	0.28888888888888886	0.38095238095238093	0.20833333333333337	0.2857142857142857	0.24590163934426235	0.26530612244897955	0.21568627450980393	0.3023255813953488	0.33333333333333337	0.26530612244897955	0.30434782608695654	0.31034482758620685	0.7	0.2222222222222222	0.3114754098360656	0.27586206896551724	0.24528301886792447	0.24137931034482762	0.28	0.2786885245901639	0.2727272727272727	0.26315789473684215	0.26315789473684215	0.28	0.2941176470588235	0.23404255319148937	0.23404255319148937	0.2941176470588235	0.14893617021276595	0.41666666666666663	0.34883720930232553	0.28888888888888886	0.29824561403508776	0.288135593220339	0.5789473684210527	0.33333333333333337	0.3538461538461538
Some Preliminary Thoughts on HWI Monitoring	0.28	0.3877551020408163	0.3571428571428571	0.23809523809523814	0.33333333333333337	0.33333333333333337	0.28301886792452835	0.27586206896551724	0.26086956521739135	0.29166666666666663	0.30000000000000004	0.38095238095238093	0.30434782608695654	0.34883720930232553	0.38181818181818183	0.7837837837837838	0.33333333333333337	0.3448275862068966	0.3090909090909091	0.24	0.3090909090909091	0.3191489361702128	0.31034482758620685	0.2682926829268293	0.2962962962962963	0.2962962962962963	0.23404255319148937	0.32307692307692304	0.2727272727272727	0.0	0.33333333333333337	0.18181818181818177	0.4782608695652174	0.4	0.33333333333333337	0.33333333333333337	0.3214285714285714	0.6571428571428571	0.4492753623188406	0.4193548387096774
Table on state average tipping fees	0.4545454545454546	0.39534883720930236	0.43999999999999995	0.33333333333333337	0.33333333333333337	0.4358974358974359	0.36170212765957444	0.3846153846153846	0.25	0.33333333333333337	0.3529411764705882	0.4444444444444444	0.35	0.3513513513513513	0.4693877551020408	0.8064516129032258	0.37777777777777777	0.42307692307692313	0.34693877551020413	0.36363636363636365	0.4285714285714286	0.41463414634146345	0.3846153846153846	0.3142857142857143	0.33333333333333337	0.375	0.31707317073170727	0.4915254237288136	0.42105263157894735	0.368421052631579	0.4285714285714286	0.42105263157894735	0.4920634920634921	0.3529411764705882	0.2222222222222222	0.375	0.36	0.6551724137931034	0.5238095238095238	0.4642857142857143
