	Simplified Flow Sheet of Clinker and Cement Manufacture........................................ 2-2 2-2. Labor Costs per Metric Ton of Cement	Current Employment Statistics (National): Customizable Data Tables” Available at As obtained on	Consumer Price Index All Items – U.S. City Average Data: Customizable Data Tables.” Available at As obtained on	Cement Association.	Cement Association. 2008b. “Market Research: Producer Price Indices—Competitive Building Materials.” Available at	Cement Association (PCA).	Department of Commerce, Bureau of the Census.	DC: Government Printing Office. Available at As obtained on	the Census.	Optimal Tariffs and Market Power: The Evidence.” American Economic Review 98(5):2032-2065.	Estimating Particulate MatterMortality Dose-Response Curves and Threshold Levels: An Analysis of Daily TimeSeries for the 20 Largest	A Micro-Econometric Model of Capital Utilization and Retirement: The Case of the U.S.	D&B Million Dollar Directory.	Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between	Multimarket Contact and Pricing: Evidence from the U.S.	Historical Statistics for Mineral and Material Commodities in the United States: Cement End Use Statistics.” U.S. Geological Survey Data Series 140, Version 1.2. Available at	Historical Statistics for Mineral and Material Commodities in the United States: Cement Supply and	Reanalysis of the Harvard Six Cities Study and the American Cancer Society Study of Particulate Air Pollution and Mortality. Special Report to the Health Effects Institute.	Reduction in Fine Particulate Air Pollution and Mortality.”	Estimating the Public Health Benefits of Proposed Air Pollution Regulations.	Price and Seller Concentration in Cement: Effective Oligopoly or	Circular A-4: Regulatory Analysis.	Invited Commentary: Particulate Matter-Mortality Exposure-Response Relations and Thresholds.”	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	U.S. and Canadian Portland Cement Industry: Plant Information Summary.	U.S. and Canadian Labor-Energy Input Survey	Flash Report: Capacity Expansion Update.” Available at < http://www.cement.org/econ/pdf/NONMEMBERCapacity Expansion.pdf>. As obtained on	Association (PCA). 2008a. “Cement and Concrete Basics: History & Manufacture of Portland Cement.” Available at concretebasics_history.asp>.	Association (PCA). 2008b. “Market Research: Producer Price Indices— Competitive Building Materials.” Available at	Association (PCA).	Cement Plant Operating Cost Study.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. Environ. Sci.	Air Pollution and Cause-Specific Mortality in Milan, Italy, 1980–1989.” Arch Environ Health	The Cost of Environmental Regulation in a Concentrated Industry.” Available at	The Concentration-Response Relation between PM(2.5) and Daily Deaths.” Environ Health Perspectives	The Effect of Dose and Timing of Dose on the Association between Airborne Particles and Survival.” Environmental Health Perspectives	Using Meta-Smoothing to Estimate Dose-Response Trends Across Multiple Studies, with Application to Air Pollution and Daily Death.”	Threshold Dependence of Mortality Effects for Fine and Coarse Particles in Phoenix,	of the Census.	of the Census; generated by RTI International; using American FactFinder; “Sector 31: Annual Survey of Manufactures: General Statistics: Statistics for Industry Groups and Industries:	Department of Commerce, Bureau of Economic Analysis.	Department of Energy, Energy Information Administration.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey. 2008b. Minerals Commodity Summaries, Cement	Statistics (BLS). 2007b. “State and Area Employment, Hours and Earnings	Regulatory Impact Analysis of Cement Kiln Dust Rulemaking. Appendix C,	Environmental Protection Agency (EPA).	Environmental Protection Agency.	Environmental Protection Agency, Office of Air Quality Planning and Standards.	Environmental Protection Agency Science Advisory	Advisory on Plans for Health Effects Analysis for EPA’s Second Prospective Analysis— Benefits and Costs of the Clean Air Act,	International Trade Commission (USITC). 2006. Gray Portland Cement and Cement Clinker from Japan Investigation No. 731-TA-461 (Second Review). Publication 3856. Available at	Trade Commission.	Cement Manufacture and the Environment Part I: Chemistry and	Microeconomic Analysis. 3rd Ed.
The ConcentrationResponse Relation between PM25 and Daily Deaths	0.7959183673469388	0.7446808510638298	0.7927927927927928	0.828125	0.782608695652174	0.796875	0.765625	0.78125	0.875	0.8235294117647058	0.7307692307692307	0.7407407407407407	0.8125	0.788235294117647	0.84375	0.8165680473372781	0.7628865979381443	0.8	0.8125	0.7866666666666666	0.78125	0.765625	0.7252747252747253	0.75	0.803030303030303	0.8125	0.782258064516129	0.7878787878787878	0.7964601769911505	0.84375	0.78125	0.7711864406779662	0.7912087912087912	0.6455696202531646	0.3263157894736842	0.6842105263157895	0.6796875	0.7439024390243902	0.890625	0.7921348314606742	0.75	0.796875	0.78125	0.7640449438202247	0.8529411764705882	0.8529411764705882	0.734375	0.75	0.75	0.75	0.7890625	0.7901234567901234	0.859375	0.796875	0.8125
The Effect of Dose and Timing of Dose on the Association between Airborne Particles and Survival	0.8367346938775511	0.8333333333333334	0.8108108108108109	0.8229166666666666	0.7913043478260869	0.8020833333333334	0.78125	0.7604166666666666	0.9166666666666666	0.7708333333333334	0.7846153846153846	0.7395833333333334	0.8541666666666666	0.75	0.7708333333333334	0.7455621301775148	0.8247422680412371	0.7529411764705882	0.7395833333333334	0.78125	0.75	0.84375	0.8020833333333334	0.8333333333333334	0.7604166666666666	0.7916666666666666	0.8225806451612904	0.7878787878787878	0.8141592920353983	0.8645833333333334	0.8229166666666666	0.7033898305084746	0.84375	0.75	0.78125	0.2781954887218045	0.734375	0.6458333333333334	0.8854166666666666	0.7752808988764045	0.7604166666666666	0.7395833333333334	0.71875	0.8020833333333334	0.7708333333333334	0.78125	0.8020833333333334	0.8125	0.7708333333333334	0.7604166666666666	0.7890625	0.7777777777777778	0.8854166666666666	0.7395833333333334	0.84375
Threshold Dependence of Mortality Effects for Fine and Coarse Particles in Phoenix Arizona	0.7857142857142857	0.8191489361702128	0.7657657657657657	0.8555555555555555	0.7652173913043478	0.8333333333333334	0.7555555555555555	0.7222222222222222	0.9222222222222223	0.8555555555555555	0.7307692307692307	0.7888888888888889	0.8333333333333334	0.8222222222222222	0.7777777777777778	0.7751479289940828	0.7938144329896907	0.7647058823529411	0.7777777777777778	0.7444444444444445	0.7666666666666667	0.8444444444444444	0.8131868131868132	0.6979166666666666	0.7666666666666667	0.8333333333333334	0.8225806451612904	0.75	0.7787610619469026	0.8777777777777778	0.8111111111111111	0.6186440677966102	0.8021978021978022	0.7444444444444445	0.7789473684210526	0.706766917293233	0.796875	0.08888888888888889	0.8888888888888888	0.7808988764044944	0.7555555555555555	0.7111111111111111	0.7777777777777778	0.8333333333333334	0.8111111111111111	0.7555555555555555	0.8	0.8111111111111111	0.7777777777777778	0.7555555555555555	0.7265625	0.7839506172839507	0.8666666666666667	0.7333333333333333	0.8333333333333334
Cement Plant Operating Cost Study	0.8163265306122449	0.776595744680851	0.8288288288288288	0.6666666666666666	0.8260869565217391	0.6363636363636364	0.7674418604651163	0.6842105263157895	0.8181818181818182	0.8470588235294118	0.8538461538461538	0.8024691358024691	0.8181818181818182	0.7647058823529411	0.75	0.8816568047337278	0.8041237113402062	0.8705882352941177	0.7666666666666667	0.7733333333333333	0.7301587301587301	0.8787878787878788	0.7802197802197802	0.8020833333333334	0.7575757575757576	0.725	0.8467741935483871	0.8484848484848485	0.8584070796460177	0.8484848484848485	0.08333333333333333	0.8305084745762712	0.8461538461538461	0.7848101265822784	0.8210526315789474	0.849624060150376	0.84375	0.7926829268292683	0.8181818181818182	0.8651685393258427	0.74	0.6851851851851852	0.7021276595744681	0.7865168539325843	0.8235294117647058	0.7647058823529411	0.8285714285714286	0.8181818181818182	0.7368421052631579	0.7708333333333334	0.8515625	0.8703703703703703	0.8484848484848485	0.711864406779661	0.8787878787878788
Microeconomic Analysis 3rd Ed	0.8571428571428571	0.8085106382978723	0.8558558558558559	0.8275862068965517	0.8521739130434782	0.8275862068965517	0.7906976744186046	0.7719298245614035	0.8620689655172413	0.8470588235294118	0.8461538461538461	0.7654320987654321	0.896551724137931	0.8588235294117647	0.7692307692307693	0.893491124260355	0.845360824742268	0.888235294117647	0.8	0.8266666666666667	0.7936507936507936	0.8064516129032258	0.8241758241758241	0.8541666666666666	0.8484848484848485	0.85	0.8790322580645161	0.8712121212121212	0.8495575221238938	0.8275862068965517	0.8888888888888888	0.864406779661017	0.8351648351648352	0.8354430379746836	0.8315789473684211	0.8721804511278195	0.8671875	0.8292682926829268	0.8620689655172413	0.8820224719101124	0.76	0.8148148148148148	0.8085106382978723	0.8314606741573034	0.8235294117647058	0.7794117647058824	0.8	0.8387096774193549	0.75	0.7916666666666666	0.8359375	0.9012345679012346	0.8275862068965517	0.7966101694915254	0.0
USITC Interactive Tariff and Trade DataWeb	0.826530612244898	0.7978723404255319	0.8108108108108109	0.8333333333333334	0.8347826086956521	0.8571428571428571	0.8837209302325582	0.7543859649122807	0.9047619047619048	0.8117647058823529	0.8153846153846154	0.7777777777777778	0.8333333333333334	0.8235294117647058	0.8076923076923077	0.8520710059171598	0.8041237113402062	0.8411764705882353	0.75	0.8	0.8095238095238095	0.8571428571428571	0.7802197802197802	0.7916666666666666	0.7727272727272727	0.7857142857142857	0.8387096774193549	0.8257575757575758	0.831858407079646	0.8571428571428571	0.8333333333333334	0.8220338983050848	0.8571428571428571	0.7721518987341772	0.7894736842105263	0.8120300751879699	0.8203125	0.7439024390243902	0.8809523809523809	0.848314606741573	0.84	0.8148148148148148	0.8085106382978723	0.8089887640449438	0.8088235294117647	0.8235294117647058	0.8571428571428571	0.8571428571428571	0.7763157894736842	0.8333333333333334	0.828125	0.845679012345679	0.8571428571428571	0.7796610169491526	0.8571428571428571
nan	0.9693877551020408	0.9680851063829787	0.972972972972973	0.8333333333333334	0.9739130434782609	0.8636363636363636	0.9302325581395349	0.9473684210526315	0.9	0.9647058823529412	0.9769230769230769	0.9629629629629629	0.9259259259259259	0.9647058823529412	0.9423076923076923	0.9822485207100592	0.9690721649484536	0.9823529411764705	0.95	0.96	0.9523809523809523	0.9354838709677419	0.967032967032967	0.96875	0.9545454545454546	0.925	0.9758064516129032	0.9772727272727273	0.9734513274336283	0.8666666666666667	0.9166666666666666	0.9745762711864406	0.967032967032967	0.9620253164556962	0.968421052631579	0.9774436090225563	0.9765625	0.9634146341463414	0.9230769230769231	0.9831460674157303	0.94	0.9444444444444444	0.9574468085106383	0.9662921348314607	0.9558823529411765	0.9558823529411765	0.9142857142857143	0.9032258064516129	0.9605263157894737	0.9375	0.9765625	0.9814814814814815	0.875	0.9491525423728814	0.9310344827586207
 Electric Power Annual 2005	0.8571428571428571	0.8404255319148937	0.8828828828828829	0.8518518518518519	0.8608695652173913	0.8148148148148148	0.7906976744186046	0.8070175438596491	0.8148148148148148	0.788235294117647	0.8538461538461538	0.8271604938271605	0.8888888888888888	0.8588235294117647	0.8076923076923077	0.9112426035502958	0.865979381443299	0.9	0.8	0.8266666666666667	0.8253968253968254	0.8387096774193549	0.8461538461538461	0.8645833333333334	0.8181818181818182	0.775	0.8951612903225806	0.8863636363636364	0.8672566371681416	0.8148148148148148	0.8333333333333334	0.8728813559322034	0.8351648351648352	0.810126582278481	0.8421052631578947	0.8646616541353384	0.875	0.8292682926829268	0.8148148148148148	0.9044943820224719	0.82	0.8333333333333334	0.7872340425531915	0.8539325842696629	0.8529411764705882	0.8382352941176471	0.8	0.8387096774193549	0.8289473684210527	0.8125	0.859375	0.9074074074074074	0.8888888888888888	0.847457627118644	0.8275862068965517
 Estimating the Public Health Benefits of Proposed Air Pollution Regulations	0.7653061224489796	0.8191489361702128	0.8018018018018018	0.8289473684210527	0.782608695652174	0.8421052631578947	0.7894736842105263	0.7894736842105263	0.881578947368421	0.8235294117647058	0.7230769230769231	0.8518518518518519	0.8289473684210527	0.788235294117647	0.7763157894736842	0.7810650887573964	0.7731958762886598	0.7352941176470589	0.7105263157894737	0.013157894736842105	0.7894736842105263	0.8026315789473685	0.7692307692307693	0.7604166666666666	0.7763157894736842	0.8157894736842105	0.8145161290322581	0.7424242424242424	0.7699115044247787	0.881578947368421	0.7763157894736842	0.7627118644067796	0.7912087912087912	0.8481012658227848	0.7684210526315789	0.7593984962406015	0.6953125	0.7926829268292683	0.868421052631579	0.8033707865168539	0.75	0.7631578947368421	0.7894736842105263	0.797752808988764	0.7763157894736842	0.8289473684210527	0.7763157894736842	0.7763157894736842	0.8026315789473685	0.7763157894736842	0.765625	0.7777777777777778	0.881578947368421	0.8026315789473685	0.8289473684210527
2000 Minerals Yearbook Cement	0.7959183673469388	0.8723404255319149	0.8738738738738738	0.8275862068965517	0.8608695652173913	0.8275862068965517	0.7906976744186046	0.8245614035087719	0.8620689655172413	0.8470588235294118	0.8692307692307693	0.8395061728395061	0.8620689655172413	0.8470588235294118	0.8461538461538461	0.8816568047337278	0.7938144329896907	0.9	0.8166666666666667	0.8133333333333334	0.7936507936507936	0.9032258064516129	0.8571428571428571	0.8541666666666666	0.8181818181818182	0.85	0.8870967741935484	0.8484848484848485	0.8584070796460177	0.8620689655172413	0.8611111111111112	0.864406779661017	0.8681318681318682	0.810126582278481	0.8526315789473684	0.8796992481203008	0.875	0.8170731707317073	0.8275862068965517	0.898876404494382	0.84	0.7962962962962963	0.8297872340425532	0.7640449438202247	0.8088235294117647	0.8382352941176471	0.8285714285714286	0.8064516129032258	0.8552631578947368	0.8333333333333334	0.8671875	0.8827160493827161	0.8275862068965517	0.7796610169491526	0.896551724137931
2001 Annual Survey of Manufactures	0.8061224489795918	0.8617021276595744	0.8738738738738738	0.8529411764705882	0.8695652173913043	0.8823529411764706	0.813953488372093	0.8421052631578947	0.8529411764705882	0.8588235294117647	0.8461538461538461	0.8518518518518519	0.8235294117647058	0.8470588235294118	0.8269230769230769	0.8994082840236687	0.865979381443299	0.888235294117647	0.8	0.8266666666666667	0.8095238095238095	0.8529411764705882	0.8131868131868132	0.84375	0.803030303030303	0.775	0.8790322580645161	0.8181818181818182	0.8584070796460177	0.9117647058823529	0.8888888888888888	0.8559322033898306	0.8351648351648352	0.8227848101265823	0.8421052631578947	0.8571428571428571	0.875	0.8170731707317073	0.8235294117647058	0.8258426966292135	0.78	0.8148148148148148	0.8085106382978723	0.7640449438202247	0.7941176470588235	0.8529411764705882	0.8	0.8235294117647058	0.7763157894736842	0.75	0.859375	0.8827160493827161	0.9117647058823529	0.7966101694915254	0.9411764705882353
2005 Annual Survey of Manufactures	0.8061224489795918	0.8617021276595744	0.8738738738738738	0.8529411764705882	0.8695652173913043	0.8823529411764706	0.813953488372093	0.8421052631578947	0.8529411764705882	0.8588235294117647	0.8461538461538461	0.8518518518518519	0.8235294117647058	0.8470588235294118	0.8269230769230769	0.8994082840236687	0.865979381443299	0.888235294117647	0.8	0.8266666666666667	0.8095238095238095	0.8529411764705882	0.8131868131868132	0.84375	0.803030303030303	0.775	0.8790322580645161	0.8181818181818182	0.8584070796460177	0.9117647058823529	0.8888888888888888	0.8559322033898306	0.8351648351648352	0.8227848101265823	0.8421052631578947	0.8571428571428571	0.875	0.8170731707317073	0.8235294117647058	0.8314606741573034	0.78	0.8148148148148148	0.8085106382978723	0.7640449438202247	0.7941176470588235	0.8529411764705882	0.8	0.8235294117647058	0.7763157894736842	0.75	0.859375	0.8827160493827161	0.9117647058823529	0.7966101694915254	0.9411764705882353
2005 Minerals YearbookCement	0.8061224489795918	0.8723404255319149	0.8828828828828829	0.8214285714285714	0.8695652173913043	0.8571428571428571	0.7906976744186046	0.8245614035087719	0.8571428571428571	0.8588235294117647	0.8769230769230769	0.8518518518518519	0.8571428571428571	0.8470588235294118	0.8653846153846154	0.8875739644970414	0.8041237113402062	0.9058823529411765	0.8333333333333334	0.8266666666666667	0.8095238095238095	0.9032258064516129	0.8571428571428571	0.8541666666666666	0.8333333333333334	0.825	0.8951612903225806	0.8560606060606061	0.8672566371681416	0.8928571428571429	0.8611111111111112	0.8728813559322034	0.8791208791208791	0.8227848101265823	0.8631578947368421	0.8872180451127819	0.8828125	0.8292682926829268	0.8214285714285714	0.9044943820224719	0.84	0.8148148148148148	0.851063829787234	0.7640449438202247	0.8088235294117647	0.8529411764705882	0.8285714285714286	0.8064516129032258	0.868421052631579	0.8333333333333334	0.875	0.8888888888888888	0.8571428571428571	0.7796610169491526	0.9310344827586207
2006 Minerals YearbookCrushed Stone	0.7959183673469388	0.851063829787234	0.8468468468468469	0.8571428571428571	0.8521739130434782	0.8571428571428571	0.8604651162790697	0.8245614035087719	0.8571428571428571	0.8352941176470589	0.8538461538461538	0.8518518518518519	0.7714285714285715	0.8352941176470589	0.8461538461538461	0.863905325443787	0.7835051546391752	0.8764705882352941	0.8166666666666667	0.7866666666666666	0.8412698412698413	0.8857142857142857	0.8241758241758241	0.8125	0.803030303030303	0.8	0.8629032258064516	0.8560606060606061	0.8495575221238938	0.8857142857142857	0.8611111111111112	0.8559322033898306	0.8681318681318682	0.810126582278481	0.8315789473684211	0.8646616541353384	0.8671875	0.8048780487804879	0.8285714285714286	0.8764044943820225	0.86	0.8333333333333334	0.851063829787234	0.8089887640449438	0.7794117647058824	0.8382352941176471	0.8857142857142857	0.8285714285714286	0.8289473684210527	0.8333333333333334	0.859375	0.8641975308641975	0.8	0.7796610169491526	0.8857142857142857
Advisory on Plans for Health Effects Analysis for EPA�s Second Prospective Analysis�Benefits and Costs of the Clean Air Act 1990�2020	0.7593984962406015	0.7969924812030075	0.8120300751879699	0.8947368421052632	0.8345864661654135	0.8796992481203008	0.7969924812030075	0.7969924812030075	0.9398496240601504	0.7894736842105263	0.7894736842105263	0.7368421052631579	0.8796992481203008	0.7894736842105263	0.8045112781954887	0.7751479289940828	0.7593984962406015	0.7647058823529411	0.7894736842105263	0.7669172932330827	0.7669172932330827	0.849624060150376	0.7744360902255639	0.7593984962406015	0.8045112781954887	0.8646616541353384	0.8571428571428571	0.849624060150376	0.8045112781954887	0.9022556390977443	0.8571428571428571	0.7969924812030075	0.7894736842105263	0.7819548872180451	0.7894736842105263	0.8571428571428571	0.8345864661654135	0.7368421052631579	0.9172932330827067	0.7808988764044944	0.8045112781954887	0.8120300751879699	0.8270676691729323	0.7744360902255639	0.8120300751879699	0.7518796992481203	0.8270676691729323	0.8345864661654135	0.7669172932330827	0.7969924812030075	0.12781954887218044	0.8024691358024691	0.9172932330827067	0.7969924812030075	0.8421052631578947
Annual Energy Outlook 2008	0.8877551020408163	0.8936170212765957	0.8918918918918919	0.8846153846153846	0.9043478260869565	0.8461538461538461	0.813953488372093	0.8771929824561403	0.8846153846153846	0.8470588235294118	0.8846153846153846	0.8641975308641975	0.9259259259259259	0.8705882352941177	0.8461538461538461	0.9112426035502958	0.8762886597938144	0.9117647058823529	0.8333333333333334	0.84	0.8412698412698413	0.8387096774193549	0.8571428571428571	0.8645833333333334	0.803030303030303	0.725	0.9032258064516129	0.8939393939393939	0.9026548672566371	0.8461538461538461	0.8055555555555556	0.9067796610169492	0.8681318681318682	0.8481012658227848	0.8842105263157894	0.9022556390977443	0.890625	0.8414634146341463	0.8846153846153846	0.9101123595505618	0.82	0.7777777777777778	0.8085106382978723	0.8539325842696629	0.8676470588235294	0.8382352941176471	0.8285714285714286	0.8387096774193549	0.8157894736842105	0.7916666666666666	0.875	0.9074074074074074	0.8846153846153846	0.8305084745762712	0.8620689655172413
Annual Energy Outlook 2009	0.8877551020408163	0.8936170212765957	0.8918918918918919	0.8846153846153846	0.9043478260869565	0.8461538461538461	0.813953488372093	0.8771929824561403	0.8846153846153846	0.8470588235294118	0.8846153846153846	0.8641975308641975	0.9259259259259259	0.8705882352941177	0.8461538461538461	0.9112426035502958	0.8762886597938144	0.9117647058823529	0.8333333333333334	0.84	0.8412698412698413	0.8387096774193549	0.8571428571428571	0.8645833333333334	0.803030303030303	0.725	0.9032258064516129	0.8939393939393939	0.9026548672566371	0.8461538461538461	0.8055555555555556	0.9067796610169492	0.8681318681318682	0.8481012658227848	0.8842105263157894	0.9022556390977443	0.890625	0.8414634146341463	0.8846153846153846	0.9101123595505618	0.82	0.7777777777777778	0.8085106382978723	0.8651685393258427	0.8676470588235294	0.8382352941176471	0.8285714285714286	0.8387096774193549	0.8157894736842105	0.7916666666666666	0.875	0.9135802469135802	0.8846153846153846	0.8305084745762712	0.8620689655172413
Characterizing Uncertainty in Particulate Matter Benefits Using Expert Elicitation	0.8061224489795918	0.7340425531914894	0.7477477477477478	0.8170731707317073	0.782608695652174	0.8536585365853658	0.8048780487804879	0.7195121951219512	0.9146341463414634	0.8705882352941177	0.8	0.8414634146341463	0.8536585365853658	0.8352941176470589	0.7804878048780488	0.7751479289940828	0.7731958762886598	0.7352941176470589	0.6219512195121951	0.7682926829268293	0.7439024390243902	0.8170731707317073	0.7362637362637363	0.78125	0.7804878048780488	0.7804878048780488	0.782258064516129	0.7803030303030303	0.7964601769911505	0.9146341463414634	0.7682926829268293	0.7457627118644068	0.8461538461538461	0.8292682926829268	0.7789473684210526	0.7443609022556391	0.7890625	0.8048780487804879	0.9024390243902439	0.7584269662921348	0.8048780487804879	0.7439024390243902	0.7804878048780488	0.797752808988764	0.8048780487804879	0.8048780487804879	0.8048780487804879	0.8048780487804879	0.8048780487804879	0.7804878048780488	0.7734375	0.8024691358024691	0.8780487804878049	0.7682926829268293	0.8292682926829268
Circular A4 Regulatory Analysis	0.8571428571428571	0.8404255319148937	0.8378378378378378	0.8064516129032258	0.8434782608695652	0.8064516129032258	0.7906976744186046	0.8245614035087719	0.8387096774193549	0.8588235294117647	0.8307692307692308	0.8395061728395061	0.8387096774193549	0.8470588235294118	0.8653846153846154	0.8875739644970414	0.8247422680412371	0.8823529411764706	0.75	0.8	0.8095238095238095	0.0	0.8021978021978022	0.8229166666666666	0.803030303030303	0.85	0.8709677419354839	0.8636363636363636	0.8495575221238938	0.8709677419354839	0.8055555555555556	0.864406779661017	0.8351648351648352	0.7721518987341772	0.8210526315789474	0.8796992481203008	0.859375	0.8292682926829268	0.8387096774193549	0.8764044943820225	0.68	0.7777777777777778	0.8085106382978723	0.8202247191011236	0.7941176470588235	0.8088235294117647	0.8	0.8709677419354839	0.8026315789473685	0.7916666666666666	0.84375	0.8703703703703703	0.8387096774193549	0.7966101694915254	0.8064516129032258
Consumer Price Index All Items � US City Average Data Customizable Data Tables	0.7959183673469388	0.7446808510638298	0.3063063063063063	0.8461538461538461	0.7913043478260869	0.8461538461538461	0.782051282051282	0.7435897435897436	0.9102564102564102	0.8	0.7692307692307693	0.8148148148148148	0.8461538461538461	0.8	0.8205128205128205	0.7692307692307693	0.8247422680412371	0.7941176470588235	0.7948717948717948	0.8461538461538461	0.782051282051282	0.8076923076923077	0.8131868131868132	0.8125	0.8333333333333334	0.8333333333333334	0.7983870967741935	0.7651515151515151	0.7964601769911505	0.9102564102564102	0.782051282051282	0.788135593220339	0.8461538461538461	0.810126582278481	0.7684210526315789	0.7669172932330827	0.78125	0.8170731707317073	0.8974358974358975	0.797752808988764	0.7692307692307693	0.7948717948717948	0.7564102564102564	0.7865168539325843	0.8333333333333334	0.8076923076923077	0.8333333333333334	0.8461538461538461	0.8205128205128205	0.7948717948717948	0.78125	0.7901234567901234	0.8974358974358975	0.7948717948717948	0.8461538461538461
Current Employment Statistics National Customizable Data Tables	0.8061224489795918	0.32978723404255317	0.6576576576576577	0.7777777777777778	0.7739130434782608	0.7619047619047619	0.7777777777777778	0.746031746031746	0.8888888888888888	0.8352941176470589	0.8	0.7407407407407407	0.8412698412698413	0.7529411764705882	0.7777777777777778	0.7751479289940828	0.7938144329896907	0.8058823529411765	0.8095238095238095	0.8133333333333334	0.8412698412698413	0.8095238095238095	0.7472527472527473	0.78125	0.8787878787878788	0.8253968253968254	0.8225806451612904	0.7803030303030303	0.7964601769911505	0.873015873015873	0.6984126984126984	0.7542372881355932	0.8241758241758241	0.7215189873417721	0.7578947368421053	0.7744360902255639	0.765625	0.7804878048780488	0.8888888888888888	0.8033707865168539	0.7777777777777778	0.8095238095238095	0.746031746031746	0.7640449438202247	0.8529411764705882	0.8235294117647058	0.7619047619047619	0.7777777777777778	0.7763157894736842	0.7777777777777778	0.796875	0.8148148148148148	0.8412698412698413	0.7936507936507936	0.7936507936507936
CurrentDollar and �Real� Gross Domestic Product	0.7551020408163265	0.7659574468085106	0.8018018018018018	0.7659574468085106	0.808695652173913	0.7659574468085106	0.7872340425531915	0.8245614035087719	0.8936170212765957	0.8352941176470589	0.8076923076923077	0.8148148148148148	0.7659574468085106	0.8235294117647058	0.8076923076923077	0.8461538461538461	0.8041237113402062	0.8470588235294118	0.8	0.7733333333333333	0.7619047619047619	0.7446808510638298	0.7582417582417582	0.75	0.7878787878787878	0.8085106382978723	0.8467741935483871	0.8333333333333334	0.8230088495575221	0.8723404255319149	0.7021276595744681	0.8135593220338984	0.8241758241758241	0.810126582278481	0.7684210526315789	0.8195488721804511	0.8125	0.7682926829268293	0.8723404255319149	0.8146067415730337	0.8	0.7777777777777778	0.851063829787234	0.7640449438202247	0.7794117647058824	0.8088235294117647	0.8297872340425532	0.7446808510638298	0.8157894736842105	0.875	0.828125	0.8271604938271605	0.7872340425531915	0.7288135593220338	0.7659574468085106
Economic Analysis of Air Pollution Regulations Portland Cement Final Report	0.7448979591836735	0.7872340425531915	0.7747747747747747	0.8533333333333334	0.808695652173913	0.8133333333333334	0.8	0.8	0.92	0.8235294117647058	0.7769230769230769	0.7407407407407407	0.7866666666666666	0.8235294117647058	0.8	0.7751479289940828	0.6907216494845361	0.7705882352941177	0.7333333333333333	0.8266666666666667	0.76	0.76	0.8351648351648352	0.8020833333333334	0.7866666666666666	0.8266666666666667	0.8225806451612904	0.7045454545454546	0.8141592920353983	0.8266666666666667	0.7866666666666666	0.7457627118644068	0.8131868131868132	0.759493670886076	0.7578947368421053	0.6992481203007519	0.765625	0.8048780487804879	0.88	0.8146067415730337	0.7866666666666666	0.7866666666666666	0.7733333333333333	0.797752808988764	0.84	0.76	0.7733333333333333	0.7866666666666666	0.8421052631578947	0.7466666666666667	0.71875	0.7839506172839507	0.9066666666666666	0.7866666666666666	0.8
Economic Analysis Resource Document	0.826530612244898	0.8085106382978723	0.8378378378378378	0.8	0.8347826086956521	0.8285714285714286	0.813953488372093	0.8245614035087719	0.9142857142857143	0.8588235294117647	0.8307692307692308	0.7654320987654321	0.8571428571428571	0.8235294117647058	0.7884615384615384	0.863905325443787	0.8247422680412371	0.8764705882352941	0.7833333333333333	0.7733333333333333	0.8095238095238095	0.8571428571428571	0.8241758241758241	0.8125	0.8333333333333334	0.875	0.8870967741935484	0.8409090909090909	0.831858407079646	0.8285714285714286	0.9444444444444444	0.8389830508474576	0.8241758241758241	0.810126582278481	0.8210526315789474	0.8345864661654135	0.859375	0.7926829268292683	0.8571428571428571	0.8764044943820225	0.82	0.8148148148148148	0.8297872340425532	0.8089887640449438	0.8382352941176471	0.7058823529411765	0.8857142857142857	0.7714285714285715	0.8157894736842105	0.7916666666666666	0.8125	0.8827160493827161	0.8285714285714286	0.847457627118644	0.6
EPA�s Review of the National Ambient Air Quality Standards for Particulate Matter Second Draft PM Staff Paper January 2005	0.7868852459016393	0.8032786885245902	0.7868852459016393	0.8852459016393442	0.8524590163934426	0.8688524590163934	0.819672131147541	0.7704918032786885	0.9344262295081968	0.7950819672131147	0.8307692307692308	0.7622950819672131	0.860655737704918	0.7950819672131147	0.7868852459016393	0.7633136094674556	0.7704918032786885	0.711764705882353	0.7131147540983607	0.7622950819672131	0.7950819672131147	0.8524590163934426	0.7868852459016393	0.7377049180327869	0.7786885245901639	0.8360655737704918	0.8548387096774194	0.803030303030303	0.8360655737704918	0.9098360655737705	0.8278688524590164	0.7377049180327869	0.7786885245901639	0.7459016393442623	0.7786885245901639	0.7669172932330827	0.8203125	0.7377049180327869	0.9098360655737705	0.7303370786516854	0.819672131147541	0.8032786885245902	0.8032786885245902	0.7704918032786885	0.7950819672131147	0.7622950819672131	0.8032786885245902	0.8114754098360656	0.7459016393442623	0.7950819672131147	0.8203125	0.7777777777777778	0.9262295081967213	0.7704918032786885	0.8524590163934426
