	Comments submitted to OSHA docket S029 Exhibit 314 by	Institute of Electrical and Electronics Engineers IEEE Standard for Fall Protection for Utility Work IEEE Standard 13072004 httpstandardsieeeorgreadingieeestdnumericalhtml accessed	Occupational Safety and Health Administration 29 CFR Part	Occupational Safety and Health Administration Fixed Ladders Used on Outdoor Advertising StructuresBillboards in the Outdoor Advertising Industry	Occupational Safety and Health Administration Preliminary Regulatory Impact and Regulatory Flexibility Analysis of Draft Subparts D and I of 29 CFR Part	0030 Machine Shops Turned Product and Screw Nut	Electric Lighting Equipment Manufacturing	Household Appliance Manufacturing 279213 163 1712962 371 63608 2015 1236 0001 0019 Professional and Commercial Equipment and Supplies Merchant Wholesalers	Accessories	0024 Lawn and Garden Equipment and Supplies Stores	0039 Sporting Goods Hobby and Musical Instrument Stores	0050 Electronic Shopping and MailOrder Houses 12662263 13335 949551 396 	0095 Deep Sea Coastal and Great Lakes Water Transportation 1019668 645 1580880 417 	Rural Bus Transportation	Employee Bus Transportation	0102 Other Transit and Ground Passenger Transportation	Support Activities for Air Transportation	Motion Picture and Video Industries	Television Broadcasting	Other Subscription Programming	0263 Data Processing Hosting and Related Services	Monetary Authorities  Central Bank	0005 Securities and Commodity Contracts Intermediation and Brokerage	0000 Agencies Brokerages and Other Insurance Related Activities	Pools and Funds	Offices of Real Estate Agents and Brokers	Activities Related to Real Estate	Automotive Equipment Rental and Leasing	0040 Commercial and Industrial Machinery and Equipment Rental and Leasing	Legal Services 73138890 164606 444327 852  37841 657652 400 0001 0011 Accounting Tax Preparation Bookkeeping and Payroll Services	Specialized Design Services 12493910 29234 427376 623  26635 138628 474 0001 0018 Computer Systems Design and Related Services	Scientific Research and Development	Home Health Care Services	Health Care Services	General Medical and Surgical Hospitals	Psychiatric and Substance Abuse Hospitals 103678 48 2159950 508  109669 210 437 0000 0004 Specialty except Psychiatric and Substance Abuse Hospitals 140371 130 1079779 508 	0013 Residential Mental Retardation Mental Health and Substance Abuse Facilities 1155914 4046 285693 508 	Facilities for the Elderly	Care Facilities	Individual and Family Services 8057734 27310 295047 508  14981 86180 316 0001 0021 Community Food and Housing and Emergency and Other Relief Services 3126011 6774 461472 508 	Vocational Rehabilitation Services	Care Services	0006 Promoters of Performing Arts Sports and Similar Events 2931291	Boarding Houses	0091 Electronic and Precision Equipment Repair and	Death Care Services	Grantmaking and Giving Services	receipts and payroll data from US Census Bureau Statistics of US Businesses	1 Discussions with Outdoor Amusement Business Association OABA staff indicate that very few office and multifamily residential buildings use fixed ladders greater than 20 feet in height A5 Based on this data ERG estimated that all 28906 estimated fixed ladders on lift towers are infrequently climbed A4 Communications Towers Radio Television Cellular and Microwave Virtually all communication towers have fixed ladders The Federal Communications Commission FCC Antenna Structure Registration Database lists 93000 registered Albee	Economic Census Manufacturing As downloaded from httpfactfindercensusgovservletIQRTablebmydsnameEC0200A1NAICS20023133langen on	As downloaded from ftpftpeiadoegovpubconsumptionresidential2001hctableshousingunithouseholdpdf on August 24	United States Environmental Protection Agency	As downloaded from httpwwwepagovsafewatercwssvrhtml on August 23	Telephone conversation between Joe Shefchik and Ayesha Berlind	Telephone conversation between Wendell Kido Chief Policy and Planning Division Sacramento County Regional Sanitation District and Ayesha Berlind	Telephone conversation between
Telephone conversation between Dee Putnam Safety Professional Duke Power and Ayesha Berlind ERG	0.38983050847457623	0.3125	0.2542372881355932	0.25806451612903225	0.25	0.3207547169811321	0.4	0.3731343283582089	0.631578947368421	0.33333333333333337	0.33333333333333337	0.43333333333333335	0.423728813559322	0.37777777777777777	0.29166666666666663	0.3846153846153846	0.29166666666666663	0.44680851063829785	0.36170212765957444	0.31999999999999995	0.37037037037037035	0.34693877551020413	0.3584905660377359	0.2962962962962963	0.5609756097560976	0.2941176470588235	0.37777777777777777	0.33333333333333337	0.3448275862068966	0.33333333333333337	0.375	0.21568627450980393	0.4042553191489362	0.4666666666666667	0.36	0.3650793650793651	0.4098360655737705	0.36170212765957444	0.5714285714285714	0.38235294117647056	0.33333333333333337	0.5609756097560976	0.33333333333333337	0.5	0.3207547169811321	0.4545454545454546	0.36170212765957444	0.2692307692307693	0.26315789473684215	0.22388059701492535	0.26315789473684215	0.2692307692307693	0.28301886792452835	0.1428571428571429	0.11111111111111116	0.29166666666666663
Telephone conversation between Dennis Meehan Sewer Superintendent Lexington Public Works and Ayesha Berlind ERG	0.4193548387096774	0.34328358208955223	0.3548387096774194	0.2615384615384615	0.28358208955223885	0.3214285714285714	0.39622641509433965	0.37142857142857144	0.6585365853658536	0.368421052631579	0.33333333333333337	0.39682539682539686	0.3870967741935484	0.41666666666666663	0.37254901960784315	0.38181818181818183	0.37254901960784315	0.43999999999999995	0.36	0.3584905660377359	0.368421052631579	0.34615384615384615	0.3928571428571429	0.29824561403508776	0.5909090909090908	0.33333333333333337	0.41666666666666663	0.33333333333333337	0.3114754098360656	0.2753623188405797	0.4029850746268657	0.33333333333333337	0.48	0.5	0.3207547169811321	0.36363636363636365	0.40625	0.43999999999999995	0.6	0.43661971830985913	0.37254901960784315	0.5909090909090908	0.4	0.4893617021276596	0.3928571428571429	0.4893617021276596	0.4	0.38181818181818183	0.26582278481012656	0.2571428571428571	0.33333333333333337	0.3090909090909091	0.3571428571428571	0.22033898305084743	0.1515151515151515	0.33333333333333337
Telephone conversation between Gerald Miller Construction Superintendent Marietta Structures Inc and Ayesha Berlind ERG	0.4035087719298246	0.3870967741935484	0.29824561403508776	0.2666666666666667	0.29032258064516125	0.2941176470588235	0.41666666666666663	0.3846153846153846	0.6111111111111112	0.34615384615384615	0.2727272727272727	0.3793103448275862	0.4385964912280702	0.34883720930232553	0.30434782608695654	0.4	0.30434782608695654	0.37777777777777777	0.33333333333333337	0.375	0.42307692307692313	0.276595744680851	0.33333333333333337	0.2692307692307693	0.5897435897435898	0.34693877551020413	0.34883720930232553	0.34693877551020413	0.25	0.375	0.3870967741935484	0.30612244897959184	0.37777777777777777	0.39534883720930236	0.29166666666666663	0.3770491803278688	0.35593220338983056	0.37777777777777777	0.5	0.36363636363636365	0.30434782608695654	0.4871794871794872	0.4181818181818182	0.47619047619047616	0.37254901960784315	0.4285714285714286	0.4222222222222223	0.28	0.2702702702702703	0.16923076923076918	0.3090909090909091	0.31999999999999995	0.33333333333333337	0.18518518518518523	0.180327868852459	0.26086956521739135
Telephone conversation between Jim Rudy Safety Director CBI and Ayesha Berlind ERG	0.4	0.3538461538461538	0.2666666666666667	0.23809523809523814	0.23076923076923073	0.37037037037037035	0.4117647058823529	0.38235294117647056	0.641025641025641	0.34545454545454546	0.31034482758620685	0.4426229508196722	0.43333333333333335	0.3913043478260869	0.30612244897959184	0.4339622641509434	0.30612244897959184	0.45833333333333337	0.375	0.37254901960784315	0.4181818181818182	0.36	0.33333333333333337	0.3090909090909091	0.6190476190476191	0.34615384615384615	0.3913043478260869	0.34615384615384615	0.288135593220339	0.4029850746268657	0.3538461538461538	0.23076923076923073	0.375	0.4347826086956522	0.37254901960784315	0.40625	0.4193548387096774	0.375	0.5348837209302326	0.33333333333333337	0.34693877551020413	0.5238095238095238	0.3793103448275862	0.5111111111111111	0.37037037037037035	0.4222222222222223	0.41666666666666663	0.24528301886792447	0.24675324675324672	0.17647058823529416	0.27586206896551724	0.3207547169811321	0.2962962962962963	0.1578947368421053	0.125	0.30612244897959184
Telephone conversation between Joe Shefchik and Ayesha Berlind ERG	0.4285714285714286	0.3770491803278688	0.3214285714285714	0.288135593220339	0.34426229508196726	0.36	0.44680851063829785	0.4375	0.6	0.37254901960784315	0.37037037037037035	0.4385964912280702	0.4285714285714286	0.38095238095238093	0.33333333333333337	0.4285714285714286	0.28888888888888886	0.5	0.31818181818181823	0.4042553191489362	0.4117647058823529	0.34782608695652173	0.4	0.2941176470588235	0.631578947368421	0.25	0.33333333333333337	0.375	0.38181818181818183	0.3650793650793651	0.4426229508196722	0.25	0.40909090909090906	0.4285714285714286	0.36170212765957444	0.4	0.4137931034482759	0.31818181818181823	0.5384615384615384	0.41538461538461535	0.28888888888888886	0.5263157894736843	0.37037037037037035	0.5121951219512195	0.4	0.46341463414634143	0.36363636363636365	0.30612244897959184	0.31506849315068497	0.25	0.2962962962962963	0.30612244897959184	0.31999999999999995	0.05660377358490565	0.19999999999999996	0.24444444444444446
Telephone conversation between Tom Everett Director of the Office of Bridge Technology and Ayesha Berlind ERG	0.4385964912280702	0.3870967741935484	0.29824561403508776	0.23333333333333328	0.25806451612903225	0.4117647058823529	0.375	0.41538461538461535	0.6111111111111112	0.3846153846153846	0.34545454545454546	0.4137931034482759	0.4736842105263158	0.39534883720930236	0.30434782608695654	0.36	0.34782608695652173	0.5111111111111111	0.28888888888888886	0.33333333333333337	0.3846153846153846	0.4042553191489362	0.4117647058823529	0.2692307692307693	0.641025641025641	0.22448979591836737	0.34883720930232553	0.30612244897959184	0.3214285714285714	0.40625	0.3870967741935484	0.22448979591836737	0.4222222222222223	0.4883720930232558	0.375	0.4426229508196722	0.4576271186440678	0.33333333333333337	0.55	0.36363636363636365	0.34782608695652173	0.5897435897435898	0.34545454545454546	0.47619047619047616	0.37254901960784315	0.47619047619047616	0.37777777777777777	0.31999999999999995	0.2432432432432432	0.23076923076923073	0.23636363636363633	0.28	0.2549019607843137	0.18518518518518523	0.14754098360655743	0.26086956521739135
Telephone conversations between Bob Beyer President Elevator Advisors Inc and Ayesha Berlind ERG	0.4814814814814815	0.38983050847457623	0.33333333333333337	0.29824561403508776	0.3220338983050848	0.33333333333333337	0.4666666666666667	0.4516129032258065	0.5757575757575757	0.3877551020408163	0.34615384615384615	0.4545454545454546	0.4814814814814815	0.35	0.3023255813953488	0.36170212765957444	0.34883720930232553	0.38095238095238093	0.2857142857142857	0.37777777777777777	0.3877551020408163	0.36363636363636365	0.41666666666666663	0.26530612244897955	0.5555555555555556	0.30434782608695654	0.30000000000000004	0.34782608695652173	0.3207547169811321	0.3770491803278688	0.4576271186440678	0.30434782608695654	0.4285714285714286	0.44999999999999996	0.37777777777777777	0.3793103448275862	0.4285714285714286	0.33333333333333337	0.5135135135135135	0.4285714285714286	0.3023255813953488	0.5555555555555556	0.3846153846153846	0.4871794871794872	0.33333333333333337	0.4871794871794872	0.4285714285714286	0.36170212765957444	0.352112676056338	0.25806451612903225	0.3076923076923077	0.276595744680851	0.33333333333333337	0.17647058823529416	0.2068965517241379	0.2093023255813954
Telephone conversations between David Clothier Copying Editor Elevator World and Ayesha Berlind ERG	0.4642857142857143	0.4098360655737705	0.3571428571428571	0.3220338983050848	0.3114754098360656	0.4	0.44680851063829785	0.40625	0.6	0.4117647058823529	0.37037037037037035	0.4385964912280702	0.3928571428571429	0.38095238095238093	0.33333333333333337	0.3877551020408163	0.37777777777777777	0.5	0.2727272727272727	0.4042553191489362	0.37254901960784315	0.34782608695652173	0.4	0.2941176470588235	0.631578947368421	0.29166666666666663	0.33333333333333337	0.33333333333333337	0.3090909090909091	0.39682539682539686	0.3770491803278688	0.29166666666666663	0.40909090909090906	0.4285714285714286	0.36170212765957444	0.43333333333333335	0.4482758620689655	0.36363636363636365	0.4871794871794872	0.41538461538461535	0.33333333333333337	0.5263157894736843	0.40740740740740744	0.46341463414634143	0.4	0.41463414634146345	0.40909090909090906	0.34693877551020413	0.28767123287671237	0.25	0.2962962962962963	0.30612244897959184	0.31999999999999995	0.2075471698113207	0.1333333333333333	0.24444444444444446
Telephone conversations between Kathy Belyeu Strategic Communications and Ayesha Berlind ERG	0.3793103448275862	0.3650793650793651	0.27586206896551724	0.24590163934426235	0.2698412698412699	0.34615384615384615	0.3877551020408163	0.36363636363636365	0.6216216216216216	0.3207547169811321	0.2857142857142857	0.38983050847457623	0.4482758620689655	0.36363636363636365	0.276595744680851	0.37254901960784315	0.3191489361702128	0.4782608695652174	0.30434782608695654	0.30612244897959184	0.39622641509433965	0.33333333333333337	0.3076923076923077	0.28301886792452835	0.6	0.31999999999999995	0.36363636363636365	0.28	0.26315789473684215	0.3538461538461538	0.33333333333333337	0.28	0.34782608695652173	0.40909090909090906	0.30612244897959184	0.3870967741935484	0.4	0.3913043478260869	0.5121951219512195	0.34328358208955223	0.3191489361702128	0.5	0.3571428571428571	0.4418604651162791	0.34615384615384615	0.4418604651162791	0.34782608695652173	0.2549019607843137	0.2533333333333333	0.18181818181818177	0.25	0.2549019607843137	0.2692307692307693	0.19999999999999996	0.09677419354838712	0.276595744680851
Telephone conversations between Mary Carlise TowerSource and Maureen Kaplan ERG	0.4181818181818182	0.4	0.3090909090909091	0.3448275862068966	0.33333333333333337	0.26530612244897955	0.3913043478260869	0.39682539682539686	0.6470588235294117	0.31999999999999995	0.28301886792452835	0.3571428571428571	0.4181818181818182	0.36585365853658536	0.31818181818181823	0.375	0.31818181818181823	0.39534883720930236	0.34883720930232553	0.34782608695652173	0.4	0.33333333333333337	0.3877551020408163	0.36	0.5675675675675675	0.4042553191489362	0.36585365853658536	0.36170212765957444	0.2592592592592593	0.4193548387096774	0.3666666666666667	0.276595744680851	0.34883720930232553	0.36585365853658536	0.26086956521739135	0.38983050847457623	0.368421052631579	0.34883720930232553	0.4736842105263158	0.375	0.2727272727272727	0.45945945945945943	0.4339622641509434	0.5	0.34693877551020413	0.4	0.39534883720930236	0.29166666666666663	0.3055555555555556	0.2063492063492064	0.3207547169811321	0.33333333333333337	0.34693877551020413	0.23076923076923073	0.18644067796610164	0.2272727272727273
Telephone conversations between Nigel Ellis PhD CSP PE CPE and Ayesha Berlind ERG	0.4482758620689655	0.39682539682539686	0.31034482758620685	0.3114754098360656	0.2698412698412699	0.3076923076923077	0.4693877551020408	0.3939393939393939	0.6216216216216216	0.39622641509433965	0.3571428571428571	0.423728813559322	0.4137931034482759	0.40909090909090906	0.36170212765957444	0.37254901960784315	0.36170212765957444	0.4782608695652174	0.30434782608695654	0.34693877551020413	0.3207547169811321	0.375	0.3846153846153846	0.3207547169811321	0.6	0.31999999999999995	0.36363636363636365	0.36	0.33333333333333337	0.3538461538461538	0.3650793650793651	0.28	0.3913043478260869	0.40909090909090906	0.34693877551020413	0.3870967741935484	0.43333333333333335	0.3913043478260869	0.5121951219512195	0.4029850746268657	0.3191489361702128	0.5	0.3571428571428571	0.4883720930232558	0.3846153846153846	0.39534883720930236	0.3913043478260869	0.33333333333333337	0.28	0.21212121212121215	0.3214285714285714	0.2549019607843137	0.34615384615384615	0.19999999999999996	0.12903225806451613	0.276595744680851
Telephone conversations between Steve Albee Project Director of the GAP Analysis Environmental Protection Agency EPA and Ayesha Berlind ERG	0.4576271186440678	0.34375	0.288135593220339	0.25806451612903225	0.25	0.3584905660377359	0.4	0.3731343283582089	0.631578947368421	0.37037037037037035	0.33333333333333337	0.43333333333333335	0.4576271186440678	0.4222222222222223	0.33333333333333337	0.3846153846153846	0.33333333333333337	0.4893617021276596	0.3191489361702128	0.31999999999999995	0.33333333333333337	0.4285714285714286	0.39622641509433965	0.33333333333333337	0.6097560975609756	0.2941176470588235	0.37777777777777777	0.33333333333333337	0.3448275862068966	0.36363636363636365	0.375	0.21568627450980393	0.4042553191489362	0.4666666666666667	0.36	0.39682539682539686	0.4426229508196722	0.36170212765957444	0.5714285714285714	0.38235294117647056	0.33333333333333337	0.5609756097560976	0.29824561403508776	0.5	0.3584905660377359	0.4545454545454546	0.36170212765957444	0.3076923076923077	0.26315789473684215	0.22388059701492535	0.26315789473684215	0.23076923076923073	0.28301886792452835	0.1785714285714286	0.11111111111111116	0.29166666666666663
Telephone conversations between Tom Dailey Maintenance Foreman Newburyport Sewer Department and Ayesha Berlind ERG	0.423728813559322	0.375	0.288135593220339	0.25806451612903225	0.28125	0.28301886792452835	0.4	0.4029850746268657	0.631578947368421	0.33333333333333337	0.29824561403508776	0.4	0.4576271186440678	0.37777777777777777	0.29166666666666663	0.42307692307692313	0.33333333333333337	0.44680851063829785	0.36170212765957444	0.36	0.40740740740740744	0.34693877551020413	0.39622641509433965	0.33333333333333337	0.5609756097560976	0.37254901960784315	0.37777777777777777	0.33333333333333337	0.31034482758620685	0.3939393939393939	0.375	0.2549019607843137	0.4042553191489362	0.4666666666666667	0.31999999999999995	0.39682539682539686	0.34426229508196726	0.36170212765957444	0.5238095238095238	0.38235294117647056	0.33333333333333337	0.5609756097560976	0.4035087719298246	0.5	0.3584905660377359	0.4545454545454546	0.4042553191489362	0.3076923076923077	0.23684210526315785	0.19402985074626866	0.29824561403508776	0.3076923076923077	0.3207547169811321	0.2142857142857143	0.17460317460317465	0.29166666666666663
Website	0.7058823529411764	0.7435897435897436	0.7647058823529411	0.7297297297297297	0.7435897435897436	0.7142857142857143	0.76	0.7619047619047619	0.5384615384615384	0.7241379310344828	0.6875	0.7714285714285715	0.7058823529411764	0.7	0.6521739130434783	0.7037037037037037	0.6521739130434783	0.6363636363636364	0.6363636363636364	0.6	0.7241379310344828	0.6666666666666667	0.7142857142857143	0.7241379310344828	0.875	0.6923076923076923	0.6	0.6923076923076923	0.7575757575757576	0.8048780487804879	0.7948717948717949	0.6923076923076923	0.6363636363636364	0.6	0.6799999999999999	0.736842105263158	0.7222222222222222	0.6363636363636364	0.5294117647058824	0.813953488372093	0.5652173913043479	0.625	0.75	0.6842105263157895	0.7142857142857143	0.5789473684210527	0.6363636363636364	0.7037037037037037	0.803921568627451	0.7619047619047619	0.6875	0.7037037037037037	0.7857142857142857	0.6774193548387097	0.6842105263157895	0.5652173913043479
Ladders Used on Outdoor Advertising StructuresBillboards in the Outdoor Advertising Industry	0.39622641509433965	0.3448275862068966	0.3207547169811321	0.1071428571428571	0.27586206896551724	0.4042553191489362	0.40909090909090906	0.4426229508196722	0.5625	0.41666666666666663	0.2941176470588235	0.37037037037037035	0.5094339622641509	0.4358974358974359	0.38095238095238093	0.3913043478260869	0.33333333333333337	0.36585365853658536	0.2682926829268293	0.2727272727272727	0.375	0.3023255813953488	0.276595744680851	0.16666666666666663	0.5428571428571429	0.28888888888888886	0.3846153846153846	0.33333333333333337	0.3076923076923077	0.33333333333333337	0.4137931034482759	0.33333333333333337	0.36585365853658536	0.3846153846153846	0.31818181818181823	0.368421052631579	0.38181818181818183	0.36585365853658536	0.5	0.3548387096774194	0.2857142857142857	0.48571428571428577	0.4117647058823529	0.368421052631579	0.44680851063829785	0.42105263157894735	0.36585365853658536	0.26086956521739135	0.37142857142857144	0.3114754098360656	0.2941176470588235	0.21739130434782605	0.3191489361702128	0.24	0.26315789473684215	0.33333333333333337
Grant of Variance	0.65	0.5555555555555556	0.5	0.5348837209302326	0.5555555555555556	0.47058823529411764	0.4193548387096774	0.5833333333333333	0.4736842105263158	0.48571428571428577	0.4736842105263158	0.5609756097560976	0.55	0.46153846153846156	0.4482758620689655	0.4545454545454546	0.31034482758620685	0.2857142857142857	0.3571428571428571	0.4193548387096774	0.48571428571428577	0.4666666666666667	0.47058823529411764	0.48571428571428577	0.6363636363636364	0.375	0.46153846153846156	0.5625	0.5384615384615384	0.6170212765957447	0.6	0.375	0.4285714285714286	0.46153846153846156	0.3548387096774194	0.5909090909090908	0.5714285714285714	0.3571428571428571	0.3913043478260869	0.5918367346938775	0.31034482758620685	0.4545454545454546	0.5263157894736843	0.43999999999999995	0.47058823529411764	0.43999999999999995	0.3571428571428571	0.3939393939393939	0.5789473684210527	0.5833333333333333	0.4736842105263158	0.4545454545454546	0.47058823529411764	0.45945945945945943	0.5454545454545454	0.3793103448275862
Safety Standards for Scaffolds Used in the Construction Industry	0.41666666666666663	0.28301886792452835	0.25	0.2549019607843137	0.28301886792452835	0.33333333333333337	0.3846153846153846	0.3928571428571429	0.5555555555555556	0.39534883720930236	0.30434782608695654	0.3877551020408163	0.45833333333333337	0.4117647058823529	0.3513513513513513	0.41463414634146345	0.29729729729729726	0.2777777777777778	0.33333333333333337	0.33333333333333337	0.39534883720930236	0.26315789473684215	0.23809523809523814	0.3023255813953488	0.4666666666666667	0.35	0.4117647058823529	0.44999999999999996	0.276595744680851	0.4545454545454546	0.39622641509433965	0.25	0.2777777777777778	0.2941176470588235	0.28205128205128205	0.3846153846153846	0.4	0.2222222222222222	0.3548387096774194	0.33333333333333337	0.29729729729729726	0.4	0.4347826086956522	0.3939393939393939	0.38095238095238093	0.33333333333333337	0.38888888888888884	0.12195121951219512	0.4461538461538461	0.3214285714285714	0.34782608695652173	0.2682926829268293	0.33333333333333337	0.28888888888888886	0.3076923076923077	0.3513513513513513
Walking and Working Surfaces Personal Protective Equipment Fall Protection Systems	0.4444444444444444	0.18644067796610164	0.2592592592592593	0.26315789473684215	0.288135593220339	0.375	0.28888888888888886	0.29032258064516125	0.6363636363636364	0.30612244897959184	0.3076923076923077	0.38181818181818183	0.4444444444444444	0.44999999999999996	0.3023255813953488	0.4042553191489362	0.3023255813953488	0.38095238095238093	0.33333333333333337	0.28888888888888886	0.34693877551020413	0.40909090909090906	0.29166666666666663	0.34693877551020413	0.4444444444444444	0.30434782608695654	0.4	0.26086956521739135	0.28301886792452835	0.34426229508196726	0.35593220338983056	0.26086956521739135	0.38095238095238093	0.44999999999999996	0.28888888888888886	0.4137931034482759	0.4642857142857143	0.2857142857142857	0.45945945945945943	0.33333333333333337	0.39534883720930236	0.5	0.2692307692307693	0.4358974358974359	0.25	0.4871794871794872	0.2857142857142857	0.23404255319148937	0.3802816901408451	0.32258064516129037	0.3076923076923077	0.19148936170212771	0.29166666666666663	0.2941176470588235	0.24137931034482762	0.39534883720930236
Walking and Working surfaces Personal Protective equipment Fall Protection Systems Draft Rule	0.49090909090909096	0.23333333333333328	0.23636363636363633	0.27586206896551724	0.23333333333333328	0.3877551020408163	0.34782608695652173	0.33333333333333337	0.6470588235294117	0.36	0.3207547169811321	0.4285714285714286	0.4181818181818182	0.41463414634146345	0.36363636363636365	0.41666666666666663	0.31818181818181823	0.39534883720930236	0.34883720930232553	0.30434782608695654	0.28	0.4222222222222223	0.30612244897959184	0.31999999999999995	0.45945945945945943	0.3191489361702128	0.41463414634146345	0.276595744680851	0.2962962962962963	0.3548387096774194	0.30000000000000004	0.19148936170212771	0.39534883720930236	0.46341463414634143	0.30434782608695654	0.423728813559322	0.4385964912280702	0.34883720930232553	0.4736842105263158	0.34375	0.36363636363636365	0.5135135135135135	0.3207547169811321	0.44999999999999996	0.26530612244897955	0.44999999999999996	0.3023255813953488	0.25	0.36111111111111116	0.33333333333333337	0.3207547169811321	0.25	0.30612244897959184	0.3076923076923077	0.18644067796610164	0.40909090909090906
Preliminary Regulatory Impact and Regulatory Flexibility Analysis of Draft Subparts D and I of 29 CFR Part 1910 Walking and Working Surfaces	0.29032258064516125	0.19402985074626866	0.19354838709677424	0.2615384615384615	0.10447761194029848	0.4285714285714286	0.4716981132075472	0.2571428571428571	0.6585365853658536	0.4035087719298246	0.2666666666666667	0.3650793650793651	0.3548387096774194	0.5	0.4509803921568627	0.38181818181818183	0.4117647058823529	0.43999999999999995	0.48	0.3584905660377359	0.33333333333333337	0.42307692307692313	0.2857142857142857	0.33333333333333337	0.5454545454545454	0.37037037037037035	0.5	0.40740740740740744	0.3114754098360656	0.2753623188405797	0.25373134328358204	0.33333333333333337	0.48	0.5416666666666667	0.39622641509433965	0.2727272727272727	0.3125	0.43999999999999995	0.5111111111111111	0.2676056338028169	0.4509803921568627	0.5909090909090908	0.2666666666666667	0.5319148936170213	0.2857142857142857	0.5319148936170213	0.43999999999999995	0.3090909090909091	0.26582278481012656	0.22857142857142854	0.2666666666666667	0.34545454545454546	0.3571428571428571	0.35593220338983056	0.21212121212121215	0.4901960784313726
