	Industry-wide Uses of Chlorine by Industry................................................................. 2-7 2-2. Use of Caustic Soda by Industry................................................................................... 2-7 2-3. Use of Caustic Potash by Industry ................................................................................ 2-8 2-4. Income (or Loss) as Net a Percentage of Sales, Basic Chemicals, Resins, and Synthetics (NAICS 3251 and 3252): 2000–2005 ....................................................... 2-14 3-1. Capital Cost Factor ($/ton Cl2 produced) vs. Capacity ................................................ 3-5 4-1. Price Trends: Alkalis and Chlorine Manufacturing:	Oxychem Completes Taft,	Chlorine: Ensuring Rail Transportation Safety.”	Potassium Carbonate Handbook.” http://www.armandproducts.com/pdfs/k2so3P1_12.pdf. Accessed	ASHTA Chemicals Inc. 2009a. About ASHTA. http://www.ashtachemicals.com/aboutfs.htm.	Inc. 2009b. Potassium Hydroxide,	Investment under Uncertainty.	Energy Information Administration.	Potassium Hydroxide.” http://www.ercoworldwide.com/ products_potassiumhydroxide.asp. Accessed	Distributional Effects of Environmental and Energy Policy: An Introduction.	Potassium Carbonate Faces Pressures from the Video Glass.” Chemical Market Reporter,	Site Fact Sheet Ashtabula Complex.” http://www.millenniumchem.com/NR/rdonlyres/6AE8BF59-D7CD-4768-951F37AE6F1C7321/0/SiteFactSheetAshtabula.pdf. Accessed	Occidental Chemical Corporation. 2008a. “OxyChem Caustic Potash Handbook.” http://www.oxy.com/Our_Businesses/chemicals/Pages/chem_products_basic_alkali.aspx #alk_koh. Accessed	Occidental Chemical Corporation. 2008b. “OxyChem Caustic Soda Handbook.” http://www.oxy.com/Our_Businesses/chemicals/Documents/caustic_soda/caustic.pdf.	Form 10-K405. Filed	Form 10-K. Filed	BB&T Capital Markets Presentation Manufacturing and Materials Conference.” http://www.olin.com/. Accessed	Bill Would End Mercury Use at Chlorine Plants.” http://chronicle.augusta.com/stories/031308/met_190792.shtml. Accessed	Accessed	Chlorine Product Bulletin.” http://corporateportal.ppg.com/NA/Chemicals/CAD/ProductInformation/Bull /English/EN. Accessed	PPG Reaches Agreement with State of Maryland.” PPG News Release. http://corporateportal.ppg.com/PPG/Newsroom/News/20090811.htm.	The Effects of Environmental Regulation on Technology Diffusion: The Case of	Special Focus on Chlorine.”	The Innovation Group (TIG).	of Labor Statistics.	of Labor Statistics. 2009b. LAU Local Area Unemployment Statistics Series Id:	4-13 U.S. Bureau of Labor Statistics.	Quarterly Financial Report for Manufacturing, Mining, and Trade Corporations, 1st Quarter reports. http://www.census.gov/prod/www/abs/qfrmm.html. Accessed	Economic Census.	http://factfinder.census.gov/servlet/DatasetMainPageServlet?_program=ECN&_tabId=E CN1&_submenuId=datasets_4&_lang=en&_ts=24636668839. Accessed	Bureau; generated by RTI International; using American FactFinder; “Sector 31: Manufacturing: Industry Series: Industry Statistics by Employment Size:	Department of Transportation.	Environmental Protection Agency (EPA).	Federal Trade Commission (FTC).	Soda Ash. http://minerals.usgs.gov/minerals/pubs/ commodity/soda_ash/mcs-2009-sodaa.pdf. Accessed August 4,	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.” Environ. Sci. Technol.	Environmental Protection Agency—Science Advisory Board (U.S.	The Value of a Statistical Life: A Critical Review of Market Estimates throughout the World.”	Environmental Protection Agency. RE: Docket No. EPA-HQ-OAR-2002-0017—National Emission Standards for Hazardous Air Pollutants:	EPA requested documentation of these emission estimates using their authority under section 114 of the Clean Air Act.	EPA-HQ-OAR-2002-0017—National Emission Standards for Hazardous Air Pollutants: Mercury Emissions from Mercury Cell Chlor-Alkali Plants—Memo: “Updated Cost Impacts Associated with the Conversion from Chlorine Production Utilizing Mercury Cell Chlor-Alkali Technology to Membrane Cell Technology,” from	B-4 Table B-3. Power Company Emission Factors: Fuel=Coal (Short tons per kWh)	Available on the internet at http://www.epa.gov/CAIR/pdfs/finaltech01.pdf U.S. Environmental Protection Agency	Available on the internet at http://www.epa.gov/cleanenergy/documents/egridzips/eGRID2007TechnicalSupportDoc ument.pdf U.S. Environmental Protection Agency
Interim Guidance	0.6	0.6	0.5675675675675675	0.47619047619047616	0.4871794871794872	0.3142857142857143	0.1724137931034483	0.33333333333333337	0.45945945945945943	0.3513513513513513	0.4285714285714286	0.6071428571428572	0.5416666666666667	0.5416666666666667	0.5555555555555556	0.52	0.47619047619047616	0.5510204081632653	0.6666666666666667	0.4285714285714286	0.5319148936170213	0.4444444444444444	0.5	0.2857142857142857	0.52	0.42105263157894735	0.5	0.5	0.41666666666666663	0.5102040816326531	0.4893617021276596	0.40740740740740744	0.4	0.40740740740740744	0.44999999999999996	0.46341463414634143	0.5102040816326531	0.4736842105263158	0.5555555555555556	0.56	0.42105263157894735	0.6	0.5238095238095238	0.5	0.4693877551020408
Integrated Pollution Prevention and Control IPPC Reference Document on Best Available Techniques in the ChlorAlkali Manufacturing Industry	0.2564102564102564	0.41666666666666663	0.34545454545454546	0.33333333333333337	0.33333333333333337	0.3584905660377359	0.36170212765957444	0.33333333333333337	0.38181818181818183	0.1636363636363637	0.2666666666666667	0.3783783783783784	0.303030303030303	0.33333333333333337	0.6444444444444444	0.627906976744186	0.19999999999999996	0.34328358208955223	0.7222222222222222	0.23333333333333328	0.3538461538461538	0.18518518518518523	0.48	0.4347826086956522	0.5348837209302326	0.3571428571428571	0.48	0.16129032258064513	0.5238095238095238	0.25373134328358204	0.2615384615384615	0.4222222222222223	0.33333333333333337	0.4222222222222223	0.27586206896551724	0.3220338983050848	0.22388059701492535	0.3214285714285714	0.2698412698412699	0.32352941176470584	0.2142857142857143	0.28205128205128205	0.30000000000000004	0.22580645161290325	0.22388059701492535
Final Regulatory Impact Analysis for the NO2 National Ambient Air Quality Standards NAAQS	0.2894736842105263	0.3913043478260869	0.3207547169811321	0.3448275862068966	0.2727272727272727	0.33333333333333337	0.37777777777777777	0.30434782608695654	0.3584905660377359	0.24528301886792447	0.31034482758620685	0.3055555555555556	0.3125	0.3125	0.5813953488372092	0.5609756097560976	0.3448275862068966	0.3846153846153846	0.7058823529411764	0.27586206896551724	0.2698412698412699	0.3076923076923077	0.375	0.4545454545454546	0.46341463414634143	0.2222222222222222	0.45833333333333337	0.19999999999999996	0.55	0.2615384615384615	0.23809523809523814	0.4418604651162791	0.3913043478260869	0.4418604651162791	0.1785714285714286	0.33333333333333337	0.2615384615384615	0.37037037037037035	0.3770491803278688	0.2727272727272727	0.2962962962962963	0.26315789473684215	0.3448275862068966	0.23333333333333328	0.23076923076923073
Final Rulemaking to Establish LightDuty Vehicle Greenhouse Gas Emission Standards and Corporate Average Fuel Economy Standards Regulatory Impact Analysis	0.2911392405063291	0.4693877551020408	0.3214285714285714	0.3770491803278688	0.3448275862068966	0.40740740740740744	0.375	0.34693877551020413	0.3928571428571429	0.2142857142857143	0.24590163934426235	0.33333333333333337	0.34328358208955223	0.34328358208955223	0.6086956521739131	0.5909090909090908	0.34426229508196726	0.38235294117647056	0.7297297297297297	0.2786885245901639	0.36363636363636365	0.23636363636363633	0.37254901960784315	0.4042553191489362	0.5	0.29824561403508776	0.4901960784313726	0.23809523809523814	0.4883720930232558	0.2647058823529411	0.2727272727272727	0.4782608695652174	0.34693877551020413	0.4347826086956522	0.2542372881355932	0.2666666666666667	0.23529411764705888	0.33333333333333337	0.25	0.33333333333333337	0.29824561403508776	0.31645569620253167	0.2786885245901639	0.2063492063492064	0.20588235294117652
Integrated Science Assessment for Particulate Matter	0.38235294117647056	0.4736842105263158	0.37777777777777777	0.36	0.3191489361702128	0.3023255813953488	0.29729729729729726	0.21052631578947367	0.33333333333333337	0.15555555555555556	0.31999999999999995	0.46875	0.3928571428571429	0.4285714285714286	0.5428571428571429	0.5151515151515151	0.24	0.368421052631579	0.6153846153846154	0.24	0.3090909090909091	0.31818181818181823	0.4	0.4444444444444444	0.3939393939393939	0.26086956521739135	0.4	0.3076923076923077	0.4375	0.26315789473684215	0.2727272727272727	0.37142857142857144	0.26315789473684215	0.37142857142857144	0.25	0.26530612244897955	0.26315789473684215	0.26086956521739135	0.3207547169811321	0.3448275862068966	0.21739130434782605	0.38235294117647056	0.4	0.2692307692307693	0.29824561403508776
Regulatory Impact Analysis for the Final Clean Air Interstate Rule	0.34285714285714286	0.30000000000000004	0.23404255319148937	0.34615384615384615	0.26530612244897955	0.37777777777777777	0.33333333333333337	0.25	0.3191489361702128	0.23404255319148937	0.2692307692307693	0.36363636363636365	0.3448275862068966	0.3793103448275862	0.5675675675675675	0.5428571428571429	0.2692307692307693	0.35593220338983056	0.7142857142857143	0.23076923076923073	0.33333333333333337	0.17391304347826086	0.2857142857142857	0.368421052631579	0.48571428571428577	0.29166666666666663	0.47619047619047616	0.18518518518518523	0.4117647058823529	0.3220338983050848	0.26315789473684215	0.3513513513513513	0.30000000000000004	0.3513513513513513	0.24	0.2549019607843137	0.2542372881355932	0.375	0.34545454545454546	0.4	0.20833333333333337	0.37142857142857144	0.3076923076923077	0.2222222222222222	0.288135593220339
Regulatory Impact Analysis for the Proposed Federal Trust Transport Rule	0.3055555555555556	0.33333333333333337	0.26530612244897955	0.33333333333333337	0.2941176470588235	0.3191489361702128	0.31707317073170727	0.23809523809523814	0.26530612244897955	0.18367346938775508	0.2592592592592593	0.38235294117647056	0.33333333333333337	0.4	0.5384615384615384	0.5135135135135135	0.2222222222222222	0.34426229508196726	0.6666666666666667	0.2222222222222222	0.288135593220339	0.20833333333333337	0.36363636363636365	0.35	0.5135135135135135	0.28	0.5	0.1785714285714286	0.5	0.3114754098360656	0.22033898305084743	0.33333333333333337	0.2857142857142857	0.33333333333333337	0.23076923076923073	0.24528301886792447	0.21311475409836067	0.31999999999999995	0.33333333333333337	0.3548387096774194	0.19999999999999996	0.33333333333333337	0.2962962962962963	0.2142857142857143	0.21311475409836067
Regulatory Impact Analysis 2006 National Ambient Air Quality Standards for Particulate Matter	0.2727272727272727	0.4893617021276596	0.37037037037037035	0.35593220338983056	0.2857142857142857	0.2692307692307693	0.3913043478260869	0.3191489361702128	0.37037037037037035	0.2222222222222222	0.3220338983050848	0.31506849315068497	0.32307692307692304	0.3538461538461538	0.5909090909090908	0.5714285714285714	0.3220338983050848	0.33333333333333337	0.7142857142857143	0.288135593220339	0.21875	0.3584905660377359	0.4693877551020408	0.5111111111111111	0.47619047619047616	0.19999999999999996	0.4693877551020408	0.24590163934426235	0.5609756097560976	0.21212121212121215	0.25	0.4545454545454546	0.36170212765957444	0.5	0.19298245614035092	0.31034482758620685	0.2727272727272727	0.34545454545454546	0.3870967741935484	0.25373134328358204	0.3090909090909091	0.24675324675324672	0.38983050847457623	0.21311475409836067	0.21212121212121215
Regulatory Impact Analysis Amendments to the National Emission Standards for Hazardous Air Pollutants and New Source Performance Standards NSPS for the Portland Cement Manufacturing Industry	0.28205128205128205	0.41666666666666663	0.2727272727272727	0.30000000000000004	0.26315789473684215	0.3584905660377359	0.4042553191489362	0.29166666666666663	0.2727272727272727	0.23636363636363633	0.30000000000000004	0.32432432432432434	0.303030303030303	0.33333333333333337	0.6444444444444444	0.627906976744186	0.23333333333333328	0.31343283582089554	0.7222222222222222	0.19999999999999996	0.23076923076923073	0.2592592592592593	0.4	0.4782608695652174	0.5348837209302326	0.3214285714285714	0.52	0.22580645161290325	0.47619047619047616	0.22388059701492535	0.23076923076923073	0.4666666666666667	0.33333333333333337	0.4666666666666667	0.27586206896551724	0.2542372881355932	0.22388059701492535	0.3214285714285714	0.2698412698412699	0.2647058823529411	0.2142857142857143	0.20512820512820518	0.30000000000000004	0.16129032258064513	0.19402985074626866
Regulatory Impact Analysis Control of Emissions of Air Pollution from Locomotive Engines and Marine Compression Ignition Engines Less than 30 Liters Per Cylinder	0.24675324675324672	0.4042553191489362	0.2962962962962963	0.3220338983050848	0.3214285714285714	0.34615384615384615	0.34782608695652173	0.276595744680851	0.33333333333333337	0.18518518518518523	0.288135593220339	0.34246575342465757	0.32307692307692304	0.3846153846153846	0.5909090909090908	0.5714285714285714	0.2542372881355932	0.24242424242424243	0.7142857142857143	0.22033898305084743	0.28125	0.2075471698113207	0.4285714285714286	0.4222222222222223	0.5238095238095238	0.2727272727272727	0.4693877551020408	0.21311475409836067	0.46341463414634143	0.21212121212121215	0.25	0.4545454545454546	0.276595744680851	0.4545454545454546	0.22807017543859653	0.2068965517241379	0.21212121212121215	0.3090909090909091	0.25806451612903225	0.31343283582089554	0.19999999999999996	0.2727272727272727	0.3220338983050848	0.14754098360655743	0.21212121212121215
Regulatory Impact Analysis National Emission Standards for Hazardous Air Pollutants from the Portland Cement Manufacturing Industry	0.2987012987012987	0.4042553191489362	0.2592592592592593	0.3220338983050848	0.2857142857142857	0.34615384615384615	0.3913043478260869	0.276595744680851	0.2962962962962963	0.2222222222222222	0.288135593220339	0.34246575342465757	0.32307692307692304	0.3538461538461538	0.6363636363636364	0.6190476190476191	0.2542372881355932	0.303030303030303	0.7142857142857143	0.18644067796610164	0.25	0.24528301886792447	0.3877551020408163	0.4666666666666667	0.5238095238095238	0.3090909090909091	0.5102040816326531	0.24590163934426235	0.46341463414634143	0.21212121212121215	0.21875	0.4545454545454546	0.3191489361702128	0.4545454545454546	0.26315789473684215	0.24137931034482762	0.21212121212121215	0.3090909090909091	0.29032258064516125	0.25373134328358204	0.19999999999999996	0.22077922077922074	0.3220338983050848	0.180327868852459	0.21212121212121215
Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution	0.36111111111111116	0.38095238095238093	0.34693877551020413	0.37037037037037035	0.4117647058823529	0.3191489361702128	0.36585365853658536	0.2857142857142857	0.26530612244897955	0.22448979591836737	0.2962962962962963	0.38235294117647056	0.30000000000000004	0.4	0.5384615384615384	0.5135135135135135	0.2592592592592593	0.2786885245901639	0.6666666666666667	0.2592592592592593	0.35593220338983056	0.29166666666666663	0.36363636363636365	0.5	0.5135135135135135	0.31999999999999995	0.5	0.25	0.38888888888888884	0.3114754098360656	0.288135593220339	0.4358974358974359	0.23809523809523814	0.33333333333333337	0.3076923076923077	0.05660377358490565	0.21311475409836067	0.28	0.33333333333333337	0.3870967741935484	0.19999999999999996	0.38888888888888884	0.2962962962962963	0.2857142857142857	0.34426229508196726
What Determines the Value of Life A MetaAnalysis	0.47058823529411764	0.42105263157894735	0.37777777777777777	0.43999999999999995	0.4042553191489362	0.4418604651162791	0.4054054054054054	0.3157894736842105	0.37777777777777777	0.28888888888888886	0.36	0.46875	0.4642857142857143	0.4285714285714286	0.6	0.5757575757575757	0.36	0.4035087719298246	0.7692307692307692	0.36	0.4181818181818182	0.2727272727272727	0.44999999999999996	0.4444444444444444	0.4545454545454546	0.34782608695652173	0.44999999999999996	0.34615384615384615	0.5	0.4035087719298246	0.4181818181818182	0.3142857142857143	0.368421052631579	0.4285714285714286	0.33333333333333337	0.34693877551020413	0.4035087719298246	0.4347826086956522	0.3207547169811321	0.4482758620689655	0.30434782608695654	0.5	0.4	0.42307692307692313	0.4035087719298246
