	Industry-wide Uses of Chlorine by Industry................................................................. 2-7 2-2. Use of Caustic Soda by Industry................................................................................... 2-7 2-3. Use of Caustic Potash by Industry ................................................................................ 2-8 2-4. Income (or Loss) as Net a Percentage of Sales, Basic Chemicals, Resins, and Synthetics (NAICS 3251 and 3252): 2000–2005 ....................................................... 2-14 3-1. Capital Cost Factor ($/ton Cl2 produced) vs. Capacity ................................................ 3-5 4-1. Price Trends: Alkalis and Chlorine Manufacturing:	Oxychem Completes Taft,	Chlorine: Ensuring Rail Transportation Safety.”	Potassium Carbonate Handbook.” http://www.armandproducts.com/pdfs/k2so3P1_12.pdf. Accessed	ASHTA Chemicals Inc. 2009a. About ASHTA. http://www.ashtachemicals.com/aboutfs.htm.	Inc. 2009b. Potassium Hydroxide,	Investment under Uncertainty.	Energy Information Administration.	Potassium Hydroxide.” http://www.ercoworldwide.com/ products_potassiumhydroxide.asp. Accessed	Distributional Effects of Environmental and Energy Policy: An Introduction.	Potassium Carbonate Faces Pressures from the Video Glass.” Chemical Market Reporter,	Site Fact Sheet Ashtabula Complex.” http://www.millenniumchem.com/NR/rdonlyres/6AE8BF59-D7CD-4768-951F37AE6F1C7321/0/SiteFactSheetAshtabula.pdf. Accessed	Occidental Chemical Corporation. 2008a. “OxyChem Caustic Potash Handbook.” http://www.oxy.com/Our_Businesses/chemicals/Pages/chem_products_basic_alkali.aspx #alk_koh. Accessed	Occidental Chemical Corporation. 2008b. “OxyChem Caustic Soda Handbook.” http://www.oxy.com/Our_Businesses/chemicals/Documents/caustic_soda/caustic.pdf.	Form 10-K405. Filed	Form 10-K. Filed	BB&T Capital Markets Presentation Manufacturing and Materials Conference.” http://www.olin.com/. Accessed	Bill Would End Mercury Use at Chlorine Plants.” http://chronicle.augusta.com/stories/031308/met_190792.shtml. Accessed	Accessed	Chlorine Product Bulletin.” http://corporateportal.ppg.com/NA/Chemicals/CAD/ProductInformation/Bull /English/EN. Accessed	PPG Reaches Agreement with State of Maryland.” PPG News Release. http://corporateportal.ppg.com/PPG/Newsroom/News/20090811.htm.	The Effects of Environmental Regulation on Technology Diffusion: The Case of	Special Focus on Chlorine.”	The Innovation Group (TIG).	of Labor Statistics.	of Labor Statistics. 2009b. LAU Local Area Unemployment Statistics Series Id:	4-13 U.S. Bureau of Labor Statistics.	Quarterly Financial Report for Manufacturing, Mining, and Trade Corporations, 1st Quarter reports. http://www.census.gov/prod/www/abs/qfrmm.html. Accessed	Economic Census.	http://factfinder.census.gov/servlet/DatasetMainPageServlet?_program=ECN&_tabId=E CN1&_submenuId=datasets_4&_lang=en&_ts=24636668839. Accessed	Bureau; generated by RTI International; using American FactFinder; “Sector 31: Manufacturing: Industry Series: Industry Statistics by Employment Size:	Department of Transportation.	Environmental Protection Agency (EPA).	Federal Trade Commission (FTC).	Soda Ash. http://minerals.usgs.gov/minerals/pubs/ commodity/soda_ash/mcs-2009-sodaa.pdf. Accessed August 4,	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.” Environ. Sci. Technol.	Environmental Protection Agency—Science Advisory Board (U.S.	The Value of a Statistical Life: A Critical Review of Market Estimates throughout the World.”	Environmental Protection Agency. RE: Docket No. EPA-HQ-OAR-2002-0017—National Emission Standards for Hazardous Air Pollutants:	EPA requested documentation of these emission estimates using their authority under section 114 of the Clean Air Act.	EPA-HQ-OAR-2002-0017—National Emission Standards for Hazardous Air Pollutants: Mercury Emissions from Mercury Cell Chlor-Alkali Plants—Memo: “Updated Cost Impacts Associated with the Conversion from Chlorine Production Utilizing Mercury Cell Chlor-Alkali Technology to Membrane Cell Technology,” from	B-4 Table B-3. Power Company Emission Factors: Fuel=Coal (Short tons per kWh)	Available on the internet at http://www.epa.gov/CAIR/pdfs/finaltech01.pdf U.S. Environmental Protection Agency	Available on the internet at http://www.epa.gov/cleanenergy/documents/egridzips/eGRID2007TechnicalSupportDoc ument.pdf U.S. Environmental Protection Agency
The TravancoreCochin Chemicals Limited	0.4461538461538461	0.3142857142857143	0.38095238095238093	0.4042553191489362	0.36363636363636365	0.4	0.2941176470588235	0.37142857142857144	0.38095238095238093	0.33333333333333337	0.36170212765957444	0.5081967213114754	0.4339622641509434	0.4339622641509434	0.5	0.4666666666666667	0.3191489361702128	0.4444444444444444	0.6521739130434783	0.36170212765957444	0.46153846153846156	0.2195121951219512	0.3513513513513513	0.33333333333333337	0.4	0.34883720930232553	0.45945945945945943	0.30612244897959184	0.3793103448275862	0.40740740740740744	0.46153846153846156	0.3125	0.3142857142857143	0.1875	0.33333333333333337	0.34782608695652173	0.37037037037037035	0.34883720930232553	0.31999999999999995	0.49090909090909096	0.3023255813953488	0.4769230769230769	0.36170212765957444	0.34693877551020413	0.40740740740740744
With Conditions FTC Clears Occidental Chemicals Purchase of Vulcans Chemical Assets	0.4084507042253521	0.31707317073170727	0.375	0.3207547169811321	0.31999999999999995	0.3913043478260869	0.4	0.36585365853658536	0.33333333333333337	0.29166666666666663	0.24528301886792447	0.4328358208955224	0.35593220338983056	0.38983050847457623	0.5263157894736843	0.5	0.24528301886792447	0.3666666666666667	0.6551724137931034	0.28301886792452835	0.4137931034482759	0.276595744680851	0.34883720930232553	0.4358974358974359	0.5	0.3877551020408163	0.4883720930232558	0.2727272727272727	0.4285714285714286	0.3666666666666667	0.3793103448275862	0.368421052631579	0.36585365853658536	0.26315789473684215	0.33333333333333337	0.3076923076923077	0.30000000000000004	0.3877551020408163	0.2857142857142857	0.4098360655737705	0.22448979591836737	0.4084507042253521	0.28301886792452835	0.34545454545454546	0.3666666666666667
Advisory on Plans for Health Effects Analysis in the Analytical Plan for EPAs Second Prospective AnalysisBenefits and Costs of the Clean Air Act 19902020	0.33333333333333337	0.4222222222222223	0.34615384615384615	0.29824561403508776	0.2592592592592593	0.31999999999999995	0.4545454545454546	0.37777777777777777	0.34615384615384615	0.3076923076923077	0.4035087719298246	0.295774647887324	0.3015873015873016	0.3015873015873016	0.5714285714285714	0.55	0.33333333333333337	0.25	0.696969696969697	0.29824561403508776	0.25806451612903225	0.33333333333333337	0.4042553191489362	0.4883720930232558	0.5	0.24528301886792447	0.44680851063829785	0.3220338983050848	0.5384615384615384	0.25	0.3548387096774194	0.47619047619047616	0.33333333333333337	0.47619047619047616	0.19999999999999996	0.3571428571428571	0.3125	0.28301886792452835	0.4	0.29230769230769227	0.24528301886792447	0.30666666666666664	0.33333333333333337	0.18644067796610164	0.28125
Average Retail Price of Electricity to Ultimate Customers by EndUse Sector by State for 2006	0.2894736842105263	0.4782608695652174	0.3207547169811321	0.3448275862068966	0.3090909090909091	0.2941176470588235	0.33333333333333337	0.30434782608695654	0.39622641509433965	0.16981132075471694	0.3448275862068966	0.3055555555555556	0.3125	0.34375	0.5813953488372092	0.5609756097560976	0.3448275862068966	0.29230769230769227	0.7058823529411764	0.31034482758620685	0.3015873015873016	0.23076923076923073	0.45833333333333337	0.5454545454545454	0.46341463414634143	0.2222222222222222	0.41666666666666663	0.2666666666666667	0.44999999999999996	0.23076923076923073	0.3015873015873016	0.4883720930232558	0.26086956521739135	0.4418604651162791	0.1785714285714286	0.29824561403508776	0.23076923076923073	0.2222222222222222	0.3114754098360656	0.24242424242424243	0.2222222222222222	0.26315789473684215	0.3448275862068966	0.1333333333333333	0.16923076923076918
Clean Air Interstate Rule Emissions Inventory Technical Suport Document 	0.36111111111111116	0.33333333333333337	0.22448979591836737	0.40740740740740744	0.2549019607843137	0.4042553191489362	0.31707317073170727	0.33333333333333337	0.34693877551020413	0.22448979591836737	0.37037037037037035	0.3529411764705882	0.4	0.3666666666666667	0.641025641025641	0.6216216216216216	0.33333333333333337	0.3770491803278688	0.7333333333333334	0.2592592592592593	0.38983050847457623	0.125	0.31818181818181823	0.30000000000000004	0.5135135135135135	0.31999999999999995	0.5	0.25	0.38888888888888884	0.2786885245901639	0.288135593220339	0.33333333333333337	0.2857142857142857	0.3846153846153846	0.2692307692307693	0.3207547169811321	0.24590163934426235	0.31999999999999995	0.29824561403508776	0.3548387096774194	0.28	0.33333333333333337	0.2592592592592593	0.2142857142857143	0.21311475409836067
Early MACT Compliance Consent Agreement Exhibits B and C	0.36111111111111116	0.2857142857142857	0.30612244897959184	0.37037037037037035	0.33333333333333337	0.36170212765957444	0.41463414634146345	0.2857142857142857	0.30612244897959184	0.26530612244897955	0.33333333333333337	0.3529411764705882	0.2666666666666667	0.33333333333333337	0.5897435897435898	0.5675675675675675	0.2222222222222222	0.2786885245901639	0.6666666666666667	0.2592592592592593	0.35593220338983056	0.25	0.40909090909090906	0.44999999999999996	0.5135135135135135	0.31999999999999995	0.5	0.2142857142857143	0.4444444444444444	0.3114754098360656	0.2542372881355932	0.3846153846153846	0.2857142857142857	0.33333333333333337	0.2692307692307693	0.2075471698113207	0.21311475409836067	0.28	0.33333333333333337	0.4516129032258065	0.24	0.36111111111111116	0.2592592592592593	0.25	0.3114754098360656
Guidelines for Preparing Economic Analyses External Review Draft	0.3783783783783784	0.40909090909090906	0.33333333333333337	0.3571428571428571	0.39622641509433965	0.34693877551020413	0.34883720930232553	0.2727272727272727	0.2549019607843137	0.13725490196078427	0.3214285714285714	0.34285714285714286	0.32258064516129037	0.3548387096774194	0.6097560975609756	0.5897435897435898	0.2857142857142857	0.3650793650793651	0.6875	0.25	0.2786885245901639	0.19999999999999996	0.4782608695652174	0.4285714285714286	0.5384615384615384	0.34615384615384615	0.5217391304347826	0.24137931034482762	0.4736842105263158	0.3015873015873016	0.3114754098360656	0.36585365853658536	0.2272727272727273	0.46341463414634143	0.2592592592592593	0.23636363636363633	0.2698412698412699	0.2692307692307693	0.3220338983050848	0.28125	0.23076923076923073	0.3513513513513513	0.3571428571428571	0.2068965517241379	0.17460317460317465
Homeland Security Information Plan	0.4545454545454546	0.4444444444444444	0.39534883720930236	0.375	0.33333333333333337	0.2195121951219512	0.2571428571428571	0.2777777777777778	0.3023255813953488	0.2093023255813954	0.375	0.4838709677419355	0.40740740740740744	0.37037037037037035	0.5151515151515151	0.4838709677419355	0.375	0.4545454545454546	0.75	0.33333333333333337	0.39622641509433965	0.33333333333333337	0.42105263157894735	0.4117647058823529	0.4193548387096774	0.2727272727272727	0.42105263157894735	0.4	0.4666666666666667	0.38181818181818183	0.3584905660377359	0.3939393939393939	0.2777777777777778	0.3939393939393939	0.30434782608695654	0.36170212765957444	0.34545454545454546	0.31818181818181823	0.4509803921568627	0.3571428571428571	0.2727272727272727	0.4242424242424242	0.375	0.31999999999999995	0.34545454545454546
Lowest Measured Level LML Assessment for Rules without PolicySpecific Air Quality Data Available Technical Support Document	0.2727272727272727	0.4042553191489362	0.33333333333333337	0.3220338983050848	0.2857142857142857	0.3846153846153846	0.3913043478260869	0.4042553191489362	0.2962962962962963	0.2222222222222222	0.288135593220339	0.34246575342465757	0.3538461538461538	0.32307692307692304	0.6363636363636364	0.6190476190476191	0.2542372881355932	0.3939393939393939	0.7142857142857143	0.3220338983050848	0.28125	0.24528301886792447	0.4285714285714286	0.4222222222222223	0.4285714285714286	0.2727272727272727	0.4285714285714286	0.14754098360655743	0.5609756097560976	0.2727272727272727	0.28125	0.36363636363636365	0.36170212765957444	0.4545454545454546	0.22807017543859653	0.31034482758620685	0.24242424242424243	0.34545454545454546	0.25806451612903225	0.31343283582089554	0.3090909090909091	0.2727272727272727	0.288135593220339	0.21311475409836067	0.18181818181818177
Mercury from the HoltraChem Manufacturing Co	0.4545454545454546	0.33333333333333337	0.3023255813953488	0.375	0.33333333333333337	0.36585365853658536	0.37142857142857144	0.33333333333333337	0.34883720930232553	0.3023255813953488	0.33333333333333337	0.4838709677419355	0.37037037037037035	0.37037037037037035	0.5757575757575757	0.5483870967741935	0.29166666666666663	0.38181818181818183	0.8333333333333334	0.33333333333333337	0.39622641509433965	0.19047619047619047	0.368421052631579	0.4117647058823529	0.4838709677419355	0.40909090909090906	0.4736842105263158	0.28	0.4	0.38181818181818183	0.39622641509433965	0.3939393939393939	0.2777777777777778	0.3939393939393939	0.30434782608695654	0.3191489361702128	0.34545454545454546	0.40909090909090906	0.37254901960784315	0.4285714285714286	0.2272727272727273	0.4242424242424242	0.375	0.36	0.4181818181818182
Mercury in fish bed sediment and water from streams across the United States 19982005	0.29729729729729726	0.5	0.4509803921568627	0.3214285714285714	0.28301886792452835	0.26530612244897955	0.34883720930232553	0.40909090909090906	0.4117647058823529	0.37254901960784315	0.3928571428571429	0.2857142857142857	0.3548387096774194	0.29032258064516125	0.5121951219512195	0.5384615384615384	0.3928571428571429	0.3015873015873016	0.75	0.4642857142857143	0.24590163934426235	0.4	0.4782608695652174	0.5238095238095238	0.4358974358974359	0.23076923076923073	0.34782608695652173	0.31034482758620685	0.5263157894736843	0.3015873015873016	0.3770491803278688	0.46341463414634143	0.5	0.5121951219512195	0.2222222222222222	0.4545454545454546	0.3650793650793651	0.42307692307692313	0.423728813559322	0.40625	0.34615384615384615	0.3513513513513513	0.3928571428571429	0.27586206896551724	0.3015873015873016
Mercury Storage Cost EstimatesFinal Report 	0.3913043478260869	0.3846153846153846	0.21739130434782605	0.4509803921568627	0.375	0.40909090909090906	0.368421052631579	0.33333333333333337	0.3913043478260869	0.30434782608695654	0.2941176470588235	0.3846153846153846	0.4035087719298246	0.4035087719298246	0.5555555555555556	0.5294117647058824	0.33333333333333337	0.3448275862068966	0.7777777777777778	0.33333333333333337	0.3571428571428571	0.19999999999999996	0.2682926829268293	0.45945945945945943	0.47058823529411764	0.36170212765957444	0.46341463414634143	0.24528301886792447	0.33333333333333337	0.3448275862068966	0.25	0.38888888888888884	0.28205128205128205	0.33333333333333337	0.30612244897959184	0.19999999999999996	0.27586206896551724	0.3191489361702128	0.33333333333333337	0.38983050847457623	0.276595744680851	0.3913043478260869	0.2549019607843137	0.28301886792452835	0.3448275862068966
Mercury Study Report to Congress Volume VIII An Evaluation of Mercury Control Technologies and Costs 	0.2894736842105263	0.34782608695652173	0.2075471698113207	0.3793103448275862	0.2727272727272727	0.4117647058823529	0.33333333333333337	0.26086956521739135	0.3584905660377359	0.2075471698113207	0.27586206896551724	0.36111111111111116	0.375	0.375	0.627906976744186	0.6097560975609756	0.24137931034482762	0.32307692307692304	0.7058823529411764	0.24137931034482762	0.3015873015873016	0.15384615384615385	0.375	0.36363636363636365	0.5121951219512195	0.2962962962962963	0.5	0.16666666666666663	0.44999999999999996	0.23076923076923073	0.2063492063492064	0.39534883720930236	0.30434782608695654	0.39534883720930236	0.2142857142857143	0.26315789473684215	0.16923076923076918	0.2962962962962963	0.180327868852459	0.33333333333333337	0.2222222222222222	0.26315789473684215	0.31034482758620685	0.16666666666666663	0.19999999999999996
Notice of Availability	0.540983606557377	0.4193548387096774	0.5263157894736843	0.5348837209302326	0.44999999999999996	0.5	0.4666666666666667	0.4193548387096774	0.4736842105263158	0.3157894736842105	0.5348837209302326	0.543859649122807	0.5510204081632653	0.5510204081632653	0.6428571428571428	0.6153846153846154	0.5348837209302326	0.6	0.6842105263157895	0.4883720930232558	0.5	0.4054054054054054	0.5757575757575757	0.5172413793103448	0.3846153846153846	0.3846153846153846	0.4545454545454546	0.4222222222222223	0.6	0.48	0.5	0.5	0.29032258064516125	0.5714285714285714	0.36585365853658536	0.5238095238095238	0.48	0.4358974358974359	0.5217391304347826	0.4901960784313726	0.4358974358974359	0.540983606557377	0.5348837209302326	0.4222222222222223	0.48
Pipeline and Hazardous Materials Safety Administration	0.42028985507246375	0.4358974358974359	0.34782608695652173	0.33333333333333337	0.33333333333333337	0.31818181818181823	0.368421052631579	0.28205128205128205	0.26086956521739135	0.26086956521739135	0.33333333333333337	0.4461538461538461	0.368421052631579	0.368421052631579	0.5555555555555556	0.5294117647058824	0.2941176470588235	0.3793103448275862	0.7037037037037037	0.33333333333333337	0.3214285714285714	0.37777777777777777	0.41463414634146345	0.45945945945945943	0.47058823529411764	0.276595744680851	0.46341463414634143	0.3207547169811321	0.5151515151515151	0.3448275862068966	0.2857142857142857	0.33333333333333337	0.33333333333333337	0.38888888888888884	0.26530612244897955	0.28	0.31034482758620685	0.3191489361702128	0.40740740740740744	0.3220338983050848	0.276595744680851	0.3623188405797102	0.37254901960784315	0.3207547169811321	0.31034482758620685
Quarterly Census of Employment and Wages	0.4925373134328358	0.3513513513513513	0.2727272727272727	0.4285714285714286	0.4347826086956522	0.4285714285714286	0.38888888888888884	0.2432432432432432	0.40909090909090906	0.2727272727272727	0.3877551020408163	0.46031746031746035	0.4181818181818182	0.4181818181818182	0.5882352941176471	0.5625	0.34693877551020413	0.3571428571428571	0.76	0.30612244897959184	0.4444444444444444	0.2558139534883721	0.4358974358974359	0.48571428571428577	0.5625	0.37777777777777777	0.5384615384615384	0.2941176470588235	0.4193548387096774	0.3928571428571429	0.37037037037037035	0.3529411764705882	0.3513513513513513	0.3529411764705882	0.3191489361702128	0.29166666666666663	0.3571428571428571	0.37777777777777777	0.3846153846153846	0.4035087719298246	0.24444444444444446	0.4328358208955224	0.34693877551020413	0.33333333333333337	0.3928571428571429
Reference Document on Best Available Techniques in the ChlorAlkali Manufacturing Industry	0.2727272727272727	0.4042553191489362	0.33333333333333337	0.35593220338983056	0.3214285714285714	0.3846153846153846	0.34782608695652173	0.3191489361702128	0.40740740740740744	0.18518518518518523	0.288135593220339	0.36986301369863017	0.32307692307692304	0.32307692307692304	0.6363636363636364	0.6190476190476191	0.22033898305084743	0.36363636363636365	0.7142857142857143	0.2542372881355932	0.375	0.16981132075471694	0.4693877551020408	0.4222222222222223	0.5238095238095238	0.34545454545454546	0.4693877551020408	0.14754098360655743	0.5121951219512195	0.2727272727272727	0.25	0.40909090909090906	0.36170212765957444	0.40909090909090906	0.26315789473684215	0.3448275862068966	0.24242424242424243	0.34545454545454546	0.25806451612903225	0.34328358208955223	0.23636363636363633	0.2987012987012987	0.3220338983050848	0.24590163934426235	0.24242424242424243
Soda Ash	0.7090909090909091	0.6	0.625	0.6216216216216216	0.5882352941176471	0.6666666666666667	0.6666666666666667	0.52	0.5625	0.625	0.6756756756756757	0.6862745098039216	0.6744186046511628	0.6744186046511628	0.7272727272727273	0.7	0.6216216216216216	0.6818181818181819	0.5384615384615384	0.6216216216216216	0.6190476190476191	0.6774193548387097	0.5555555555555556	0.6521739130434783	0.5	0.5757575757575757	0.6296296296296297	0.641025641025641	0.6842105263157895	0.6363636363636364	0.6666666666666667	0.6363636363636364	0.6799999999999999	0.5454545454545454	0.5428571428571429	0.6666666666666667	0.6363636363636364	0.5757575757575757	0.6	0.6888888888888889	0.5757575757575757	0.7090909090909091	0.6756756756756757	0.5897435897435898	0.6363636363636364
Status Report Mercury Cell ChlorAlkali Plants in Europe	0.37142857142857144	0.4	0.23404255319148937	0.34615384615384615	0.34693877551020413	0.4222222222222223	0.4358974358974359	0.4	0.3191489361702128	0.3191489361702128	0.2692307692307693	0.3939393939393939	0.3448275862068966	0.3793103448275862	0.6756756756756757	0.6571428571428571	0.2692307692307693	0.3220338983050848	0.7142857142857143	0.3076923076923077	0.33333333333333337	0.26086956521739135	0.2857142857142857	0.42105263157894735	0.48571428571428577	0.375	0.47619047619047616	0.2962962962962963	0.4117647058823529	0.3220338983050848	0.33333333333333337	0.45945945945945943	0.30000000000000004	0.45945945945945943	0.31999999999999995	0.2549019607843137	0.288135593220339	0.33333333333333337	0.3090909090909091	0.3666666666666667	0.25	0.34285714285714286	0.23076923076923073	0.2592592592592593	0.3220338983050848
Summary of Expert Opinions on the Existence of a Threshold in the ConcentrationResponse Function for PM25Related Mortality Technical suport Document	0.3076923076923077	0.29166666666666663	0.2727272727272727	0.3666666666666667	0.33333333333333337	0.3584905660377359	0.44680851063829785	0.41666666666666663	0.34545454545454546	0.3090909090909091	0.2666666666666667	0.2702702702702703	0.33333333333333337	0.2727272727272727	0.5555555555555556	0.5813953488372092	0.30000000000000004	0.34328358208955223	0.7777777777777778	0.30000000000000004	0.32307692307692304	0.2222222222222222	0.36	0.4782608695652174	0.5348837209302326	0.3571428571428571	0.52	0.25806451612903225	0.47619047619047616	0.28358208955223885	0.29230769230769227	0.37777777777777777	0.41666666666666663	0.37777777777777777	0.31034482758620685	0.2542372881355932	0.22388059701492535	0.3928571428571429	0.33333333333333337	0.32352941176470584	0.2857142857142857	0.3076923076923077	0.2666666666666667	0.29032258064516125	0.25373134328358204
Technical Support Document Social Cost of Carbon for Regulatory Impact Analysis Under Executive Order 12866	0.2530120481927711	0.3584905660377359	0.30000000000000004	0.3538461538461538	0.29032258064516125	0.3793103448275862	0.3846153846153846	0.3584905660377359	0.4	0.23333333333333328	0.3846153846153846	0.240506329113924	0.295774647887324	0.2676056338028169	0.64	0.625	0.3538461538461538	0.3055555555555556	0.7560975609756098	0.29230769230769227	0.3142857142857143	0.22033898305084743	0.4545454545454546	0.4509803921568627	0.5416666666666667	0.2786885245901639	0.4545454545454546	0.22388059701492535	0.5319148936170213	0.16666666666666663	0.2571428571428571	0.43999999999999995	0.39622641509433965	0.48	0.23809523809523814	0.34375	0.19444444444444442	0.34426229508196726	0.32352941176470584	0.28767123287671237	0.2786885245901639	0.22891566265060237	0.3538461538461538	0.16417910447761197	0.16666666666666663
Part 172Hazardous Materials Table special Provisions Hazardous Materials Communications Emergency Response Information Training Requirements and Security Plans	0.2592592592592593	0.4509803921568627	0.31034482758620685	0.33333333333333337	0.30000000000000004	0.3214285714285714	0.4	0.37254901960784315	0.4137931034482759	0.24137931034482762	0.33333333333333337	0.35064935064935066	0.3623188405797102	0.3623188405797102	0.625	0.6086956521739131	0.33333333333333337	0.3142857142857143	0.7948717948717949	0.33333333333333337	0.32352941176470584	0.26315789473684215	0.4716981132075472	0.4693877551020408	0.5217391304347826	0.3220338983050848	0.4716981132075472	0.19999999999999996	0.5111111111111111	0.22857142857142854	0.20588235294117652	0.45833333333333337	0.37254901960784315	0.45833333333333337	0.2786885245901639	0.32258064516129037	0.22857142857142854	0.35593220338983056	0.33333333333333337	0.23943661971830987	0.2542372881355932	0.18518518518518523	0.33333333333333337	0.19999999999999996	0.17142857142857137
Economic Impact Analysis of Final Iron and Steel Foundries NESHAP	0.36111111111111116	0.4285714285714286	0.34693877551020413	0.33333333333333337	0.2941176470588235	0.276595744680851	0.31707317073170727	0.23809523809523814	0.26530612244897955	0.18367346938775508	0.33333333333333337	0.3529411764705882	0.3666666666666667	0.3666666666666667	0.5384615384615384	0.5135135135135135	0.33333333333333337	0.3770491803278688	0.6666666666666667	0.2222222222222222	0.3220338983050848	0.33333333333333337	0.36363636363636365	0.44999999999999996	0.45945945945945943	0.24	0.4545454545454546	0.3214285714285714	0.4444444444444444	0.2786885245901639	0.2542372881355932	0.3846153846153846	0.2857142857142857	0.3846153846153846	0.2692307692307693	0.24528301886792447	0.24590163934426235	0.28	0.4035087719298246	0.29032258064516125	0.24	0.33333333333333337	0.2962962962962963	0.25	0.2786885245901639
Integrated Science Assessment for Oxides of Nitrogen and SulfurEcological Criteria National	0.4084507042253521	0.36585365853658536	0.33333333333333337	0.39622641509433965	0.31999999999999995	0.34782608695652173	0.35	0.2195121951219512	0.375	0.20833333333333337	0.39622641509433965	0.3731343283582089	0.35593220338983056	0.35593220338983056	0.5789473684210527	0.5555555555555556	0.3207547169811321	0.4	0.6551724137931034	0.2075471698113207	0.3793103448275862	0.276595744680851	0.39534883720930236	0.4871794871794872	0.4444444444444444	0.30612244897959184	0.4418604651162791	0.34545454545454546	0.37142857142857144	0.2666666666666667	0.31034482758620685	0.42105263157894735	0.31707317073170727	0.368421052631579	0.2941176470588235	0.2692307692307693	0.2666666666666667	0.30612244897959184	0.3214285714285714	0.3114754098360656	0.22448979591836737	0.352112676056338	0.39622641509433965	0.2727272727272727	0.33333333333333337
Form 10K	0.7454545454545455	0.76	0.8125	0.7297297297297297	0.7647058823529411	0.6666666666666667	0.75	0.6799999999999999	0.75	0.75	0.7297297297297297	0.7254901960784313	0.7674418604651163	0.7674418604651163	0.2727272727272727	0.19999999999999996	0.7837837837837838	0.7272727272727273	1.0	0.7837837837837838	0.7142857142857143	0.7419354838709677	0.7037037037037037	0.7391304347826086	0.7	0.696969696969697	0.7037037037037037	0.6923076923076923	0.6842105263157895	0.7727272727272727	0.7142857142857143	0.6363636363636364	0.6799999999999999	0.5454545454545454	0.7142857142857143	0.7222222222222222	0.7727272727272727	0.7575757575757576	0.8	0.7333333333333334	0.696969696969697	0.7818181818181819	0.7297297297297297	0.6923076923076923	0.7727272727272727
Review of EPAs Integrated Science Assessment for Particulate Matter	0.33333333333333337	0.5238095238095238	0.34693877551020413	0.37037037037037035	0.33333333333333337	0.36170212765957444	0.31707317073170727	0.23809523809523814	0.34693877551020413	0.1428571428571429	0.33333333333333337	0.4117647058823529	0.4	0.43333333333333335	0.5897435897435898	0.5675675675675675	0.2592592592592593	0.3770491803278688	0.6666666666666667	0.2592592592592593	0.288135593220339	0.25	0.4545454545454546	0.44999999999999996	0.45945945945945943	0.31999999999999995	0.4545454545454546	0.25	0.4444444444444444	0.24590163934426235	0.2542372881355932	0.4358974358974359	0.23809523809523814	0.4358974358974359	0.2692307692307693	0.28301886792452835	0.24590163934426235	0.24	0.22807017543859653	0.29032258064516125	0.24	0.3055555555555556	0.37037037037037035	0.1785714285714286	0.21311475409836067
SAB Advisory on EPAs Issues in Valuing Mortality Risk Reduction	0.34246575342465757	0.5813953488372092	0.36	0.4545454545454546	0.46153846153846156	0.375	0.33333333333333337	0.3023255813953488	0.4	0.19999999999999996	0.34545454545454546	0.4492753623188406	0.3770491803278688	0.4426229508196722	0.65	0.631578947368421	0.3090909090909091	0.3548387096774194	0.6774193548387097	0.3090909090909091	0.3666666666666667	0.30612244897959184	0.4666666666666667	0.46341463414634143	0.5263157894736843	0.37254901960784315	0.4666666666666667	0.33333333333333337	0.5135135135135135	0.32258064516129037	0.2666666666666667	0.55	0.2558139534883721	0.5	0.3207547169811321	0.2962962962962963	0.29032258064516125	0.21568627450980393	0.27586206896551724	0.3015873015873016	0.2941176470588235	0.34246575342465757	0.34545454545454546	0.26315789473684215	0.29032258064516125
Quarterly Financial Report for Manufacturing Mining and Trade Corporations 1st Qyarter Reports	0.352112676056338	0.36585365853658536	0.25	0.39622641509433965	0.4	0.4347826086956522	0.4	0.36585365853658536	0.41666666666666663	0.33333333333333337	0.28301886792452835	0.4029850746268657	0.423728813559322	0.423728813559322	0.5263157894736843	0.5	0.28301886792452835	0.3666666666666667	0.7241379310344828	0.3584905660377359	0.3448275862068966	0.23404255319148937	0.34883720930232553	0.4358974358974359	0.5	0.3877551020408163	0.4418604651162791	0.12727272727272732	0.48571428571428577	0.3666666666666667	0.24137931034482762	0.368421052631579	0.41463414634146345	0.3157894736842105	0.33333333333333337	0.2692307692307693	0.30000000000000004	0.4285714285714286	0.3571428571428571	0.3770491803278688	0.26530612244897955	0.352112676056338	0.3584905660377359	0.3090909090909091	0.3666666666666667
PPG Reaches Agreement with State of Maryland	0.352112676056338	0.41463414634146345	0.33333333333333337	0.3584905660377359	0.36	0.3913043478260869	0.4	0.2682926829268293	0.29166666666666663	0.25	0.28301886792452835	0.4029850746268657	0.35593220338983056	0.38983050847457623	0.5789473684210527	0.5555555555555556	0.24528301886792447	0.3666666666666667	0.6551724137931034	0.3207547169811321	0.1724137931034483	0.276595744680851	0.4418604651162791	0.4871794871794872	0.4444444444444444	0.30612244897959184	0.4883720930232558	0.23636363636363633	0.5428571428571429	0.33333333333333337	0.31034482758620685	0.42105263157894735	0.2682926829268293	0.42105263157894735	0.2549019607843137	0.3076923076923077	0.30000000000000004	0.26530612244897955	0.2857142857142857	0.34426229508196726	0.22448979591836737	0.352112676056338	0.3584905660377359	0.19999999999999996	0.23333333333333328
